Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73
      Other Pharnaceutical - Humatrope,,96.6,0.0260047917732253,108,0.0279293490910031,101.6,0.0262933153903884,109.4,0.025769674699079,107.9,0.0255318142022195,113.1,0.0244223709781905,105.6,0.0230225865527165,114.2,0.0220055495606598,114.3,0.0237748564772444,123.6,0.0239986020231831,111.1,0.0213251948251372,119.1,0.0228849220836616,104,0.0206063007727363,109.5,0.0206884824667473,111.9,0.0201186623516721,123.4,0.0207947153786526,101.6,0.0185215568316471,107.8,0.018752718100374,101.3,0.0179143013776151,111.7,0.0180534005689165,112.8,0.0193177147554459,111,0.0177517631818836,103.2,0.0167862196847704,109.7,0.0181427271975523,90.1,0.0160835415922885,100.2,0.0178906208152552,102.4,0.0188121176492201,98.9,0.0166014805364847,79.1,0.0141199571581578,90.8,0.0153127476938125,96.5,0.0167169039947337,91.2,0.0157003167607768,61.2,0.0130682667463859,94.5,0.0191466083150985,78,0.015998359142652,91.5,0.0178665573194306
      Trajenta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,42.6,0.00760442699036059,54.8,0.00924161424692649,64.7,0.0112081211239303,87.1,0.014994491116926,76.9,0.0164207469411287,90.3,0.0182956479455385,78.9,0.016182955594298,82.7,0.0161482436100209
      Evista,,241.6,0.0650388995073626,275.5,0.0712457006904756,257.9,0.066742579125799,270.3,0.0636704119850187,250,0.0591561960199711,278,0.0600302310516087,263.2,0.0573820528473009,285.8,0.0550716818251888,261.2,0.0543306431483484,279.8,0.0543269324117042,265.7,0.0510000383891896,269,0.0516880272082701,256.9,0.0509015256588072,251.3,0.0474795949214027,259.5,0.046655879180151,262.7,0.0442688146675205,241.6,0.0440433871114757,259.5,0.0451422110115682,256.8,0.0454135497904398,266.5,0.0430727954486682,266.1,0.0455713111385121,263.5,0.0421404468326696,270.1,0.0439337009385319,267.1,0.0441743157198379,256.2,0.0457336665476616,265.9,0.0474762083311015,247,0.0453768853452869,241,0.0404545683447199,240.6,0.0429489468047126,328.7,0.0554328212219843,255.3,0.0442261719156013,275.9,0.0474969012532709,150.1,0.0320514189319041,108.3,0.0219426209579382,89.5,0.0183570915803507,72.1,0.0140784566418683
      Axiron,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.2,0.000351836747749044,5.2,0.000845817270938044,15.5,0.00256346646820475,16.3,0.00290967511602999,17.7,0.00316031924580856,16,0.00293939338269065,23.9,0.00401188457858426,37.1,0.00662263477329525,47.1,0.00794306625967587,40.6,0.00703322592939057,53.9,0.00927902492769591,39.5,0.00843458392944844,47.1,0.00954291271577924,36.3,0.00744539021638806,47.6,0.00929451506453439
      Glucagon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,19.3,0.00344519814352017,24.9,0.00419920063409616,30.3,0.00524893462218065,23.4,0.00402837074783088,21.6,0.00461232943990092,25.8,0.00522732798443958,32.2,0.00660445082555635,25,0.0048815730380958
      Trulicity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10.2,0.00199168179954308
      Actos,,189,0.0508789404258756,92.6,0.0239468307946934,77,0.0199270205222432,89.8,0.0211528042776718,—,,—,,—,,93.2,0.0179589949129027,55.6,0.0115650220484233,51.7,0.0100382501990175,49.6,0.00952051902184345,42.2,0.00810867936129739,40,0.00792550029720626,43.1,0.00814313784764208,41.5,0.00746134483998562,46.2,0.00778537966364464,41.7,0.00760185944763467,44.2,0.00768896233800122,45.2,0.00799335066404938,58.4,0.00943884147918283,55.8,0.0095561035758323,45.9,0.00734059396440052,39.9,0.0064900209827746,38.4,0.00635078144381047,26.1,0.00465905033916458,21.5,0.00383880586355277,19.9,0.00365587051972149,22,0.00369294814765078,14.6,0.00260621206711889,13.6,0.00229353930215694,14.3,0.00247721997020407,14.3,0.00246178212367443,11.2,0.00239157822809677,9.3,0.00188426938973985,11.5,0.0023587324376987,9.6,0.00187452404662879
      Jardiance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,4.5,0.000922982258229925,5.6,0.00109347236053346
      Other Endocrinology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21.2,0.00363063433347034,21.6,0.00345439715971789,30,0.00487971502464256,23.5,0.00388654593566526,20.2,0.00360585505176723,25.7,0.00458871212527006,33.9,0.00622783972957581,13.7,0.0022996995283098,65.6,0.011710103534452,21.7,0.00365954432770629,33.2,0.0057513079028514,21.7,0.00373571133452692,12.2,0.00260511199846256,3.4,0.000688872680119945,3.1,0.000635832222336171,2.1,0.000410052135200047
      Fluoxetine Products,,77.4,0.0208361375077395,80,0.0206884067340764,78.3,0.0202634507388525,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Other Diabetes,,—,,—,,—,,13.8,0.00325065366405201,—,,—,,—,,18.6,0.00358409125944196,18.4,0.00382727348365089,17.6,0.00341727666349533,22.1,0.00424200545126492,18.1,0.00347789328055646,19.3,0.00382405389340202,21.7,0.00409990931076179,24.1,0.00433297375044948,16.7,0.0028141956792828,18.5,0.00337252757269164,20.8,0.00361833521788293,32.8,0.005800484552673,23.3,0.00376583915179726,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Byetta Service,,—,,52.1,0.0134733248855672,62.1,0.016071012654952,68.9,0.0162297128589263,—,,—,,—,,92.1,0.0177470325265916,16.4,0.00341126549629753,22.7,0.00440751024212182,26,0.00499059464854697,31.5,0.00605268720096843,27.3,0.00540915395284327,34.7,0.0065560761789601,38,0.00683207479323984,47.6,0.00802130025951265,43.2,0.00787530762920427,43.8,0.00761937896842655,39.1,0.00691460201248519,42.1,0.00680437031290406,40.8,0.00698725852856556,44.7,0.00714868301108286,45.6,0.00741716683745669,44.1,0.00729347556437609,43.1,0.00769368082827562,—,,42.2,0.00775265004684658,46.8,0.00785590787772984,—,,—,,—,,—,,—,,—,,—,,—,
      Bydureon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.8,0.000130125733990468,3.6,0.000595385760357232,5.4,0.000963941449482328,—,,7.3,0.00134109823085261,9.9,0.00166182666644285,—,,—,,—,,—,,—,,—,,—,,—,
    Human Pharmaceutical - Oncology,,468.9,0.12622822838991,496.5,0.128397424293362,511.8,0.132449988354339,542.7,0.127835488658045,553.9,0.131066467901848,602.7,0.130144677175556,609.4,0.132859509897968,669.5,0.129008016032064,673.3,0.140049088942508,715.1,0.138846280799177,754,0.144727244807862,734.6,0.141152508502584,729.2,0.14448187041807,762.4,0.144044740024184,816,0.146709816612729,854.2,0.143945266421759,832.2,0.15170905113481,866.7,0.15076976602592,903.4,0.159760906856243,827.9,0.133808507887251,763,0.130668584737635,743.7,0.11893681331862,736.7,0.119829535288472,757.1,0.125212933101794,724.6,0.129346661906462,765.4,0.136661488742479,711.3,0.130674407069241,759.7,0.127524213989559,764.2,0.136415565869332,774.9,0.130681147444221,821.8,0.142362193812147,874.5,0.150547445255474,764.3,0.163203860690568,858.4,0.173920090769106,882.4,0.180986565480464,887.9,0.17337394802101
      Alimta,,130.1,0.035023016663526,153,0.0395665778789211,157.2,0.0406821769622939,171.4,0.0403740607259793,187.8,0.0444381344502023,207.1,0.0447203627726193,215,0.0468736373942618,244.1,0.0470363804532141,247.2,0.051418587236875,275,0.0533949478671145,313.9,0.0602518330838036,318.7,0.0612378225697981,335.3,0.0664355062413315,385.3,0.0727970072551391,461.9,0.0830456670262495,523.6,0.0882343028546392,527.4,0.0961443806398687,551.8,0.0959902583282596,560.3,0.099085716306789,569.1,0.0919802172226532,579.9,0.0993115495273325,613.4,0.0980984823042108,629.7,0.102425218367247,638.1,0.105532126023319,606.8,0.108318457693681,659.5,0.117753138000607,643.6,0.118237098818731,684.3,0.114867473519883,616.8,0.110103534451981,669.5,0.112906217852505,690.5,0.119616810449364,726.2,0.125017215259606,632,0.134953342871175,711.6,0.144176999756868,723.4,0.148374525689673,725,0.141565618104778
      Erbitux Royalty,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,69.6,0.0124241342377722,—,,81,0.0140318054256314,85.3,0.014684616444016,77.7,0.0165915739574214,81.1,0.0164316395169787,84.1,0.0172495128704748,84.4,0.0164801905766114
      Cyramza,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,13.7,0.00277575168165978,28.4,0.0058250435852733,33.6,0.00656083416320075
      Gemzar,,338.8,0.0912052117263844,343.5,0.0888308464144405,354.6,0.09176781139204471,371.3,0.0874614279320661,366.1,0.0866283334516457,395.6,0.0854243144029367,394.4,0.0859858725037063,425.5,0.0819909048866965,426.2,0.0886513021050004,440.1,0.0854513329320622,440.2,0.0844946063188606,413.3,0.0794150990527064,367.8,0.0728749752328116,353.2,0.0667321644498186,331.8,0.0596548004314995,310.5,0.0523238178693,287.8,0.0524655911038192,293.4,0.0510394015830217,324.6,0.0574035757865139,243.6,0.0393716058960435,156.1,0.0267331141252226,112.4,0.0179756592940875,91,0.0148018022414158,92.6,0.0153146448358555,84.8,0.0151374509103891,76.1,0.0135875872658775,61.7,0.0113350357320008,67.3,0.0112970641062226,52.7,0.0094073545162442,93.5,0.015768082702329,44.3,0.00767418494266015,48.6,0.00836661616857182,41.7,0.00890435822425317,39.8,0.00806386254963935,38,0.00779407240283048,33.1,0.00646320270243883
      Erbitux Mfg,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,2.6,0.000499586880079934,26.1,0.00517138894392709,23.9,0.00451556831922612,22.3,0.00400934915498022,20.1,0.00338714569781942,17,0.00309907939112205,21.5,0.0037401061146386,18.5,0.00327161476294056,15,0.00242435996896819,27.1,0.00464104671872859,18,0.00287866429976491,16.2,0.00263504611330698,26.4,0.0043661622426197,34,0.00606926097822206,28.7,0.00512435945506812,6.2,0.00113901493579263,7.5,0.00125895959579004,25.2,0.00449839343091753,12.5,0.00210803244683542,6.2,0.00107403942764092,14.7,0.00253064316209888,13.2,0.00281864576882834,12.4,0.0025123591863198,8.8,0.00180494308276074,11.7,0.00228457618182883
      Other Oncology,,—,,—,,—,,0,,—,,—,,—,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,3.23247995862426e-05,-0.1,-1.7125633648445e-05,-0.1,-1.59925794431384e-05,-0.1,-1.62657167488085e-05,0,,-1,-0.000178507675830061,1.1,0.000196404020925956,-0.2,-3.67424172836331e-05,0.6,0.000100716767663203,-0.1,-1.78507675830061e-05,-0.6,-0.0001011855574481,-0.2,-3.46464331497072e-05,-0.3,-5.16457788183446e-05,-0.2,-4.27067540731567e-05,-0.2,-4.05219223599968e-05,-0.3,-6.15321505486617e-05,0.1,1.95262921523832e-05
    Neuroscience,,1406.3,0.378577004872533,1569.5,0.405880679614161,1559.7,0.403638622188867,1859.2,0.43794313711634,1714.3,0.405645867348146,1874.8,0.404836968257396,1809.8,0.394567018400628,2168.8,0.417912748574071,1971.4,0.410059073134204,2126.7,0.412927402287245,2160.4,0.414680026104649,2113,0.406010414464962,2077.6,0.411650485436893,2185.7,0.412957224909311,2252.1,0.404908306364617,2461,0.414714704593711,2244.1,0.409096709506882,2363.7,0.411185526659128,2227.2,0.393867048649796,2562.5,0.414161494698733,2405.3,0.411922866146047,2653.9,0.42442706584145,2488,0.404691032710356,2176.7,0.359993384602663,1903.7,0.339825062477687,1824.5,0.325762851072187,1815.7,0.333566035309463,2031.2,0.34095983079583,1848.8,0.330024991074616,2054.6,0.346493077221445,1878.1,0.325347330492326,1484.8,0.255612174631593,964.4,0.205931968140761,893.7,0.181072210065646,870,0.178443236591119,868.5,0.169585847343448
      Cymbalta,,233.3,0.062804533340512,310.4,0.0802710181282164,348.6,0.0902150565461557,424.1,0.099898711516265,441.8,0.104540829606493,519.5,0.112178795076657,513.2,0.111886282375512,628.3,0.121069061199322,605.1,0.125863216573758,654.5,0.127079975923733,716.4,0.137510077162271,721.2,0.138577714582172,709.3,0.14053893402021,744.4,0.140643893591294,790.2,0.142071197411003,830.8,0.140002022176536,803.2,0.146422386291131,867.7,0.150943724449857,806.1,0.142553981643589,982.2,0.158747090768037,908.8,0.155637758597068,1003.4,0.160469542132451,1068.6,0.173815449177768,1181,0.195319606383858,1114.9,0.199018207782935,1223.1,0.218383416358669,1235.8,0.227031396395569,1420.4,0.23843016131469,1328.2,0.237093895037487,1497.2,0.252491694352159,1375.8,0.238332813636836,883.2,0.152045172841206,478.2,0.102111848988918,401.3,0.0813072372153335,368,0.0754794380063583,367.3,0.0717200710757034
      Zyprexa,,1007.4,0.271192828492207,1115,0.28834466885619,1084.7,0.280712196889314,1156.5,0.272418910324359,1060,0.250822271124678,1213,0.2619304685813,1166.1,0.254229528211389,1273.9,0.245471712656081,1120.2,0.233006073716615,1239.7,0.240704424984952,1189.5,0.228319705171024,1146.7,0.220337028995254,1123,0.222508420844066,1203.2,0.2273276904474,1223,0.219884933477166,1366.5,0.23027535303832,1215,0.22149302707137,1262.9,0.219692093589632,1212.7,0.214458768811785,1335.8,0.215897336436514,1281.9,0.219533497739416,1408.3,0.225223496297718,1182.3,0.192309569121163,749.6,0.12397254610105,562.7,0.100446269189575,379.5,0.0677593872194547,374.5,0.068800176363603,384.8,0.0645930203280009,284.8,0.0508389860764013,283.2,0.0477595831155033,278.7,0.048279804594117,348.2,0.059943533948492,283.1,0.0604514103905533,243.8,0.049396223356836,257.4,0.0527945851707517,253.1,0.0494210454376818
      Strattera,,152.2,0.0409723530836945,144.1,0.0372649926297551,126.4,0.0327113687533967,156.3,0.0368171860645891,139.9,0.0331038072927758,142.3,0.0307277045994386,130.5,0.0284512078137263,156.8,0.0302142747032527,148,0.0307845910641484,135.4,0.0262897306952993,149.5,0.0286959192291451,146.8,0.0282074438445132,158.9,0.0314840499306519,142.8,0.0269800483675937,145.5,0.0261596548004315,162.2,0.0273330861784234,146.4,0.0266885425211922,147.1,0.0255892841610855,127.9,0.0226183528745999,155.4,0.0251163692785105,138.7,0.0237532538703932,157.7,0.0252202977818292,153.2,0.0249190780591747,170.6,0.0282146696435955,158.9,0.0283648696893966,153,0.0273180138197011,145.6,0.0267484797824849,163.9,0.0275124636999983,166.7,0.0297572295608711,218.3,0.0368146786515338,173.2,0.0300038111076465,201.1,0.034619887067897,154.4,0.032969614144477,197.4,0.0399951373693168,191.9,0.0393600656342939,194.9,0.0380567434049948
      Prozac Family,,—,,—,,—,,79.4,0.0187030362989659,72.6,0.0171789593241996,—,,—,,72.6,0.0139895174965315,66.2,0.0137698643813961,63.1,0.0122517134924179,64.5,0.0123805136473569,60.7,0.0116634321618662,53,0.0105012878937983,58.1,0.0109771765417171,58.3,0.0104818410643653,60.1,0.0101277341511914,51.8,0.0094430772035366,51.3,0.00892406714795164,48.6,0.00859462040426548,54.3,0.00877618308766486,44.5,0.00762090697355802,49,0.00783636392713781,49.9,0.00811659265765546,45.5,0.00752501447118168,42.6,0.00760442699036059,44.4,0.0079275804810113,44.4,0.00815681663696655,48.4,0.00812448592483172,43.2,0.00771153159585862,45.9,0.00774069514477967,43.4,0.00751827599348647,42.3,0.00728205481338659,40.2,0.00858405756870449,42,0.00850960369559932,44.1,0.00904522613065327,45,0.00878683146857243
      Other Neuroscience,,—,,—,,—,,0.3,7.06663840011307e-05,—,,—,,—,,0,,0.3,6.24011981030036e-05,0.3,5.82490340368522e-05,0.1,1.91945948021037e-05,0,,0,,0,,0.1,1.79791441927364e-05,0.2,3.37029422668599e-05,0,,0,,0,,0,,13.9,0.00238046307713385,13.9,0.00222296854259624,13.7,0.00222840319458677,12.8,0.00211692714793682,10.4,0.00185647982863263,10.3,0.00183905583230668,9.3,0.00170852240368894,11.1,0.00186326020176926,25.4,0.00453409496608354,9.2,0.00155151188087087,6.2,0.00107403942764092,9,0.00154937336455034,7.7,0.00164421003181653,8.4,0.00170192073911986,7.9,0.00162034663111476,8.3,0.0016206822486478
      Amyvid,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.5,8.92538379150304e-05,0.8,0.000134914076597467,0.8,0.000138585732598829,1,0.000172152596061149,0.8,0.000170827016292627,0.8,0.000162087689439987,0.7,0.000143575017946877,1.1,0.000214789213676215
      Yentreve,,—,,—,,—,,5.5,0.00129555037335406,—,,—,,—,,5.5,0.00105981193155542,5.4,0.00112322156585406,7.2,0.00139797681688445,6.3,0.00120925947253253,6.2,0.00119132256019061,6.2,0.00122845254606697,5.5,0.00103914752116082,4.4,0.000791082344480403,5.5,0.000926830912338647,5.5,0.00100264333242184,4.7,0.000817604592502392,4.5,0.000795798185580137,5.3,0.000856607189035428,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Permax,,—,,—,,—,,21.7,0.00511153510941512,—,,—,,—,,13.2,0.002543548635733,9.4,0.00195523754056078,12.4,0.00240762674018989,10.5,0.00201543245422089,12.2,0.00234421536037507,9,0.00178323756687141,10.5,0.00198382708585248,9.4,0.00169003955411722,11.4,0.00192106770921101,7.2,0.00131255127153404,8.8,0.00153083413064278,8.1,0.00143243673404425,7.7,0.00124450478407034,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
