Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
    Humulin,,997.7,0.0719950353228122,1004.7,0.068602213679474,925.3,0.0589693586213929,985.2,0.0528730820627586,1063.2,0.0521895355857824,1022,0.0468034438541858,1088.9,0.0471873496821387,1248.8,0.0514195128981121,1239.1,0.0548191864940673,1315.8,0.0569287546888994,1400.1,0.0713772271927812,1307.4,0.0655052683792031,1365.9,0.0643621507767846,1335.4,0.0583875861888043,1331.4,0.0619448851502561,1290.1,0.0578014740473577,1259.6,0.0513290708525369,1222.6,0.0431734955841276,1019.4,0.0357975615237667,852.1,0.0249706219358166,788,0.0170606951116086,760,0.0129876075495664
    Basaglar,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11.1,0.000556148446542109,86.1,0.00405709142827524,432.1,0.0188926733504436,801.3,0.03728138536195,1112.6,0.0498487869351912,1124.4,0.0458196310468343,892.5,0.0315167224021216,760.4,0.0267024384762333,728.3,0.0213426874261885,696,0.0150688373066999,678,0.0115863130507974
    Baqsimi,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,22.4,0.00100360671161988,76.1,0.00310109740542875,113.2,0.00399741509907021,139.3,0.00489170131475447,677.6,0.0198569339557673,,,,
    Trajenta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,249.2,0.0107817644539244,328.8,0.0167622543396804,356.8,0.0178769158311914,436.6,0.0205728933517418,537.9,0.0235185581930192,574.7,0.0267385650411989,590.6,0.0264611662447635,358.5,0.0146089805498845,372.5,0.0131540382014457,383.7,0.0134741263063266,386.9,0.0113380279626422,,,,
    Zepbound (Tirzepatide - Obesity),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,175.8,0.00515178422288061,,,,
    Other Diabetes,,—,,—,,—,,—,,—,,—,,—,,95.2,0.00391987318057357,93.5,0.0041365458293885,142.1,0.00614802860715352,20.8,0.00106038591929851,9.1,0.000455941519237225,42.8,0.00201676554158165,29.2,0.00127670923821558,109.2,0.00508065304071501,90.8,0.00406819149174489,70.2,0.00286067066834558,121.2,0.00427991793292676,80.7,0.00283388582986852,143.1,0.0041935171916622,,,,
    Fluoxetine Products,,559,0.0403380021503979,453.4,0.0309587376154807,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Other Diabetes,,—,,—,,67,0.00426990924849597,77.7,0.00416995379240392,76.3,0.00374535512151542,81.8,0.0037461073456677,95.4,0.00413414745125909,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Actos,,452.9,0.0326817194524423,493,0.0336626767631936,448.5,0.0285828999694096,370.6,0.0198891232363564,199,0.00976835739425385,170.9,0.00782652500457959,189.5,0.00821195955989097,180,0.00741152492125255,89.6,0.00396400541511454,56.8,0.00245748082256383,41.5,0.00211567382936963,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Byetta Service,,—,,39.6,0.00270393914771292,219,0.0139568675435913,330.7,0.0177477956132301,96.7,0.00474673447248416,147.7,0.00676405935152958,168.1,0.00728459315048903,175.2,0.00721388425668581,178.3,0.00788819381155047,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Bydureon,,—,,—,,—,,—,,—,,—,,—,,4.4,0.000181170609186173,29.5,0.00130511339002097,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Glucagon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,97.8,0.00423136662758349,104.6,0.00533251765185695,120.7,0.00604748806284978,133,0.00626705179977476,142.2,0.00621739909843341,149.1,0.00693704549789934,132.8,0.00594995407603217,97.8,0.00398537879436179,50.4,0.00177976785329628,—,,—,,15,0.000324759424713361,,
    Axiron,,—,,—,,—,,—,,—,,—,,—,,24,0.000988203322833673,73.9,0.00326941964483219,178.7,0.00773154617943937,170.5,0.00869210573271138,154.5,0.00774098513430233,145.2,0.00684192422050598,79.5,0.00347597206979927,—,,—,,—,,—,,—,,—,,,,,
    Evista,,1012.7,0.0730774504073489,1036.1,0.0707462462359938,1045.3,0.0666169572754155,1090.7,0.0585349884346841,1075.6,0.0527982171520575,1030.4,0.0471881296940832,1024.4,0.0443922499902497,1066.9,0.0439297552138019,1010.1,0.0446879672969553,1050.4,0.045446089014455,419.8,0.0214014427366114,237.3,0.0118895519247246,172.4,0.00812360699459526,107.6,0.00470458609698618,—,,—,,—,,—,,—,,—,,20,0.000433012566284481,,
  Oncology,,1357,0.097922484647746,1797.7,0.122749277925341,2020.2,0.128747323340471,2446.4,0.131291826997902,2877.1,0.141228849542753,3161.7,0.144793002381389,3430.3,0.148651635241657,3000.6,0.12355012043728,2961.1,0.1310024155658,3268.5,0.141413311066019,3393,0.17297545308557,3509.8,0.175853136727342,3721.8,0.175373784875201,3811.9,0.166667395381985,4260.5,0.198224563003355,4614.4,0.206742982593696,5319.3,0.216763041112972,5741.3,0.202741690002578,5666.1,0.198972496909765,6658.3,0.195120164341331,,,,
    Verzenio,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21,0.000918181301456411,255,0.011864162320351,579.7,0.0259728040502699,912.7,0.0371927937179346,1349.9,0.04766882192787,2483.5,0.0872113439712327,3863.4,0.113216172734226,5217,0.112951327915307,6471,0.110582642701637
    Cyramza,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,75.6,0.00385409497591191,383.8,0.0192297093498074,614.1,0.0289368158664788,758.3,0.0331550895663998,821.4,0.0382165605095541,925.1,0.0414480611124801,1032.6,0.0420787540189978,1033,0.0364781784217273,971.4,0.0341119788740308,974.7,0.0285633906828312,953.5,0.0206438740976126,943,0.0161148867358436
    Erbitux,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,485,0.0243001798714345,687,0.032371914183799,645.9,0.0282406334576522,635.3,0.0295580483220352,543.4,0.0243464235309931,536.4,0.0218584579273585,548.3,0.0193620379754434,566.5,0.0198933868974042,596.5,0.017480314499137,576.333333333333,0.0124779787850978,595,0.0101679295947263
    Tyvyt,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,134,0.00600371872129752,308.7,0.0125796158877248,418.1,0.0147643043544281,293.3,0.0102996123159906,393.4,0.0115285091767988,,,,
    Retevmo,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,36.6,0.00149146077580411,114.7,0.00405038438041832,191.9,0.00673881896842342,253.6,0.00743169783232378,,,,
    Alimta,,142.6,0.0102901594036614,463.2,0.0316278942732481,611.8,0.0389900071377587,854,0.0458319245651602,1154.7,0.0566810164982157,1706,0.0781278622458326,2208.6,0.095709413635753,2461.1,0.101336133242748,2594.3,0.114774768397675,2703,0.116946666608979,2792,0.142336417628916,2493.1,0.124912945231904,2283.3,0.107590671988163,2062.5,0.0901785206787546,2132.9,0.0992355757375554,2115.8,0.0947960303770246,2329.9,0.0949441109712018,2061.4,0.0727939177139871,927.7,0.032577396336667,217.5,0.00637379447370041,160,0.00346410053027585,128,0.00218738653466381
    Other Oncology,,—,,—,,0.3,1.91189966350566e-05,0,,0,,0,,0.4,1.73339515776063e-05,-0.2,-8.23502769028061e-06,0.5,2.21205659325588e-05,-1.2,-5.19186089274048e-05,-0.6,-3.05880553643802e-05,0.6,3.00620781914654e-05,-0.2,-9.42413804477408e-06,0,,111.1,0.00516905268153331,316.4,0.0141759448016309,162.4,0.00661784781395046,215.9,0.0076240452287037,140.8,0.00494437577255871,180.7,0.00529537775355248,,,,
    Elunate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,91,0.00319558377345769,103.6,0.00303597750563385,,,,
    Jaypirca (Pirtobrutinib),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,74.9,0.00219492968312717,,,,
    Erbitux Royalty,,—,,—,,—,,—,,—,,—,,—,,—,,—,,315.2,0.0136372879449317,327.2,0.016680686192042,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Erbitux Mfg,,—,,—,,—,,—,,2.7,0.000132535502334097,92.5,0.0042361238322037,71.9,0.00311577779607473,87.6,0.00360694212834291,76.4,0.00338002247449499,58.5,0.00253103218521098,46.1,0.00235018225382988,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Human Pharmaceutical - Oncology - Lartruvo,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11.9,0.000560736213664058,203,0.0088757525807453,304.8,0.0141811634323254,—,,—,,—,,—,,—,,,,,
    Portrazza,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.8,0.000697386215313282,10.3,0.000450346066904811,—,,—,,—,,—,,—,,—,,30,0.000649518849426722,,
    Gemzar,,1214.4,0.0876323252440846,1334.5,0.0911213836520932,1408.1,0.0897381972060773,1592.4,0.0854599024327414,1719.7,0.0844152975422027,1363.2,0.0624290163033523,1149.4,0.0498091098582516,452.1,0.0186152800938793,289.9,0.0128255041276976,193,0.00835024293582427,152.6,0.00777956208100737,147.3,0.00738024019600475,111,0.00523039661484961,110.9,0.00484887173007219,—,,—,,—,,—,,—,,—,,15,0.000324759424713361,,
  Immunology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,113.1,0.00532935006431974,605.1,0.0264567383576797,1140,0.0530397844909809,1793.3,0.0803467819619615,2461.9,0.100323149834758,3360.7,0.118675909217714,3312.5,0.11632276098438,3797.6,0.111287916750918,,,,
    Taltz,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,113.1,0.00532935006431974,559.2,0.0244498563702107,937.5,0.0436182438248198,1366.4,0.0612200094088129,1788.5,0.0728819015717388,2212.8,0.0781402838447223,2482,0.0871586695134285,2759.6,0.0808695320902237,3069.5,0.0664566036105107,3233,0.0552485989575634
    Olumiant,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,45.9,0.00200688198746901,202.5,0.00942154066616108,426.9,0.0191267725531486,638.9,0.0260353631054984,1115.1,0.0393773637541802,830.5,0.0291640914709518,922.6,0.0270366104893609,931,0.0201567349605426,869,0.014850303895491
    Ebglyss (Lebrikizumab),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,71.2,0.00208650191506882,,,,
    Omvoh (Mirikizumab),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,44.2,0.00129527225626463,,,,
    Qbrexza,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20,0.000815005888417544,15.2,0.000536755384327449,—,,—,,,,,
    Other Immunology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,14.5,0.000590879269102719,17.6,0.000621506234484415,—,,—,,,,,
  Neuroscience,,5250.6,0.378888576191198,5448.4,0.372023789201996,6731,0.428966554501886,7851,0.421342435317416,8371.5,0.410933688070332,8976.4,0.411082615863711,9397.5,0.407239524876387,9723.8,0.400378811273753,7575.1,0.335130997991453,7216.2,0.312212554784949,3596.4,0.183344803854095,2935.4,0.147073707205379,2720.3,0.128182413615995,2170.9,0.0949180851110344,1820.7,0.0847101189673061,1722.9,0.0771925894397276,1831.3,0.0746260141729524,1898.4,0.0670379224741598,1546.2,0.0542968311046185,2878.5,0.0843538730691799,,,,
    Zyprexa,,4419.8,0.318937212708996,4202.3,0.286938471728131,4363.6,0.278092179055776,4761,0.255510296082819,4696.1,0.230518508337465,4915.7,0.225119069426635,5026.4,0.2178184355242,4622,0.190311489922385,1701.4,0.0752718617553111,1194.8,0.0516936282887194,1037.3,0.052881649715786,940.3,0.0471122868723915,725.3,0.0341766366193732,581.1,0.0254073882988724,471.3,0.0219277635356134,418.7,0.018759380810502,406.5,0.0165649946820866,430.3,0.0151951211760593,336.9,0.011830683222834,1694.8,0.0496657787311607,0,0.0,,
    Emgality,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4.8,0.000223325408383077,162.5,0.0072806290463496,362.9,0.0147882818453363,577.2,0.0203825794627502,650.9,0.0228572030565232,678.3,0.0198774473172919,,,,
    Cymbalta,,93.9,0.00677591842919923,640.1,0.0437068547588646,1316.4,0.0838941572346283,2102.9,0.112857089189784,2697.1,0.132393149387146,3074.7,0.140808756182451,3459.2,0.149904013243139,4161.5,0.171350338665514,4994.1,0.220944636647584,5084.4,0.219979146025414,1614.7,0.0823175549947745,1027.6,0.0514863192492497,930.5,0.0438458022533114,757.2,0.0331069943553711,708,0.0329404977365039,725.4,0.0325007280629046,767.7,0.0312840010269074,581.5,0.0205344247359481,283.3,0.00994844926396224,242.6,0.00710934500836652,207.5,0.00449250537520149,177,0.0030247454424648
    Other Neuroscience,,—,,—,,1.2,7.64759865402264e-05,-7.5,-0.000402505192316981,0.7,3.43610561606919e-05,0.2,9.15918666422422e-06,0,,53.8,0.00221522244868548,41.3,0.00182715874602936,49.8,0.0021546222704873,32.2,0.00164155897122174,22.6,0.0011323382785452,28.2,0.00132880346431315,46.7,0.00204186032276259,26.5,0.00123294235878157,172.5,0.00772866775689419,153,0.00623479504639421,135,0.00476723532132932,241.2,0.00847005281492302,227.4,0.00666391201526194,,,,
    Reyvow,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.3,5.82450323707968e-05,12.7,0.00051752873914514,24,0.000847508501569656,33.9,0.001190442746376,35.4,0.00103738999709882,,,,
    Amyvid,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.1,0.000134123073062462,3.4,0.000173332313731488,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Yentreve,,—,,—,,20,0.00127459977567044,22.2,0.00119141536925826,25.1,0.00123208929947624,21.6,0.000989192159736215,20,0.000866697578880313,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20,0.000433012566284481,,
    Permax,,—,,—,,81.9,0.00521948608137045,55.4,0.0029731716872481,44.5,0.00218438142735827,40.3,0.00184557611284118,31.7,0.0013737156625253,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Strattera,,666.7,0.0481097424573709,552.1,0.0376981010972804,579,0.0368996635056592,569.4,0.0305581942007052,579.5,0.0284460457787443,609.4,0.0279080417658912,576.7,0.0249912246870138,620.1,0.025532703353715,621.4,0.0274914393409841,709.2,0.0306838978760962,738.5,0.0376487981443246,784,0.0392811155035148,854.7,0.040274053934342,618.1,0.0270251363062004,450.8,0.0209739779373107,242.5,0.0108649387307063,128.5,0.00523641283308272,150.4,0.00531105327650318,—,,—,,85,0.00184030340670904,,
    Prozac,,—,,—,,315.1,0.0200813194656878,288.7,0.015493766536255,254.6,0.0124976069978745,229.4,0.0105055871038652,206,0.00892698506246723,188.7,0.00776974862577975,180,0.00796340373572117,174.9,0.00756713725116925,170.3,0.00868190971425658,154.6,0.00774599548066758,181.6,0.00855711734465486,167.8,0.00733670582782789,159.3,0.00741161199071338,—,,—,,—,,—,,—,,45,0.000974278274140082,,
    Symbyax,,70.2,0.00506570259563137,53.9,0.00368036161772036,53.8,0.00342867339655348,58.9,0.00316100744366269,73.9,0.00362754578610733,85.2,0.00390181351895952,77.3,0.00334978614237241,77.5,0.00319107322998374,37.3,0.00165019421856889,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
  Other Pharmaceutical,,485.6,0.0350413843367321,382.2,0.0260971096529262,263.1,0.0167673600489446,14.6,0.000783543441043723,1.5,7.36308346300542e-05,1.9,8.70122733101301e-05,18.9,0.000819029212041896,5.9,0.000242933316863278,10.6,0.000468955997770247,249.3,0.0107860910046684,287,0.0146312864826285,227.7,0.0114085586736611,200.5,0.00944769838988601,241.3,0.0105503403829253,2569.9,0.119567493125765,3056.9,0.136960953426376,3092.8,0.126032510584889,4129.8,0.145835025407599,3519.7,0.123598859422407,1122.2,0.0328858490040763,,,,
    Forteo,,238.6,0.0172176159446958,389.3,0.0265819068233495,594.3,0.0378747323340471,709.3,0.0380662577213913,778.7,0.0382242206176154,816.8,0.0374061183366917,830.1,0.0359722830114274,949.8,0.0391081465011426,1151,0.0509215427767504,1244.9,0.0538612302114385,1322,0.0673956819861844,1348.3,0.0675545000425879,1500,0.0706810353358056,1749,0.0764713855355839,1575.6,0.0733065653017452,1404.7,0.0629359976701987,1046.3,0.0426370330525638,801.9,0.0283173778086961,613.1,0.0215298067198562,533.2,0.0156253205212738,358,0.00775092493649221,201,0.00343488041771427
    Cialis,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1851.8,0.0861570815091214,—,,—,,—,,2610.8,0.0916816496235532,381.5,0.0111797820308814,384,0.00831384127266204,310,0.00529757676363892
    Other,,—,,—,,263.1,0.0167673600489446,14.6,0.000783543441043723,1.5,7.36308346300542e-05,1.9,8.70122733101301e-05,18.9,0.000819029212041896,5.9,0.000242933316863278,10.6,0.000468955997770247,173.9,0.00752387174372975,188.1,0.0095893553567332,137.5,0.00688922625221081,115.6,0.00544715178987942,151.7,0.00663276683004464,718.1,0.0334104116166433,484,0.0216850735903582,271.9,0.0110800050530365,181.3,0.00640222047227411,154.3,0.00541844589279694,107.6,0.00315319671434558,,,,
    Humatrope,,430.3,0.0310508807250738,414.4,0.0282957672427332,415.6,0.0264861833384317,440.8,0.0236565718364434,468.2,0.0229826378491942,448.8,0.0205532148745191,422.4,0.0183046528659522,436.7,0.0179811829617277,391.6,0.0173248272383801,357.6,0.0154717454603666,325.2,0.0165787260074941,312.4,0.015652322045023,304.5,0.0143482501731685,329.9,0.014424191016689,307,0.0142835209111677,277.7,0.0124420349918233,296.3,0.0120743122369059,189,0.00667412944986104,141.5,0.0049689571862007,99.9,0.0029275497375755,70.5,0.0015263692961528,70,0.00119622701114427
    COVID-19 Antibodies,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,871.2,0.0355016564994682,2239.2,0.0790725431964489,—,,—,,,,,
    Vancocin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,75.3,0.00325789271019465,99,0.00504702913512273,90.2,0.00451933242145029,84.9,0.0040005466000066,89.6,0.00391757355288068,—,,—,,—,,—,,—,,—,,20,0.000433012566284481,,
    Cialis,,130.6,0.00942422733603215,169.9,0.0116009914443542,—,,1143.8,0.0613847251962884,1444.6,0.0709114024710508,1559.1,0.0714004396409599,1699.4,0.0736432932774602,1875.6,0.0772280896794516,1926.8,0.0852438128777086,2159.4,0.093427536764865,2291,0.116795391399658,2310.7,0.115774073461698,2471.6,0.116463497957318,2323.1,0.101572713400637,—,,890.5,0.0398978471739958,607.1,0.0247395037429145,718.4,0.0253687544803184,—,,—,,,,,
  Human Pharmaceutical,,—,,13781.6,0.941025448437383,14815.7,0.944204394820026,17637.7,0.946568777403895,18832.5,0.92443512878033,19964.3,0.914283751602858,21050.9,0.912238203162579,21926.2,0.902814320713153,19933.9,0.881898298486068,20961.6,0.906914260743907,17268.9,0.880370115469909,16777.7,0.840620882121581,18063.9,0.851183436134972,19785.6,0.86508418848076,—,,—,,—,,—,,—,,—,,,,,
    Anti-Infectives,,478,0.0344929606939002,443.9,0.0303100653451961,274.6,0.0175002549199551,222,0.0119141536925826,206.2,0.0101217854004781,175.7,0.00804634548452097,165.8,0.0071849229289178,161,0.00662919729067589,140.4,0.00621145491386252,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
      Other Anti-infectives,,—,,—,,66.3,0.00422529825634751,68.6,0.00368158082572599,56.7,0.00278324554901605,33.5,0.00153416376625756,25.3,0.0010963724372836,20.3,0.000835855310563482,18.7,0.0008273091658777,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
      Ceclor,,—,,—,,74.2,0.00472876516773733,62,0.00332737625648704,63.1,0.00309740377677095,56.3,0.00257831104597912,53.4,0.00231408253561044,52.6,0.0021658122825438,55.4,0.00245095870532752,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,0.00010825314157112,,
      Vancocin,,—,,—,,134.1,0.0085461914958703,91.5,0.00491056334626717,86.4,0.00424113607469112,85.9,0.0039338706722843,87.1,0.00377446795602376,88.1,0.00362752969756861,66.2,0.00292876292947079,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
    Cardiovascular,,695.2,0.0501663311179905,681.2,0.0465132158439909,514.7,0.0328018252268788,1624.1,0.0871611577122678,1882.7,0.0924165149053353,1971.1,0.0902683641692618,2165.6,0.0938460138411603,2486.4,0.102377864245569,2594.5,0.114783616624048,2923.2,0.126473731347158,3053.5,0.155667711758558,3068,0.153717426485693,3225.4,0.151983074248072,2871.1,0.125532873076738,—,,—,,—,,—,,—,,—,,,,,
      Other Cardiovascular,,—,,—,,42,0.00267665952890792,27.3,0.00146511890003381,21,0.00103083168482076,26.2,0.00119985345301337,42.1,0.00182439840354306,55.1,0.00226875012867231,67.7,0.00299512462726846,68.4,0.00295936070886207,57.1,0.00291096326884352,60.8,0.00304629059006849,50.5,0.00237959485630545,57.2,0.00250095097349079,—,,—,,—,,—,,—,,—,,,,,
      Adcirca,,—,,—,,—,,—,,—,,—,,—,,—,,—,,59.9,0.00259160389562629,72.7,0.0037062527083174,76,0.00380786323758561,81.6,0.00384504832226782,93.6,0.00409246522934857,—,,—,,—,,—,,—,,—,,45,0.000974278274140082,,
      Xigris,,201.8,0.0145620909372993,214.6,0.0146531651792725,192.2,0.0122489038441929,182.8,0.00981039322073922,160.8,0.0078932254723418,127.3,0.00582982231177871,104,0.00450682741017763,79.8,0.00328577604842196,-0.4,-1.76964527460471e-05,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,,,,
      Reopro,,362.8,0.026180012844659,296.7,0.0202590592203642,280.5,0.0178762618537779,270.3,0.014506287131104,256.3,0.0125810552771219,231.5,0.0106017585638395,205.2,0.00889231715931201,173.4,0.00713976900747329,143.1,0.00633090596989833,126.8,0.00548606634332911,110.5,0.00563330019627336,97.5,0.00488508770611312,86.5,0.00407593970436479,8.3,0.000362900228670867,—,,—,,—,,—,,—,,—,,,,,
      Effient (Prasugrel),,—,,—,,—,,—,,0,,27,0.00123649019967027,115,0.0049835110785618,302.5,0.0124554793815494,457.2,0.0202270454887318,508.7,0.0220091636344757,522.2,0.0266218041854656,523,0.0262041114902273,535.2,0.0252189934078154,388.9,0.0170038432445904,—,,—,,—,,—,,—,,—,,20,0.000433012566284481,,
