Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
  Rechargeable Batteries & Photovoltaic Products,,—,,1100.618,0.939892604978292,571.053,0.776566724144496,411.114,0.287877419232862,755.862,0.362511744215659,644.274,0.351851376524564,529.252,0.109865956773696,252.35,0.0700576396558167,-121.524,-0.0432080417218364,-160.237,-0.119971818373761,101.571,0.0495428175084359,105.829,0.0465737617766762,987.745,0.165845118428538,6074.412,0.437131712366405,—,,—,,398.567,0.0805130719330535,809.9,0.0811607703769501,—,,—,,—,
  Automobile & Related Products,,—,,-48.144,-0.041113437699615,-117.045,-0.159167804437579,116.181,0.0813542872388027,257.348,0.123424212819816,503.582,0.275016561110635,3513.244,0.729304591082219,1742.896,0.483864394394945,1898.305,0.674945209512283,1057.723,0.791932897181987,825.287,0.402546427947786,758.238,0.333689215451562,3691.052,0.619737843335973,6074.412,0.437131712366405,—,,—,,2784.635,0.562514001566357,2906.979,0.291310847153496,—,,—,,—,
  Corporate & Others,,—,,—,,—,,-0.73,-0.000511173338879214,-0.883,-0.000423487184356969,0.188,0.000102670694124888,-0.951,-0.000197415455948744,-0.089,-2.47082620541616e-05,-0.004,-1.42220604067794e-06,0,,11.546,0.00563173908844455,2.502,0.0011010928192201,0.529,8.88205636563044e-05,1.315,9.4631085570393e-05,—,,—,,1.759,0.000355329200687064,1.41,0.000141297303656624,—,,—,,—,
Pretax Income,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4518.003,1.0,21079.729,1.0,37268.637,1.0
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3136.474,0.694216891843587,18642.184,0.884365448910657,31107.896,0.834693686275675
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1843.256,0.407980251451803,1893.303,0.0898162874864283,4334.95,0.116316301022761
  Others,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-461.727,-0.10219714329539,544.242,0.0258182636029144,1825.791,0.0489900127015646
Assets,,5577.894,1.0,8803.858,1.0,11213.354,1.0,16386.781,1.0,29288.491,1.0,32531.76,1.0,40735.597,1.0,53874.663,1.0,66881.036,1.0,70007.807,1.0,78014.834,1.0,94008.855,1.0,115485.755,1.0,145070.778,1.0,—,,—,,195641.593,1.0,201017.321,1.0,295780.147,1.0,493860.646,1.0,679547.67,1.0
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,238336.286,0.805788652204571,419691.469,0.849817600165695,591428.013,0.870326011124429
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,43371.219,0.146633299901633,54625.52,0.110609177796281,81841.877,0.120435814311599
  Others,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14072.642,0.0475780478937959,19543.657,0.0395732220380241,6277.78,0.00923817456397135
  Mobile Handset Components Assembly & Other Products,,—,,1243.535,0.141248870665565,2107.152,0.207519462532833,4645.229,0.334596164499678,13844.254,0.503262201776086,11397.811,0.371595430258926,13889.389,0.35636677506697,13222.035,0.258652790300065,18433.707,0.27888894530434,16129.44,0.235650817763756,19833.63,0.248071462924494,1405.719,0.0839403254872453,25953.481,0.221546732373878,25981.418,0.175737527883874,—,,—,,30341.049,0.148983262687232,37340.874,0.180603921702536,—,,—,,—,
  Rechargeable Batteries & Photovoltaic Products,,4371.112,0.783649169381849,5573.003,0.633018274488298,5639.915,0.555437922622983,4803.129,0.345969712364487,5275.423,0.191770607089425,5355.19,0.174591781892883,5773.634,0.148136921573513,9914.907,0.193957916547312,12620.12,0.190933487030807,13058.211,0.19078021931832,14352.431,0.179514720940789,14580.188,0.870633267662476,16768.931,0.143144646702808,20048.615,0.135608227295198,—,,—,,38231.539,0.187727834254318,37472.382,0.181239976995062,—,,—,,—,
  Automobile & Related Products,,1206.782,0.216350830618151,1987.32,0.225732854846137,2406.93,0.237042614844184,4170.314,0.300388004371649,8385.042,0.304810551648717,13916.273,0.453703211347835,19309.739,0.495439318087708,27981.856,0.547388138979712,35043.063,0.530176750683057,39258.525,0.573566318511298,41867.687,0.523665025683893,758.238,0.0452770038085833,67188.915,0.573544819286332,92021.966,0.622433803107047,—,,—,,123579.755,0.606812081612233,121710.398,0.588667935056273,—,,—,,—,
  Reconciliation,,—,,—,,1059.357,,2503.69,,1779.463,,1859.125,,1760.614,,2755.806,,784.092,,1561.45,,-1936.442,,77262.208,,-1661.001,,-2771.395,,—,,—,,-8012.485,,-5738.289,,—,,—,,—,
  Corporate & Others,,—,,—,,—,,264.419,0.0190461187641859,4.309,0.000156639485771726,3.361,0.000109576500356099,2.221,5.69852718088421e-05,0.059,1.15417291118227e-06,0.054,8.16981795709042e-07,0.181,2.64440662634536e-06,3897.528,0.0487487904508241,2.502,0.000149403041695451,7235.429,0.0617638016369826,9790.174,0.0662204417138809,—,,—,,11501.735,0.0564768214462172,10231.956,0.0494881662461299,—,,—,,—,
Liabilities,,2144.131,1.0,4700.168,1.0,6973.604,1.0,11019.14,1.0,9576.207,1.0,19194.388,1.0,21708.47,1.0,32723.587,1.0,42900.9,1.0,45863.436,1.0,53158.393,1.0,65114.418,1.0,79456.514,1.0,89661.415,1.0,—,,—,,133040.173,1.0,136563.409,1.0,191535.938,1.0,372470.809,1.0,529085.557,1.0
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,134684.981,0.703183864116404,326023.534,0.875299556696267,449129.096,0.848878012370313
  Others,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,37966.431,0.198220926038434,24426.577,0.0655798425266663,43927.607,0.0830255266257438
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,18884.526,0.0985952098451623,22020.698,0.0591206007770665,36028.854,0.0680964610039431
  Mobile Handset Components Assembly & Other Products,,—,,1038.469,0.22094295352847,-102.467,-0.0397386102519851,1525.594,0.341991579746828,3718.079,0.388262179378537,3129.447,0.308767843003767,4660.504,0.253275789789916,3809.745,0.210639977034835,6662.83,0.261201582240631,5059.404,0.182043142470757,5127.041,0.0931473223856279,8563.595,0.236280103168017,12707.474,0.157543611433865,12525.256,0.137658770347309,—,,—,,13711.057,0.0978463069056583,20628.73,0.14705916214988,—,,—,,—,
