Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
  Number of Subscribers (end of period) - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,28000,—,—,—,—,—,—,—,—,—,—,42700,—,—,50200,51900,45300,—,58400,—,—,—,—,—,76700,78400,80800,82500
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,33,—,—,—,30,—,22,—,—,19,20,—,—,20,—,—,—,18,17,—,16,15,—
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,12,—,—,—,—,—,—,—,—,—
Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,3617,—,1642,1896,3920,2251,2286,2738,4232,2363,2053,2542,3327,2349,3357,3092,5031,3533,3714,3593,5442,3740,3455,3610,—,3607,3491,3919,7111,5451,5022
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,-1,—,—,—,—,16,—,45,9,—,—,-6,-20,0,66,—,—,48,7,—,—,8,—,4,—,-1,2,8,48,50,—
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,5,4,-9,—,-3,—,—,—,—,18,—,44,8,—,—,-7,-21,-1,64,—,—,50,11,—,—,6,—,0,—,-6,—,9,49,—,—
  Monthly Active Users (MAUs),,—,—,—,—,—,—,—,—,—,—,—,—,—,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Dynamics Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,1260,—,1389,1486,1540,1576,1646,1719
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,3,—,—,6,—,7,—,—,—,—,17,—,20,17,—,—,14,12,17,13,—,—,26,33,—,—,22,—,15,—,17,19,22,21,19,16
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,15,12,11,9,7,—,9,—,—,—,—,14,—,20,17,—,—,16,15,20,15,—,—,22,26,—,—,25,—,22,—,21,21,21,19,17,—
Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,1697,—,1045,1154,1478,1219,1283,1261,1948,1423,1463,1202,2048,1412,1795,1620,2120,1599,1452,1414,2357,1764,1581,1448,—,1282,1361,1125,1298,1067,1216
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-30,-20,-22,-9,-17,-11
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-26,-18,-22,-10,-16,-9
Linkedln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,228,—,1067,1148,1312,1335,1464,1530,1693,1696,1835,1909,2102,2050,2016,2206,2577,2562,2944,3136,3531,3437,3712,3628,—,3659,3869,3913,4195,4013,4251
  Number of Customers Growth (%),,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30,—,34,30,—,—,22,25,26,27,—,—,29,30,—,—,22,—,24,—,15,12,12,12,-11,13
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,37,—,33,29,—,—,25,24,21,10,—,—,25,46,—,—,34,—,17,—,8,5,8,9,10,10
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,33,—,33,30,—,—,26,26,22,11,—,—,23,42,—,—,35,—,21,—,10,7,8,8,9,9
Server Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,5332,—,—,—,—,6343,—,7058,7791,—,—,9192,10119,10490,11578,—,—,13204,15461,—,—,17038,—,18388,—,20025,21963,22308,23953,24832,26633
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,6,3,—,5,—,12,—,—,—,—,20,—,28,24,—,—,30,30,30,19,—,—,26,34,—,—,29,—,22,—,17,17,21,22,24,21
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,9,13,10,5,8,—,14,—,—,—,—,17,—,28,24,—,—,33,32,32,21,—,—,23,29,—,—,32,—,28,—,21,18,21,20,24,22
Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,4805,—,4892,4643,4839,4612,5424,4901,4758,4944,5792,5353,5593,5220,6128,5305,5514,5463,6762,5674,6594,6077,6408,5313,—,5328,6058,5567,5262,5929,6486
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,3,—,—,—,—,8,—,6,-2,—,—,9,18,6,6,—,—,8,7,—,—,14,—,—,—,—,—,5,9,11,7
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5,9,11,—
Search Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,1605,—,—,—,—,1784,—,1788,1976,—,—,1991,2163,1986,1600,—,—,2401,2135,—,—,2945,—,2913,—,3036,3000,3053,3220,3134,3169
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,23,17,14,16,—,12,—,—,—,—,16,—,17,14,—,—,11,6,1,-18,—,—,12,53,—,—,23,—,16,—,10,8,8,6,8,15
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,29,21,18,17,—,11,—,—,—,—,14,—,17,14,—,—,13,7,1,17,—,—,14,49,—,—,25,—,21,—,13,8,7,4,8,16
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,732,—,692,616,740,698,741,736,805,750,779,855,959,961,993,1032,1143,1125,1179,1175,1284,1304,1403,56,—,16,8,8,11,14,12
Enterprise Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,1371,—,1433,1371,1435,1489,1551,1450,1521,1542,1611,1545,1612,1633,1619,1637,1695,1803,1808,1791,1823,1891,1902,1929,—,2047,2017,1944,1917,1861,1872
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,9,10,11,12,—,4,—,—,—,—,8,—,6,6,—,—,7,6,6,0,—,—,10,12,—,—,5,—,5,—,6,4,1,1,—,—
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,5,16,16,15,14,—,-2,—,—,—,—,5,—,6,7,—,—,8,7,7,2,—,—,8,9,—,—,6,—,10,—,9,5,0,0,—,—
Commercial Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue by End User,,—,—,—,—,—,—,—,—,3200,3400,3800,4500,5800,6100,6800,7900,8500,9000,9600,11000,11600,12500,13300,14300,15200,16700,17700,19500,20700,22100,23400,25000,25700,27100,28500,30300,31800,33700,35100,36800
  Gross Margin,,—,—,—,—,—,—,—,—,49,48,51,52,58,57,58,59,62,62,63,65,66,67,67,66,71,71,70,70,71,70,70,69,73,72,72,72,73,72,72,69
  Total Performance Obligation,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5000,—,—,—,—,—,—,—,—,—
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,31,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Office 365 Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Number of Customers Growth (%),,—,—,—,—,—,—,—,—,—,37,—,—,—,—,28,—,29,27,—,—,21,21,20,15,—,—,15,17,—,—,16,—,14,—,11,11,10,9,8,7
Office Commercial Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,2,-1,—,5,—,5,—,—,—,—,14,—,17,11,—,—,13,16,13,5,—,—,14,20,—,—,—,—,7,—,13,12,15,15,13,12
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,1,-5,5,7,9,—,7,—,—,—,—,12,—,16,—,—,—,15,—,15,—,—,—,—,—,—,—,—,—,13,—,—,—,15,—,—,13
Xbox Software and Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5,—,—,62,61
Xbox Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-13,—,—,-31,-42
Office Consumer Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,13,-14,3,19,—,22,—,—,—,—,12,—,16,1,—,—,5,19,15,6,—,—,5,18,—,—,—,—,7,—,1,3,3,5,4,3
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,-23,-4,-8,6,18,—,21,—,—,—,—,9,—,17,—,—,—,6,—,17,—,—,—,—,—,—,—,—,—,11,—,—,—,4,—,—,4
  Net Sales % Increased at Constant Currency,,—,—,—,—,—,—,—,18,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Windows Commercial Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,6,—,—,—,—,17,—,12,14,—,—,29,27,18,11,—,—,7,14,—,—,19,—,15,—,18,3,—,—,—,8
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,8,—,14,2,—,—,—,—
Dynamics 365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,20
Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Total Performance Obligation,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,68000,69000,72000,—,86000,87000,89000,107000,107000,90000,—,141000,137000,—,155000,—,183000,189000,196000,224000,216000,222000,—,269000
  Gross Profit,,—,10826,10419,10879,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Goodwill,,—,11650,11708,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Revenue Growth %,,—,5,5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Net Sales % Increased at Constant Currency,,—,—,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Foreign Currency Impact on Revenue,,—,—,-300,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Total Operating Expense,,—,4300,4263,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Changes in Deferred Revenue,,—,19262,18223,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Microsoft Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,24,24,—,—
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,23,22,—,—
Windows OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,6,-5,2,11,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,-15,—,-28,-12,—,—,—,—
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,-22,-6,-5,2,11,—,5,—,—,—,—,4,—,3,-5,—,—,9,18,0,7,—,—,10,-3,—,—,11,—,15,—,-28,-12,—,—,—,—
Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,-26,-22,56,9,—,—,—,—,—,—,32,—,14,39,—,—,-4,6,1,28,—,—,12,-20,—,—,13,—,2,—,—,—,—,—,—,—
  Net Sales % Increased at Constant Currency - Supplementary Breakdown,,—,—,—,—,—,29,61,9,—,0,—,—,—,—,27,—,14,41,—,—,-2,8,2,30,—,—,7,-23,—,—,18,—,8,—,—,—,—,—,—,—
Server Products & Cloud Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,6330,5496,6299,—,7990,—,—,8053,9720,—,—,—,—,11195,12729,—,—,15070,16382,—,18839,—,—,—,—,—,—,—,—
Search Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Revenue - Supplementary Breakdown,,—,—,—,—,—,—,—,—,—,—,—,1586,1639,1820,—,1769,—,—,1911,1953,—,—,—,—,1789,2386,—,—,2656,3064,—,2926,—,—,—,—,—,—,—,—
Xbox Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Monthly Active User Growth,,—,—,—,—,—,—,—,—,—,—,—,8,13,7,13,8,8,7,7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Revenue Growth - Supplemental Breakdown,,—,—,—,—,17,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Corporate and Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Operating Income,,-1219,83,-192,-8458,0,0,0,-1110,—,—,—,-306,—,—,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Unearned Revenue Balance,,2096,1981,1975,2005,1342,3210,4752,6709,8482,10450,11922,13304,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Changes in Deferred Revenue,,2096,1981,1975,83,1342,3210,4752,6709,—,10450,11922,13304,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Revenue Growth %,,67,—,—,54,—,—,—,—,-47,-16,10,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Operating Income Growth %,,—,—,—,—,—,—,—,—,-47,-16,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
  Revenue,,0,325,0,-20,0,0,0,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
