Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
    Procrit / Eprex,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-15.9,
Pretax Income,,2217,1.0,2129,1.0,2108,1.0,1444,1.0,2621,1.0,2428,1.0,2393,1.0,1849,1.0,2929,1.0,2056,1.0,2949,1.0,2374,1.0,3504,1.0,3435,1.0,3274,1.0,2142,1.0,3927,1.0
  Pharmaceutical,,1366,0.619501133786848,1331,0.632003798670465,1216,0.58433445458914,1002,0.672032193158954,1664,0.630064369556986,1577,0.635887096774194,1455,0.589307411907655,1091,0.569712793733681,1859,0.619047619047619,1091,0.51124648547329,1751,0.574852265265922,1195,0.482633279483037,2085,0.580456570155902,2108,0.594640338504937,1922,0.576830732292917,1259,0.556833259619637,2076,0.523977788995457
  Medical Devices and Diagnostics,,553,0.250793650793651,522,0.247863247863248,586,0.281595386833253,303,0.203219315895372,662,0.250662627792503,564,0.22741935483871,677,0.274200081004455,586,0.306005221932115,731,0.243423243423243,671,0.314432989690722,931,0.30564674983585,1037,0.418820678513732,1067,0.297048997772829,1055,0.297602256699577,1052,0.315726290516206,745,0.329500221141088,1448,0.365471983846542
  Consumer Health,,286,0.129705215419501,253,0.120132953466287,279,0.134070158577607,186,0.124748490945674,315,0.119273002650511,339,0.136693548387097,337,0.13649250708789,238,0.124281984334204,413,0.137529137529138,372,0.174320524835989,364,0.119500984898227,244,0.098546042003231,440,0.122494432071269,382,0.107757404795487,358,0.107442977190876,257,0.113666519239275,438,0.110550227158001
  Corporate,,12,,23,,27,,-47,,-20,,-52,,-76,,-66,,-74,,-78,,-97,,-102,,-88,,-110,,-58,,-119,,-35,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Medical Devices and Diagnostics,,—,,—,,—,,—,,8.2,,13.7,,13.3,,16.3,,13.7,,19,,20.3,,24.8,,22.9,,11.8,,7,,—,,16,
    Lifescan-Medical,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,25.2,
    Depuy-Medical Devices & Diagnostic,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,18.3,
    Ortho-Clinic Diagnostics-Medical Devices and Diagnostics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,17.2,
    Ethicon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15.8,
    Ethicon Endo-Surgery,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15,
    Vision Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.9,
    Cordis,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10.5,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5.9,
  Consumer Health,,—,,—,,—,,—,,-1.7,,7.8,,3.2,,6.4,,11.7,,9.7,,10.8,,19.9,,14.3,,10,,9.9,,—,,11.4,
    OTC,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21.7,
    Consumer Health - Baby Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10.6,
    Skin Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10.3,
    Women’s Health,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5.2,
  Pharmaceutical,,—,,—,,—,,—,,19.8,,10.2,,16.3,,16.1,,11.6,,-30.8,,13,,15.8,,15.2,,11.1,,13.4,,—,,7,
    Remicade,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,24.4,
    Topamax,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,23.8,
    Risperdal/Risperidone,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15.5,
    Levaquin/Floxin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.9,
    Aciphex/Pariet,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12.6,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9.2,
    Hormonal Contraceptives,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,
    Duragesic,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1.1,
    Procrit / Eprex,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-14.4,
Goodwill,,—,,—,,—,,4571,1.0,—,,4661,1.0,4631,1.0,4653,1.0,4783,1.0,5359,1.0,5383,1.0,5390,1.0,5370,1.0,5570,1.0,5578,1.0,5863,1.0,5863,1.0
  Medical Devices and Diagnostics,,—,,—,,—,,3533,0.772916210894771,—,,3547,0.760995494529071,3543,0.765061541783632,3588,0.771115409413282,3617,0.756219945640811,3712,0.692666542265348,3734,0.693665242429872,3727,0.691465677179963,3712,0.691247672253259,3715,0.666965888689408,3716,0.666188598063822,3871,0.660242196827563,3871,0.660242196827563
  Consumer Health,,—,,—,,—,,806,0.176329030846642,—,,843,0.180862475863549,851,0.183761606564457,821,0.176445304104879,839,0.175412920761029,857,0.159917895129688,858,0.159390674345161,882,0.163636363636364,882,0.164245810055866,1058,0.189946140035907,1063,0.190570096808892,1160,0.197850929558247,1160,0.197850929558247
  Pharmaceutical,,—,,—,,—,,232,0.0507547582585867,—,,271,0.0581420296073804,237,0.051176851651911,244,0.0524392864818397,327,0.0683671335981602,790,0.147415562604964,791,0.146944083224967,781,0.144897959183673,776,0.144506517690875,797,0.143087971274686,799,0.143241305127286,832,0.141906873614191,832,0.141906873614191
Assets,,—,,—,,—,,38488,1.0,—,,—,,—,,40556,1.0,—,,—,,—,,48263,1.0,—,,—,,—,,53317,1.0,—,
  Pharmaceutical,,—,,—,,—,,10591,0.37233257162946,—,,—,,—,,11112,0.355925688661115,—,,—,,—,,15351,0.417101402021519,—,,—,,—,,16058,0.422523352190501,—,
  Medical Devices and Diagnostics,,—,,—,,—,,13645,0.479697662155036,—,,—,,—,,15052,0.482126841768097,—,,—,,—,,16082,0.436963373546354,—,,—,,—,,15805,0.415866333377187,—,
  Corporate,,—,,—,,—,,10043,,—,,—,,—,,9336,,—,,—,,—,,11459,,—,,—,,—,,15312,,—,
  Consumer Health,,—,,—,,—,,4209,0.147969766215504,—,,—,,—,,5056,0.161947469570788,—,,—,,—,,5371,0.145935224432127,—,,—,,—,,6142,0.161610314432312,—,
Sales Change - Currencies %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Medical Devices and Diagnostics,,—,,—,,—,,—,,—,,—,,—,,1.8,,—,,—,,—,,6.8,,—,,—,,—,,—,,2.6,
    Ethicon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.6,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.9,
    Ethicon Endo-Surgery,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.7,
    Lifescan-Medical,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.6,
    Vision Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.4,
    Cordis,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.3,
    Depuy-Medical Devices & Diagnostic,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.1,
    Ortho-Clinic Diagnostics-Medical Devices and Diagnostics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,
  Consumer Health,,—,,—,,—,,—,,—,,—,,—,,-0.1,,—,,—,,—,,5.7,,—,,—,,—,,—,,2.5,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.7,
    Consumer Health - Baby Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.1,
    Skin Care,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,
    Women’s Health,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.9,
    OTC,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.9,
  Pharmaceutical,,—,,—,,—,,—,,—,,—,,—,,2,,—,,—,,—,,4.7,,—,,—,,—,,—,,1.7,
    Aciphex/Pariet,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.4,
    Duragesic,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.8,
    Risperdal/Risperidone,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2.5,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,
    Topamax,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.8,
    Procrit / Eprex,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.5,
    Hormonal Contraceptives,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.5,
    Levaquin/Floxin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,
    Remicade,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
