Date,Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Vehicles,      Parts,      Others,      Others,      Parts For Production,    Others,    Others,    Others,    Others,    Others,    Others,      Information & Communication Business,      Housing Business,      Others,      Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Revenue Including Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Operating Income,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,Revenue Growth %,  Others,  Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Automotive,  Automotive,Revenue Including Intersegment Growth%,  Others,  Others,  Automotive,  Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Assets,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Adjustments,  Adjustments,  Adjustments,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Number of Employees,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Adjustments,  Adjustments,  Adjustments,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Vehicles Sold - Retail Basis,  Total Retail Unit Sales,Source: Bloomberg
06/30/2011,3441.05,3162.347,89.022,3251.369,-204.492,—,—,3055.743,5.087,3060.83,-202.542,—,—,—,—,—,—,—,106.604,83.935,190.539,-1.95,—,—,—,—,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,96.091,3162.347,89.022,3251.369,-204.492,—,—,106.604,83.935,190.539,-1.95,—,—,3055.743,5.087,3060.83,-202.542,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,3537.141,3162.347,89.022,3251.369,-204.492,—,—,3055.743,5.087,3060.83,-202.542,—,—,106.604,83.935,190.539,-1.95,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,-107.963,3162.347,89.022,3251.369,-204.492,—,—,3055.743,5.087,3060.83,-202.542,—,—,106.604,83.935,190.539,-1.95,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,1.918,—,—,—,—,-10.5,278.703,7.069,285.772,94.611,—,-7.1,—,—,—,-31.5,—,—,-10.5,—,-31.5,278.703,7.069,285.772,94.611,—,-7.1,—,—,—,3162.347,89.022,3251.369,-204.492,—,—,106.604,83.935,190.539,-1.95,—,—,3055.743,5.087,3060.83,-202.542,—,—,1.918,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,—,3162.347,89.022,3251.369,-204.492,—,—,106.604,83.935,190.539,-1.95,—,—,3055.743,5.087,3060.83,-202.542,—,—,1.918,—,—,278.703,7.069,285.772,94.611,—,-7.1,—,—,—,—,
09/30/2011,4574.872,4310.813,127.503,4438.316,2.469,—,—,4176.146,7.026,4183.172,-7.468,—,—,—,—,—,—,—,134.667,120.477,255.144,9.937,—,—,—,—,—,—,264.059,6.988,271.047,76.394,—,—,—,—,134.491,4310.813,127.503,4438.316,2.469,—,—,134.667,120.477,255.144,9.937,—,—,4176.146,7.026,4183.172,-7.468,—,—,264.059,6.988,271.047,76.394,—,—,—,—,4709.363,4310.813,127.503,4438.316,2.469,—,—,4176.146,7.026,4183.172,-7.468,—,—,134.667,120.477,255.144,9.937,—,—,264.059,6.988,271.047,76.394,—,—,—,—,75.39,4310.813,127.503,4438.316,2.469,—,—,4176.146,7.026,4183.172,-7.468,—,—,134.667,120.477,255.144,9.937,—,—,264.059,6.988,271.047,76.394,—,—,—,—,-3.473,—,—,—,—,—,264.059,6.988,271.047,76.394,—,—,—,—,—,—,—,—,—,—,—,264.059,6.988,271.047,76.394,—,—,—,—,—,4310.813,127.503,4438.316,2.469,—,—,134.667,120.477,255.144,9.937,—,—,4176.146,7.026,4183.172,-7.468,—,—,-3.473,—,—,264.059,6.988,271.047,76.394,—,—,—,—,—,4310.813,127.503,4438.316,2.469,—,—,134.667,120.477,255.144,9.937,—,—,4176.146,7.026,4183.172,-7.468,—,—,-3.473,—,—,264.059,6.988,271.047,76.394,—,—,—,—,—,—,
12/31/2011,4865.205,4601.657,141.968,4743.625,72.439,—,—,4464.15,7.311,4471.461,57.171,—,—,—,—,—,—,—,137.507,134.657,272.164,15.268,—,—,—,—,—,—,263.548,7.93,271.478,83.504,—,—,—,—,149.898,4601.657,141.968,4743.625,72.439,—,—,137.507,134.657,272.164,15.268,—,—,4464.15,7.311,4471.461,57.171,—,—,263.548,7.93,271.478,83.504,—,—,—,—,5015.103,4601.657,141.968,4743.625,72.439,—,—,4464.15,7.311,4471.461,57.171,—,—,137.507,134.657,272.164,15.268,—,—,263.548,7.93,271.478,83.504,—,—,—,—,149.684,4601.657,141.968,4743.625,72.439,—,—,4464.15,7.311,4471.461,57.171,—,—,137.507,134.657,272.164,15.268,—,—,263.548,7.93,271.478,83.504,—,—,—,—,-6.259,—,—,—,—,—,263.548,7.93,271.478,83.504,—,—,—,—,—,—,—,—,—,—,—,263.548,7.93,271.478,83.504,—,—,—,—,—,4601.657,141.968,4743.625,72.439,—,—,137.507,134.657,272.164,15.268,—,—,4464.15,7.311,4471.461,57.171,—,—,-6.259,—,—,263.548,7.93,271.478,83.504,—,—,—,—,—,4601.657,141.968,4743.625,72.439,—,—,137.507,134.657,272.164,15.268,—,—,4464.15,7.311,4471.461,57.171,—,—,-6.259,—,—,263.548,7.93,271.478,83.504,—,—,—,—,—,—,
03/31/2012,5702.526,5437.099,173.052,5610.151,193.329,13423.038,312852,5268.339,10.744,5279.083,174.522,12261.814,286167,—,—,—,—,—,168.76,162.308,331.068,18.807,1161.224,26685,—,—,—,—,265.427,6.6,272.027,51.929,—,—,13172.548,8519,179.652,5437.099,173.052,5610.151,193.329,13423.038,312852,168.76,162.308,331.068,18.807,1161.224,26685,5268.339,10.744,5279.083,174.522,12261.814,286167,265.427,6.6,272.027,51.929,—,—,13172.548,8519,5882.178,5437.099,173.052,5610.151,193.329,13423.038,312852,5268.339,10.744,5279.083,174.522,12261.814,286167,168.76,162.308,331.068,18.807,1161.224,26685,265.427,6.6,272.027,51.929,—,—,13172.548,8519,238.516,5437.099,173.052,5610.151,193.329,13423.038,312852,5268.339,10.744,5279.083,174.522,12261.814,286167,168.76,162.308,331.068,18.807,1161.224,26685,265.427,6.6,272.027,51.929,—,—,13172.548,8519,-6.742,4055.379,4534,—,—,—,265.427,6.6,272.027,51.929,—,—,13172.548,8519,—,—,—,—,—,—,—,265.427,6.6,272.027,51.929,—,—,13172.548,8519,30650.965,5437.099,173.052,5610.151,193.329,13423.038,312852,168.76,162.308,331.068,18.807,1161.224,26685,5268.339,10.744,5279.083,174.522,12261.814,286167,-6.742,4055.379,4534,265.427,6.6,272.027,51.929,—,—,13172.548,8519,325905,5437.099,173.052,5610.151,193.329,13423.038,312852,168.76,162.308,331.068,18.807,1161.224,26685,5268.339,10.744,5279.083,174.522,12261.814,286167,-6.742,4055.379,4534,265.427,6.6,272.027,51.929,—,—,13172.548,8519,—,—,
06/30/2012,5501.573,5233.688,129.673,5363.361,268.023,—,—,5110.683,9.422,5120.105,258.693,—,—,—,—,—,—,—,123.005,120.251,243.256,9.33,—,—,—,—,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,136.256,5233.688,129.673,5363.361,268.023,—,—,123.005,120.251,243.256,9.33,—,—,5110.683,9.422,5120.105,258.693,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,5637.829,5233.688,129.673,5363.361,268.023,—,—,5110.683,9.422,5120.105,258.693,—,—,123.005,120.251,243.256,9.33,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,353.143,5233.688,129.673,5363.361,268.023,—,—,5110.683,9.422,5120.105,258.693,—,—,123.005,120.251,243.256,9.33,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,-1.614,—,—,—,27.7,27.7,267.885,6.583,274.468,86.734,-4,-4,—,—,67.3,67.3,—,27.7,27.7,67.3,67.3,267.885,6.583,274.468,86.734,-4,-4,—,—,—,5233.688,129.673,5363.361,268.023,—,—,123.005,120.251,243.256,9.33,—,—,5110.683,9.422,5120.105,258.693,—,—,-1.614,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,—,5233.688,129.673,5363.361,268.023,—,—,123.005,120.251,243.256,9.33,—,—,5110.683,9.422,5120.105,258.693,—,—,-1.614,—,—,267.885,6.583,274.468,86.734,-4,-4,—,—,—,—,
09/30/2012,5406.781,5142.201,119.237,—,252.497,—,—,4998.955,9.794,—,239.368,—,—,—,—,—,—,—,143.246,109.443,—,13.129,—,—,—,—,—,—,264.58,7.42,—,87.772,—,—,—,—,126.657,5142.201,119.237,—,252.497,—,—,143.246,109.443,—,13.129,—,—,4998.955,9.794,—,239.368,—,—,264.58,7.42,—,87.772,—,—,—,—,—,5142.201,119.237,—,252.497,—,—,4998.955,9.794,—,239.368,—,—,143.246,109.443,—,13.129,—,—,264.58,7.42,—,87.772,—,—,—,—,340.607,5142.201,119.237,—,252.497,—,—,4998.955,9.794,—,239.368,—,—,143.246,109.443,—,13.129,—,—,264.58,7.42,—,87.772,—,—,—,—,0.338,—,—,—,—,—,264.58,7.42,—,87.772,—,—,—,—,—,—,—,—,—,—,—,264.58,7.42,—,87.772,—,—,—,—,—,5142.201,119.237,—,252.497,—,—,143.246,109.443,—,13.129,—,—,4998.955,9.794,—,239.368,—,—,0.338,—,—,264.58,7.42,—,87.772,—,—,—,—,—,5142.201,119.237,—,252.497,—,—,143.246,109.443,—,13.129,—,—,4998.955,9.794,—,239.368,—,—,0.338,—,—,264.58,7.42,—,87.772,—,—,—,—,—,—,
12/31/2012,5318.752,5024.823,126.505,5151.328,59.145,—,—,4879.235,9.999,4889.234,43.724,—,—,—,—,—,—,—,145.588,116.506,262.094,15.421,—,—,—,—,—,—,293.929,7.382,301.311,69.048,—,—,—,—,133.887,5024.823,126.505,5151.328,59.145,—,—,145.588,116.506,262.094,15.421,—,—,4879.235,9.999,4889.234,43.724,—,—,293.929,7.382,301.311,69.048,—,—,—,—,5452.639,5024.823,126.505,5151.328,59.145,—,—,4879.235,9.999,4889.234,43.724,—,—,145.588,116.506,262.094,15.421,—,—,293.929,7.382,301.311,69.048,—,—,—,—,124.757,5024.823,126.505,5151.328,59.145,—,—,4879.235,9.999,4889.234,43.724,—,—,145.588,116.506,262.094,15.421,—,—,293.929,7.382,301.311,69.048,—,—,—,—,-3.436,—,—,—,—,—,293.929,7.382,301.311,69.048,—,—,—,—,—,—,—,—,—,—,—,293.929,7.382,301.311,69.048,—,—,—,—,—,5024.823,126.505,5151.328,59.145,—,—,145.588,116.506,262.094,15.421,—,—,4879.235,9.999,4889.234,43.724,—,—,-3.436,—,—,293.929,7.382,301.311,69.048,—,—,—,—,—,5024.823,126.505,5151.328,59.145,—,—,145.588,116.506,262.094,15.421,—,—,4879.235,9.999,4889.234,43.724,—,—,-3.436,—,—,293.929,7.382,301.311,69.048,—,—,—,—,—,—,
03/31/2013,5837.086,5513.438,195.996,5709.434,418.655,14489.856,319800,5389.889,11.123,5401.012,402.919,13179.741,293020,—,—,—,—,—,123.549,184.873,308.422,15.736,1310.115,26780,—,—,—,—,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,195.239,5513.438,195.996,5709.434,418.655,14489.856,319800,123.549,184.873,308.422,15.736,1310.115,26780,5389.889,11.123,5401.012,402.919,13179.741,293020,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,6032.325,5513.438,195.996,5709.434,418.655,14489.856,319800,5389.889,11.123,5401.012,402.919,13179.741,293020,123.549,184.873,308.422,15.736,1310.115,26780,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,502.381,5513.438,195.996,5709.434,418.655,14489.856,319800,5389.889,11.123,5401.012,402.919,13179.741,293020,123.549,184.873,308.422,15.736,1310.115,26780,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,11.46,4761.988,4709,—,—,—,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,—,—,—,—,—,—,—,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,35483.317,5513.438,195.996,5709.434,418.655,14489.856,319800,123.549,184.873,308.422,15.736,1310.115,26780,5389.889,11.123,5401.012,402.919,13179.741,293020,11.46,4761.988,4709,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,333498,5513.438,195.996,5709.434,418.655,14489.856,319800,123.549,184.873,308.422,15.736,1310.115,26780,5389.889,11.123,5401.012,402.919,13179.741,293020,11.46,4761.988,4709,323.648,-0.757,322.891,72.266,—,—,16231.473,8989,—,—,
06/30/2013,6255.319,5926.535,125.941,6052.476,615.63,—,—,5807.049,10.956,5818.005,608.496,—,—,—,—,—,—,—,119.486,114.985,234.471,7.134,—,—,—,—,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,137.033,5926.535,125.941,6052.476,615.63,—,—,119.486,114.985,234.471,7.134,—,—,5807.049,10.956,5818.005,608.496,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,6392.352,5926.535,125.941,6052.476,615.63,—,—,5807.049,10.956,5818.005,608.496,—,—,119.486,114.985,234.471,7.134,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,663.383,5926.535,125.941,6052.476,615.63,—,—,5807.049,10.956,5818.005,608.496,—,—,119.486,114.985,234.471,7.134,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,-3.516,—,—,—,-3.6,-3.6,328.784,11.092,339.876,51.269,23.8,23.8,—,—,13.6,13.6,—,-3.6,-3.6,13.6,13.6,328.784,11.092,339.876,51.269,23.8,23.8,—,—,—,5926.535,125.941,6052.476,615.63,—,—,119.486,114.985,234.471,7.134,—,—,5807.049,10.956,5818.005,608.496,—,—,-3.516,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,—,5926.535,125.941,6052.476,615.63,—,—,119.486,114.985,234.471,7.134,—,—,5807.049,10.956,5818.005,608.496,—,—,-3.516,—,—,328.784,11.092,339.876,51.269,23.8,23.8,—,—,—,—,
09/30/2013,6282.166,5945.468,143.388,6088.856,512.732,—,—,5805.33,9.934,5815.264,499.552,—,—,—,—,—,—,—,140.138,133.454,273.592,13.18,—,—,—,—,—,—,336.698,11.069,347.767,82.029,—,—,—,—,154.457,5945.468,143.388,6088.856,512.732,—,—,140.138,133.454,273.592,13.18,—,—,5805.33,9.934,5815.264,499.552,—,—,336.698,11.069,347.767,82.029,—,—,—,—,6436.623,5945.468,143.388,6088.856,512.732,—,—,5805.33,9.934,5815.264,499.552,—,—,140.138,133.454,273.592,13.18,—,—,336.698,11.069,347.767,82.029,—,—,—,—,592.092,5945.468,143.388,6088.856,512.732,—,—,5805.33,9.934,5815.264,499.552,—,—,140.138,133.454,273.592,13.18,—,—,336.698,11.069,347.767,82.029,—,—,—,—,-2.669,—,—,—,—,—,336.698,11.069,347.767,82.029,—,—,—,—,—,—,—,—,—,—,—,336.698,11.069,347.767,82.029,—,—,—,—,—,5945.468,143.388,6088.856,512.732,—,—,140.138,133.454,273.592,13.18,—,—,5805.33,9.934,5815.264,499.552,—,—,-2.669,—,—,336.698,11.069,347.767,82.029,—,—,—,—,—,5945.468,143.388,6088.856,512.732,—,—,140.138,133.454,273.592,13.18,—,—,5805.33,9.934,5815.264,499.552,—,—,-2.669,—,—,336.698,11.069,347.767,82.029,—,—,—,—,—,—,
12/31/2013,6585.044,6229.811,145.19,6375.001,536.235,—,—,6082.074,14.513,6096.587,515.57,—,—,—,—,—,—,—,147.737,130.677,278.414,20.665,—,—,—,—,—,—,355.233,9.667,364.9,67.31,—,—,—,—,154.857,6229.811,145.19,6375.001,536.235,—,—,147.737,130.677,278.414,20.665,—,—,6082.074,14.513,6096.587,515.57,—,—,355.233,9.667,364.9,67.31,—,—,—,—,6739.901,6229.811,145.19,6375.001,536.235,—,—,6082.074,14.513,6096.587,515.57,—,—,147.737,130.677,278.414,20.665,—,—,355.233,9.667,364.9,67.31,—,—,—,—,600.509,6229.811,145.19,6375.001,536.235,—,—,6082.074,14.513,6096.587,515.57,—,—,147.737,130.677,278.414,20.665,—,—,355.233,9.667,364.9,67.31,—,—,—,—,-3.036,—,—,—,—,—,355.233,9.667,364.9,67.31,—,—,—,—,—,—,—,—,—,—,—,355.233,9.667,364.9,67.31,—,—,—,—,—,6229.811,145.19,6375.001,536.235,—,—,147.737,130.677,278.414,20.665,—,—,6082.074,14.513,6096.587,515.57,—,—,-3.036,—,—,355.233,9.667,364.9,67.31,—,—,—,—,—,6229.811,145.19,6375.001,536.235,—,—,147.737,130.677,278.414,20.665,—,—,6082.074,14.513,6096.587,515.57,—,—,-3.036,—,—,355.233,9.667,364.9,67.31,—,—,—,—,—,—,
03/31/2014,6569.382,6210.83,205.521,6416.351,338.451,15872.673,324908,6039.402,12.146,6051.548,315.16,14275.376,297680,—,—,—,—,—,171.428,193.375,364.803,23.291,1597.297,27228,—,—,—,—,358.552,9.952,368.504,94.283,—,—,18943.587,9285,215.473,6210.83,205.521,6416.351,338.451,15872.673,324908,171.428,193.375,364.803,23.291,1597.297,27228,6039.402,12.146,6051.548,315.16,14275.376,297680,358.552,9.952,368.504,94.283,—,—,18943.587,9285,6784.855,6210.83,205.521,6416.351,338.451,15872.673,324908,6039.402,12.146,6051.548,315.16,14275.376,297680,171.428,193.375,364.803,23.291,1597.297,27228,358.552,9.952,368.504,94.283,—,—,18943.587,9285,436.128,6210.83,205.521,6416.351,338.451,15872.673,324908,6039.402,12.146,6051.548,315.16,14275.376,297680,171.428,193.375,364.803,23.291,1597.297,27228,358.552,9.952,368.504,94.283,—,—,18943.587,9285,3.394,6621.213,4682,—,—,—,358.552,9.952,368.504,94.283,—,—,18943.587,9285,—,—,—,—,—,—,—,358.552,9.952,368.504,94.283,—,—,18943.587,9285,41437.473,6210.83,205.521,6416.351,338.451,15872.673,324908,171.428,193.375,364.803,23.291,1597.297,27228,6039.402,12.146,6051.548,315.16,14275.376,297680,3.394,6621.213,4682,358.552,9.952,368.504,94.283,—,—,18943.587,9285,338875,6210.83,205.521,6416.351,338.451,15872.673,324908,171.428,193.375,364.803,23.291,1597.297,27228,6039.402,12.146,6051.548,315.16,14275.376,297680,3.394,6621.213,4682,358.552,9.952,368.504,94.283,—,—,18943.587,9285,—,—,
06/30/2014,6390.688,6023.59,149.393,6172.983,597.551,—,—,5900.07,14.597,5914.667,586.752,—,—,—,—,—,—,—,123.52,134.796,258.316,10.799,—,—,—,—,—,—,367.098,10.33,377.428,98.213,11,11,—,—,159.723,6023.59,149.393,6172.983,597.551,—,—,123.52,134.796,258.316,10.799,—,—,5900.07,14.597,5914.667,586.752,—,—,367.098,10.33,377.428,98.213,11,11,—,—,6550.411,6023.59,149.393,6172.983,597.551,—,—,5900.07,14.597,5914.667,586.752,—,—,123.52,134.796,258.316,10.799,—,—,367.098,10.33,377.428,98.213,11,11,—,—,692.728,6023.59,149.393,6172.983,597.551,—,—,5900.07,14.597,5914.667,586.752,—,—,123.52,134.796,258.316,10.799,—,—,367.098,10.33,377.428,98.213,11,11,—,—,-3.036,—,—,—,10.2,10.2,367.098,10.33,377.428,98.213,11,11,—,—,1.7,1.7,—,10.2,10.2,1.7,1.7,367.098,10.33,377.428,98.213,11,11,—,—,—,6023.59,149.393,6172.983,597.551,—,—,123.52,134.796,258.316,10.799,—,—,5900.07,14.597,5914.667,586.752,—,—,-3.036,—,—,367.098,10.33,377.428,98.213,11,11,—,—,—,6023.59,149.393,6172.983,597.551,—,—,123.52,134.796,258.316,10.799,—,—,5900.07,14.597,5914.667,586.752,—,—,-3.036,—,—,367.098,10.33,377.428,98.213,11,11,—,—,—,—,
09/30/2014,6554.909,6163.804,165.71,6329.514,571.129,—,—,6018.997,13.602,6032.599,553.52,—,—,—,—,—,—,—,144.807,152.108,296.915,17.609,—,—,—,—,—,—,391.105,8.841,399.946,86.302,—,—,—,—,174.551,6163.804,165.71,6329.514,571.129,—,—,144.807,152.108,296.915,17.609,—,—,6018.997,13.602,6032.599,553.52,—,—,391.105,8.841,399.946,86.302,—,—,—,—,6729.46,6163.804,165.71,6329.514,571.129,—,—,6018.997,13.602,6032.599,553.52,—,—,144.807,152.108,296.915,17.609,—,—,391.105,8.841,399.946,86.302,—,—,—,—,659.218,6163.804,165.71,6329.514,571.129,—,—,6018.997,13.602,6032.599,553.52,—,—,144.807,152.108,296.915,17.609,—,—,391.105,8.841,399.946,86.302,—,—,—,—,1.787,—,—,—,—,—,391.105,8.841,399.946,86.302,—,—,—,—,—,—,—,—,—,—,—,391.105,8.841,399.946,86.302,—,—,—,—,—,6163.804,165.71,6329.514,571.129,—,—,144.807,152.108,296.915,17.609,—,—,6018.997,13.602,6032.599,553.52,—,—,1.787,—,—,391.105,8.841,399.946,86.302,—,—,—,—,—,6163.804,165.71,6329.514,571.129,—,—,144.807,152.108,296.915,17.609,—,—,6018.997,13.602,6032.599,553.52,—,—,1.787,—,—,391.105,8.841,399.946,86.302,—,—,—,—,—,—,
12/31/2014,7170.017,6742.115,168.645,6910.76,666.143,—,—,6595.19,14.495,6609.685,651.323,—,—,—,—,—,—,—,146.925,154.15,301.075,14.82,—,—,—,—,—,—,427.902,9.837,437.739,100.528,—,—,—,—,178.482,6742.115,168.645,6910.76,666.143,—,—,146.925,154.15,301.075,14.82,—,—,6595.19,14.495,6609.685,651.323,—,—,427.902,9.837,437.739,100.528,—,—,—,—,7348.499,6742.115,168.645,6910.76,666.143,—,—,6595.19,14.495,6609.685,651.323,—,—,146.925,154.15,301.075,14.82,—,—,427.902,9.837,437.739,100.528,—,—,—,—,762.88,6742.115,168.645,6910.76,666.143,—,—,6595.19,14.495,6609.685,651.323,—,—,146.925,154.15,301.075,14.82,—,—,427.902,9.837,437.739,100.528,—,—,—,—,-3.791,—,—,—,—,—,427.902,9.837,437.739,100.528,—,—,—,—,—,—,—,—,—,—,—,427.902,9.837,437.739,100.528,—,—,—,—,—,6742.115,168.645,6910.76,666.143,—,—,146.925,154.15,301.075,14.82,—,—,6595.19,14.495,6609.685,651.323,—,—,-3.791,—,—,427.902,9.837,437.739,100.528,—,—,—,—,—,6742.115,168.645,6910.76,666.143,—,—,146.925,154.15,301.075,14.82,—,—,6595.19,14.495,6609.685,651.323,—,—,-3.791,—,—,427.902,9.837,437.739,100.528,—,—,—,—,—,—,
03/31/2015,7118.907,6683.327,221.336,6904.663,556.137,17786.455,329711,6491.967,13.211,6505.178,533.715,15897.022,304581,—,—,—,—,—,191.36,208.125,399.485,22.422,1889.433,25130,—,—,—,—,435.58,10.456,446.036,76.79,—,—,22378.941,9595,231.792,6683.327,221.336,6904.663,556.137,17786.455,329711,191.36,208.125,399.485,22.422,1889.433,25130,6491.967,13.211,6505.178,533.715,15897.022,304581,435.58,10.456,446.036,76.79,—,—,22378.941,9595,7350.699,6683.327,221.336,6904.663,556.137,17786.455,329711,6491.967,13.211,6505.178,533.715,15897.022,304581,191.36,208.125,399.485,22.422,1889.433,25130,435.58,10.456,446.036,76.79,—,—,22378.941,9595,635.738,6683.327,221.336,6904.663,556.137,17786.455,329711,6491.967,13.211,6505.178,533.715,15897.022,304581,191.36,208.125,399.485,22.422,1889.433,25130,435.58,10.456,446.036,76.79,—,—,22378.941,9595,2.811,7564.434,4803,—,—,—,435.58,10.456,446.036,76.79,—,—,22378.941,9595,—,—,—,—,—,—,—,435.58,10.456,446.036,76.79,—,—,22378.941,9595,47729.83,6683.327,221.336,6904.663,556.137,17786.455,329711,191.36,208.125,399.485,22.422,1889.433,25130,6491.967,13.211,6505.178,533.715,15897.022,304581,2.811,7564.434,4803,435.58,10.456,446.036,76.79,—,—,22378.941,9595,344109,6683.327,221.336,6904.663,556.137,17786.455,329711,191.36,208.125,399.485,22.422,1889.433,25130,6491.967,13.211,6505.178,533.715,15897.022,304581,2.811,7564.434,4803,435.58,10.456,446.036,76.79,—,—,22378.941,9595,—,—,
06/30/2015,6987.648,6527.733,140.606,6668.339,689.846,—,—,6398.388,13.002,6411.39,677.563,—,—,—,—,—,—,—,129.345,127.604,256.949,12.283,—,—,—,—,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,150.993,6527.733,140.606,6668.339,689.846,—,—,129.345,127.604,256.949,12.283,—,—,6398.388,13.002,6411.39,677.563,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,7138.641,6527.733,140.606,6668.339,689.846,—,—,6398.388,13.002,6411.39,677.563,—,—,129.345,127.604,256.949,12.283,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,756.001,6527.733,140.606,6668.339,689.846,—,—,6398.388,13.002,6411.39,677.563,—,—,129.345,127.604,256.949,12.283,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,-4.018,—,—,—,-0.5,-0.5,459.915,10.387,470.302,70.173,24.6,24.6,—,—,8.4,8.4,—,-0.5,-0.5,8.4,8.4,459.915,10.387,470.302,70.173,24.6,24.6,—,—,—,6527.733,140.606,6668.339,689.846,—,—,129.345,127.604,256.949,12.283,—,—,6398.388,13.002,6411.39,677.563,—,—,-4.018,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,—,6527.733,140.606,6668.339,689.846,—,—,129.345,127.604,256.949,12.283,—,—,6398.388,13.002,6411.39,677.563,—,—,-4.018,—,—,459.915,10.387,470.302,70.173,24.6,24.6,—,—,—,—,
