Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
    Private Bank,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,383,0.030800160836349
    Institutional,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,287,0.0230800160836349
    Global Funds,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,272,0.0218737434660233
    Private Client Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,251,0.0201849618013671
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,833,0.0669883393646964
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-86,-0.00691596300763973
  JPMorgan Partners,,57,,-894,,-179,,-441,,-303,,—,,-361,,-111,,-290,,-70,,—,,92,,249,,350,,—,
  Corporate/Reconciling items,,-308,,-76,,-235,,-357,,-205,,—,,-216,,-240,,-214,,-318,,—,,68,,-122,,-57,,—,
Operating Income,,2208,1.0,1063,1.0,1545,1.0,273,1.0,1742,1.0,—,,491,1.0,1106,1.0,2122,1.0,2867,1.0,2430,1.0,2709,1.0,2903,1.0,2715,1.0,3044,1.0
  Adjustment,,772,,373,,509,,-705,,592,,—,,166,,-27,,722,,1040,,802,,810,,973,,909,,885,
  Retail Financial Services,,409,0.252313386798273,403,0.298961424332344,398,0.309246309246309,309,0.350737797956867,526,0.339793281653747,—,,807,0.937282229965157,471,0.452449567723343,648,0.38479809976247,883,0.407663896583564,460,0.283251231527094,483,0.353587115666179,427,0.241106719367589,620,0.403383214053351,822,0.38073182028717
    Consumer & Small Business Banking and Insurance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,377,0.174617878647522
    Home Finance,,—,,—,,—,,—,,132,0.0852713178294573,—,,393,0.456445993031359,155,0.148895292987512,424,0.251781472684086,568,0.262234533702678,124,0.0763546798029557,214,0.156661786237189,221,0.124788255223038,321,0.208848405985686,340,0.15748031496063
    Auto & Education Finance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,85,0.0393700787401575
    Auto Finance,,—,,—,,—,,—,,32,0.020671834625323,—,,27,0.0313588850174216,39,0.037463976945245,37,0.0219714964370546,68,0.0313942751615882,50,0.0307881773399015,47,0.034407027818448,30,0.0169395821569735,72,0.0468445022771633,20,0.00926354793886058
    Cardmember Services,,—,,—,,—,,—,,147,0.0949612403100775,—,,246,0.285714285714286,145,0.139289145052834,146,0.0866983372921615,173,0.079870729455217,206,0.126847290640394,143,0.104685212298682,162,0.0914737436476567,176,0.114508783344177,—,
    Middle Markets,,—,,—,,—,,—,,84,0.0542635658914729,—,,91,0.105691056910569,90,0.0864553314121038,87,0.0516627078384798,82,0.0378578024007387,70,0.0431034482758621,76,0.0556368960468521,80,0.0451722190852626,73,0.0474951203643461,—,
    Regional Banking Group,,—,,—,,—,,—,,125,0.080749354005168,—,,87,0.101045296167247,97,0.0931796349663785,27,0.0160332541567696,42,0.0193905817174515,18,0.0110837438423645,10,0.00732064421669107,-15,-0.00846979107848673,10,0.00650618087182824,—,
    Other Consumer Services,,—,,—,,—,,—,,6,0.00387596899224806,—,,-37,-0.0429732868757259,-55,-0.0528338136407301,-73,-0.0433491686460808,-50,-0.023084025854109,-8,-0.00492610837438424,-7,-0.00512445095168375,-51,-0.0287972896668549,-32,-0.0208197787898504,—,
  Investment Bank,,1021,0.629858112276373,750,0.556379821958457,681,0.529137529137529,367,0.416572077185017,755,0.487726098191214,—,,-256,-0.29732868757259,381,0.365994236311239,897,0.532660332541568,1087,0.501846722068329,922,0.567733990147783,744,0.544655929721816,1110,0.626764539808018,703,0.457384515289525,627,0.290412227883279
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,421,0.194997684113015
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,215,0.0995831403427513
  Asset & Wealth Management,,32,0.0197409006785935,47,0.03486646884273,42,0.0326340326340326,60,0.0681044267877412,126,0.0813953488372093,—,,98,0.113821138211382,42,0.0403458213256484,27,0.0160332541567696,69,0.0318559556786704,85,0.0523399014778325,50,0.0366032210834553,115,0.0649350649350649,93,0.0605074821080026,197,0.0912459471977767
  Treasury & Securities Services,,159,0.0980876002467613,148,0.109792284866469,166,0.128982128982129,145,0.164585698070375,141,0.0910852713178295,—,,212,0.246225319396051,147,0.141210374639769,112,0.0665083135391924,127,0.0586334256694368,157,0.0966748768472906,89,0.0651537335285505,119,0.0671936758893281,121,0.0787247885491217,96,0.0444650301065308
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-219,-0.101435849930523
  JPMorgan Partners,,-27,,-618,,-160,,364,,-248,,—,,-284,,92,,-223,,-91,,10,,12,,115,,187,,—,
  Corporate/Reconciling items,,-158,,-40,,-91,,-267,,-150,,—,,-252,,—,,-61,,-248,,-6,,521,,44,,82,,—,
Pretax Income,,—,,—,,—,,—,,—,,—,,—,,—,,2122,1.0,—,,2430,1.0,—,,2903,1.0,-1075,,1959,1.0
  Retail Financial Services,,—,,—,,—,,—,,—,,—,,—,,—,,1017,0.376248612652608,—,,285,0.116184264166327,—,,667,0.235356386732534,982,0.402459016393443,1323,0.418406072106262
  Investment Bank,,—,,—,,—,,—,,—,,—,,—,,—,,1465,0.541990381058084,—,,1142,0.465552384834896,—,,1807,0.637614678899083,1136,0.465573770491803,971,0.307084123972169
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,309,0.125968202201386,—,,—,,—,,672,0.212523719165085
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,130,0.0529963310232368,—,,—,,—,,339,0.107210626185958
  Asset & Wealth Management,,—,,—,,—,,—,,—,,—,,—,,—,,49,0.0181280059193489,—,,132,0.0538116591928251,—,,178,0.0628087508821454,140,0.0573770491803279,308,0.0974067046173308
  Treasury & Securities Services,,—,,—,,—,,—,,—,,—,,—,,—,,172,0.0636330003699593,—,,168,0.0684875662454138,—,,182,0.0642201834862385,182,0.0745901639344262,140,0.0442757748260595
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,287,0.116999592335915,—,,—,,—,,-591,-0.186907020872865
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-23,,—,,—,,-3790,,-1203,
  JPMorgan Partners,,—,,—,,—,,—,,—,,—,,—,,—,,-350,,—,,—,,—,,179,,282,,—,
  Corporate/Reconciling items,,—,,—,,—,,—,,—,,—,,—,,—,,-231,,—,,—,,—,,-110,,-7,,—,
Net Income,,—,,—,,—,,—,,—,,—,,—,,—,,1400,1.0,1827,1.0,1628,1.0,1864,1.0,1930,1.0,-548,,2159,1.0
  Retail Financial Services,,—,,—,,—,,—,,—,,—,,—,,—,,648,0.38479809976247,883,0.407663896583564,460,0.283251231527094,448,0.336589030803907,427,0.241106719367589,620,0.403383214053351,822,0.38073182028717
    Consumer & Small Business Banking and Insurance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,377,0.174617878647522
    Home Finance,,—,,—,,—,,—,,—,,—,,—,,—,,424,0.251781472684086,568,0.262234533702678,124,0.0763546798029557,214,0.160781367392938,221,0.124788255223038,321,0.208848405985686,340,0.15748031496063
    Auto & Education Finance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,85,0.0393700787401575
    Auto Finance,,—,,—,,—,,—,,—,,—,,—,,—,,37,0.0219714964370546,68,0.0313942751615882,50,0.0307881773399015,47,0.0353117956423742,30,0.0169395821569735,72,0.0468445022771633,20,0.00926354793886058
    Cardmember Services,,—,,—,,—,,—,,—,,—,,—,,—,,146,0.0866983372921615,173,0.079870729455217,206,0.126847290640394,143,0.107438016528926,162,0.0914737436476567,176,0.114508783344177,—,
    Middle Markets,,—,,—,,—,,—,,—,,—,,—,,—,,87,0.0516627078384798,82,0.0378578024007387,70,0.0431034482758621,76,0.0570999248685199,80,0.0451722190852626,73,0.0474951203643461,—,
    Regional Banking Group,,—,,—,,—,,—,,—,,—,,—,,—,,27,0.0160332541567696,42,0.0193905817174515,18,0.0110837438423645,-25,-0.0187828700225394,-15,-0.00846979107848673,10,0.00650618087182824,—,
    Other Consumer Services,,—,,—,,—,,—,,—,,—,,—,,—,,-73,-0.0433491686460808,-50,-0.023084025854109,-8,-0.00492610837438424,-7,-0.00525920360631104,-51,-0.0287972896668549,-32,-0.0208197787898504,—,
  Investment Bank,,—,,—,,—,,—,,—,,—,,—,,—,,897,0.532660332541568,1087,0.501846722068329,922,0.567733990147783,744,0.558978211870774,1110,0.626764539808018,703,0.457384515289525,627,0.290412227883279
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,421,0.194997684113015
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,215,0.0995831403427513
  Asset & Wealth Management,,—,,—,,—,,—,,—,,—,,—,,—,,27,0.0160332541567696,69,0.0318559556786704,85,0.0523399014778325,50,0.0375657400450789,115,0.0649350649350649,93,0.0605074821080026,197,0.0912459471977767
  Treasury & Securities Services,,—,,—,,—,,—,,—,,—,,—,,—,,112,0.0665083135391924,127,0.0586334256694368,157,0.0966748768472906,89,0.0668670172802404,119,0.0671936758893281,121,0.0787247885491217,96,0.0444650301065308
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-219,-0.101435849930523
  JPMorgan Partners,,—,,—,,—,,—,,—,,—,,—,,—,,-223,,-91,,10,,12,,115,,187,,—,
  Corporate/Reconciling items,,—,,—,,—,,—,,—,,—,,—,,—,,-61,,-248,,-6,,521,,44,,-2272,,—,
Salaries Wages and Employee Benefits,,3357,1.0,3052,1.0,2883,1.0,—,,—,,—,,—,,—,,3174,1.0,3231,1.0,2631,1.0,2943,1.0,3370,1.0,3011,1.0,4050,1.0
  Investment Bank,,1756,0.586898395721925,1499,0.551914580265096,1355,0.528059236165238,—,,—,,—,,—,,—,,1312,0.49942900647126,1391,0.503802969938428,977,0.425708061002179,847,0.390682656826568,1401,0.494878134934652,1160,0.449438202247191,992,0.244938271604938
  Retail Financial Services,,563,0.188168449197861,593,0.218335787923417,626,0.243959469992206,—,,—,,—,,—,,—,,720,0.274076893795204,756,0.273813835566824,692,0.301525054466231,702,0.32380073800738,766,0.27057576827976,736,0.285160790391321,855,0.211111111111111
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,786,0.194074074074074
  Treasury & Securities Services,,296,0.0989304812834225,284,0.104565537555228,287,0.111847233047545,—,,—,,—,,—,,—,,312,0.118766653977922,320,0.115900036218761,312,0.135947712418301,317,0.146217712177122,343,0.121158601200989,348,0.134831460674157,472,0.116543209876543
  Asset & Wealth Management,,377,0.126002673796791,340,0.125184094256259,298,0.116134060795012,—,,—,,—,,—,,—,,283,0.107727445755615,294,0.106483158275987,314,0.13681917211329,302,0.13929889298893,321,0.113387495584599,337,0.13056954668733,452,0.111604938271605
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,317,0.0782716049382716
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,176,0.0434567901234568
  Corporate/Reconciling items,,323,,303,,284,,—,,—,,—,,—,,—,,513,,150,,304,,742,,501,,394,,—,
  JPMorgan Partners,,42,,33,,33,,—,,—,,—,,—,,—,,34,,320,,32,,33,,38,,36,,—,
Other Operating Expense,,2330,1.0,2319,1.0,2234,1.0,—,,—,,—,,—,,—,,2782,1.0,3166,1.0,2633,1.0,3006,1.0,3030,1.0,3039,1.0,5603,1.0
  Retail Financial Services,,731,0.321036451471234,746,0.32661996497373,756,0.343012704174229,—,,—,,—,,—,,—,,1064,0.386487468216491,1054,0.388643067846608,1023,0.393310265282584,1158,0.39134842852315,1170,0.390260173448966,1105,0.367475889590954,1250,0.223094770658576
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1146,0.204533285739782
  Investment Bank,,907,0.398331137461572,867,0.379597197898424,825,0.374319419237749,—,,—,,—,,—,,—,,944,0.342898656011624,915,0.337389380530973,823,0.316416762783545,914,0.30888813788442,943,0.314543028685791,933,0.310276022613901,932,0.166339461003034
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,926,0.165268606103873
  Treasury & Securities Services,,334,0.146684233640755,367,0.160683012259194,347,0.157441016333938,—,,—,,—,,—,,—,,449,0.163094805666546,454,0.16740412979351,456,0.175317185697809,536,0.181142277796553,571,0.190460306871247,642,0.213501829065514,654,0.116723184008567
  Asset & Wealth Management,,305,0.133948177426438,304,0.133099824868651,276,0.125226860254083,—,,—,,—,,—,,—,,296,0.10751907010534,289,0.106563421828909,299,0.114955786236063,351,0.118621155795877,314,0.104736490993996,327,0.108746258729631,409,0.072996608959486
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,286,0.0510440835266821
  JPMorgan Partners,,53,,35,,30,,—,,—,,—,,—,,—,,29,,454,,32,,47,,32,,32,,—,
Return on Assets (ROA),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.53,
  Auto & Education Finance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.44,
  Investment Bank,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.5,
Return on Equity (ROE),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Asset & Wealth Management,,—,,—,,—,,—,,—,,—,,—,,—,,4,,5,,6,,7,,8,,7,,33,
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,25,
  Retail Financial Services,,—,,—,,—,,—,,—,,—,,—,,—,,28,,41,,20,,25,,18,,27,,25,
  Treasury & Securities Services,,—,,—,,—,,—,,—,,—,,—,,—,,19,,18,,24,,21,,15,,15,,20,
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,
  Investment Bank,,—,,—,,—,,—,,—,,—,,—,,—,,20,,22,,19,,20,,28,,19,,12,
  JPMorgan Partners,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,9,,16,,—,
  Corporate/Reconciling items,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,0,,0,,—,
Adjusted Operating Income,,1613,1.0,873,1.0,1218,1.0,434,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate/Reconciling items,,-147,,-26,,-78,,-256,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Retail & Middle Market Financial Services,,443,0.248597081930415,438,0.28968253968254,439,0.302549965541006,368,0.351145038167939,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  JPMorgan Partners,,-22,,-613,,-155,,-358,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Treasury & Securities Services,,177,0.0993265993265993,167,0.110449735449735,184,0.126809097174363,165,0.157442748091603,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Investment Bank,,1060,0.594837261503928,790,0.522486772486772,710,0.489317711922812,385,0.36736641221374,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Investment Management & Private Banking,,102,0.0572390572390572,117,0.0773809523809524,118,0.0813232253618194,130,0.124045801526718,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Adjusted ROE,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Asset & Wealth Management,,6.6,,7.8,,7.7,,—,,8.4,,7.8,,6.4,,2.6,,4,,5,,6,,7,,8,,7,,33,
  Commercial Banking,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,25,
  Retail Financial Services,,21.8,,20.8,,19.8,,—,,21.5,,26,,30.4,,19.2,,28,,41,,20,,25,,18,,27,,25,
  Treasury & Securities Services,,24.9,,22.2,,25.1,,—,,19.1,,22.9,,28.3,,18.8,,19,,18,,24,,21,,15,,15,,20,
  Card Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,
  Investment Bank,,21.9,,17.1,,15.1,,—,,15.9,,10.4,,0,,7.6,,20,,22,,19,,20,,28,,19,,12,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,
  JPMorgan Partners,,0,,0,,0,,—,,0,,0,,0,,—,,0,,0,,0,,—,,9,,16,,—,
  Corporate/Reconciling items,,0,,0,,0,,—,,0,,0,,0,,—,,0,,0,,0,,—,,0,,0,,—,
Goodwill,,—,,—,,—,,—,,8055,1.0,—,,8108,1.0,8096,1.0,8511,1.0,8132,1.0,8134,1.0,8511,1.0,8730,1.0,8731,1.0,42947,1.0
  Retail Financial Services,,—,,—,,—,,—,,507,0.0671790115277594,—,,507,0.0657161373946857,507,0.0656820831713953,507,0.0623309564789771,507,0.0653771760154739,507,0.0653603197112286,507,0.0623309564789771,507,0.0606967556566503,524,0.0627244433804166,15106,0.351735860479195
