Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
  Ingenix,,80,0.0149476831091181,78,0.0142128279883382,100,0.0177399325882562,117,0.0204975473020322,102,0.0170654174334951,98,0.0160287863918875,110,0.0176028164506321,137,0.021687509893937,109,0.0171951411894621,109,0.0170099875156055,118,0.0179140731744345,155,0.0223246435258534,121,0.0164446860559935,126,0.0168674698795181,148,0.019407290847102,179,0.022623862487361,140,0.0163189182888449,146,0.0159562841530055,170,0.0164984472049689
Operating Income,,273,1.0,288,1.0,309,1.0,330,1.0,365,1.0,384,1.0,396,1.0,421,1.0,482,1.0,523,1.0,572,1.0,609,1.0,653,1.0,709,1.0,763,1.0,810,1.0,876,1.0,945,1.0,1092,1.0
  Health Care Service,,172,0.616487455197133,179,0.602693602693603,187,0.586206896551724,201,0.592920353982301,226,0.605898123324397,233,0.603626943005181,237,0.5925,248,0.589073634204275,278,0.576763485477178,316,0.604206500956023,358,0.625874125874126,376,0.617405582922824,402,0.6156202143951,450,0.634696755994358,490,0.642201834862385,523,0.645679012345679,577,0.658675799086758,636,0.673015873015873,763,0.698717948717949
  Uniprise,,66,0.236559139784946,72,0.242424242424242,75,0.235109717868339,76,0.224188790560472,90,0.241286863270777,93,0.240932642487047,94,0.235,97,0.230403800475059,126,0.261410788381743,127,0.24282982791587,128,0.223776223776224,136,0.223316912972085,152,0.232771822358346,153,0.215796897038082,154,0.201834862385321,151,0.18641975308642,167,0.190639269406393,170,0.17989417989418,171,0.156593406593407
  Specialized Care Services,,38,0.136200716845878,43,0.144781144781145,45,0.141065830721003,48,0.141592920353982,51,0.136729222520107,53,0.137305699481865,54,0.135,56,0.133016627078385,66,0.136929460580913,68,0.130019120458891,73,0.127622377622378,79,0.129720853858785,88,0.134762633996937,93,0.131170662905501,100,0.131061598951507,104,0.128395061728395,113,0.128995433789954,119,0.125925925925926,124,0.113553113553114
  Ingenix,,3,0.010752688172043,3,0.0101010101010101,12,0.0376175548589342,14,0.0412979351032448,6,0.0160857908847185,7,0.0181347150259067,15,0.0375,20,0.0475059382422803,12,0.024896265560166,12,0.0229445506692161,13,0.0227272727272727,18,0.0295566502463054,11,0.0168453292496172,13,0.0183356840620592,19,0.0249017038007864,32,0.0395061728395062,19,0.021689497716895,20,0.0211640211640212,34,0.0311355311355311
  Corporate,,-6,,-9,,-10,,-9,,-8,,-2,,-4,,0,,0,,0,,0,,0,,0,,0,,—,,0,,0,,0,,0,
Operating Income Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Ingenix,,50,,50,,20,,—,,100,,133,,25,,—,,9,,-8,,-35,,—,,-8,,8,,46,,—,,73,,54,,79,
  Health Care Service,,23,,28,,34,,—,,31,,30,,27,,—,,18,,31,,46,,—,,46,,43,,38,,—,,44,,41,,56,
  Specialized Care Services,,31,,43,,41,,—,,34,,23,,20,,—,,27,,26,,30,,—,,33,,37,,37,,—,,28,,28,,24,
  Uniprise,,43,,13,,32,,—,,36,,29,,25,,—,,30,,27,,27,,—,,19,,19,,18,,—,,10,,11,,11,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Health Care Service,,4,,6,,8,,—,,10,,10,,10,,—,,5,,3,,4,,—,,16,,16,,16,,—,,17,,24,,40,
  Specialized Care Services,,38,,36,,27,,—,,35,,29,,28,,—,,20,,21,,22,,—,,24,,23,,25,,—,,22,,24,,22,
  Ingenix,,51,,44,,56,,—,,28,,26,,10,,—,,7,,11,,7,,—,,11,,16,,25,,—,,16,,16,,15,
  Uniprise,,15,,15,,19,,—,,18,,13,,12,,—,,8,,7,,12,,—,,17,,17,,11,,—,,9,,9,,8,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,
Goodwill,,—,,—,,—,,—,,—,,—,,—,,—,,2221,1.0,2284,1.0,2793,1.0,3363,1.0,3367,1.0,3403,1.0,3424,1.0,3509,1.0,5446,1.0,5479,1.0,9165,1.0
  Health Care Service,,—,,—,,—,,—,,—,,—,,—,,—,,1100,0.495272399819901,1100,0.481611208406305,1570,0.562119584675976,1693,0.503419565863812,1697,0.504009504009504,1698,0.498971495739054,1705,0.497955607476636,1770,0.504417212881163,3705,0.680315828130738,3726,0.680051104216098,7400,0.807419530823786
  Uniprise,,—,,—,,—,,—,,—,,—,,—,,—,,259,0.116614137775777,259,0.113397548161121,259,0.0927318295739348,698,0.207552780255724,698,0.207306207306207,698,0.205113135468704,698,0.203855140186916,698,0.198917070390425,698,0.128167462357694,698,0.127395510129586,698,0.0761593016912166
  Ingenix,,—,,—,,—,,—,,—,,—,,—,,—,,537,0.241782980639352,600,0.262697022767075,600,0.214822771213749,609,0.181088314005352,609,0.180873180873181,618,0.181604466647076,620,0.18107476635514,632,0.180108292960958,634,0.116415717958134,646,0.117904727139989,658,0.0717948717948718
  Specialized Care Services,,—,,—,,—,,—,,—,,—,,—,,—,,325,0.146330481764971,325,0.142294220665499,364,0.130325814536341,363,0.107939339875112,363,0.107811107811108,389,0.114310902145166,401,0.117114485981308,409,0.116557423767455,409,0.0751009915534337,409,0.0746486585143274,409,0.0446262956901255
Assets,,—,,—,,—,,11053,1.0,—,,—,,—,,12486,1.0,—,,—,,—,,14164,1.0,—,,—,,—,,17634,1.0,—,,—,,—,
  Adjustment,,—,,—,,—,,235,,—,,—,,—,,-84,,—,,—,,—,,389,,—,,—,,—,,269,,—,,—,,—,
  Specialized Care Services,,—,,—,,—,,525,0.0479408273217058,—,,—,,—,,848,0.0685529506871463,—,,—,,—,,974,0.0680547792062605,—,,—,,—,,1191,0.067170492358017,—,,—,,—,
  Uniprise,,—,,—,,—,,1578,0.144096429549813,—,,—,,—,,1737,0.140420371867421,—,,—,,—,,1914,0.133733929569592,—,,—,,—,,2024,0.114150358129829,—,,—,,—,
  Corporate,,—,,—,,—,,-133,,—,,—,,—,,200,,—,,—,,—,,-537,,—,,—,,—,,-366,,—,,—,,—,
  Ingenix,,—,,—,,—,,730,0.0666605789425623,—,,—,,—,,771,0.0623282134195635,—,,—,,—,,902,0.0630240357741755,—,,—,,—,,919,0.0518301280243641,—,,—,,—,
  Health Care Service,,—,,—,,—,,8118,0.741302164185919,—,,—,,—,,9014,0.728698464025869,—,,—,,—,,10522,0.735187255449972,—,,—,,—,,13597,0.76684902148779,—,,—,,—,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
