Date,CASH_CASH_EQTY_STI_DETAILED,BS_CASH_NEAR_CASH_ITEM,BS_MKT_SEC_OTHER_ST_INVEST,BS_ACCT_NOTE_RCV,BS_ACCTS_REC_EXCL_NOTES_REC,NOTES_RECEIVABLE,BS_UNBILLED_REVENUES,BS_INVENTORIES,INVTRY_RAW_MATERIALS,INVTRY_IN_PROGRESS,INVTRY_FINISHED_GOODS,BS_OTHER_INV,OTHER_CURRENT_ASSETS_DETAILED,BS_PREPAY,BS_DERIV_HEDGING_ASST_ST,BS_TAXES_RECEIVABLE_SHORT_TERM,BS_OTHER_CUR_ASSET_LESS_PREPAY,BS_CUR_ASSET_REPORT,BS_NET_FIX_ASSET,BS_GROSS_FIX_ASSET,BS_ACCUM_DEPR,BS_LT_INVEST,BS_LONG_TERM_INVESTMENTS,BS_LT_RECEIVABLES,BS_OTHER_ASSETS_DEF_CHRG_OTHER,BS_DISCLOSED_INTANGIBLES,BS_GOODWILL,OTHER_INTANGIBLE_ASSETS_DETAILED,BS_PREPAID_EXPENSE_LT,BS_DEFERRED_TAX_ASSETS_LT,BS_DERIV_HEDGING_ASST_LT,BS_INVEST_IN_ASSOC_CO,OTHER_NONCURRENT_ASSETS_DETAILED,BS_TOT_NON_CUR_ASSET,BS_TOT_ASSET,CF_NET_INC,CF_CASH_FROM_OPER,FIXED_INTANG_ASST_CHANGE,DISPOSAL_OF_FIXED_INTANG,ACQUIS_OF_FIXED_INTANG,NET_CHG_IN_LT_INVEST_DETAILED,CF_DECR_INVEST,CF_INCR_INVEST,CF_NT_CSH_RCVD_PD_FOR_ACQUIS_DIV,CF_CASH_FOR_DIVESTITURES,CF_CASH_FOR_ACQUIS_SUBSIDIARIES,CF_CASH_FOR_JOINT_VENTURES_ASSOC,OTHER_INVESTING_ACT_DETAILED,CF_NET_CASH_DISCONTINUED_OPS_INV,CF_CASH_FROM_INV_ACT,CF_DVD_PAID,PROC_FR_REPAYMNTS_BOR_DETAILED,PROC_FR_REPURCH_EQTY_DETAILED,CF_INCR_CAP_STOCK,CF_DECR_CAP_STOCK,OTHER_FIN_AND_DEC_CAP,CF_NET_CASH_DISCONTINUED_OPS_FIN,CFF_ACTIVITIES_DETAILED,CF_EFFECT_FOREIGN_EXCHANGES,CF_NET_CHNG_CASH,CF_CASH_PAID_FOR_TAX,CF_NET_CASH_PAID_FOR_AQUIS,CF_FREE_CASH_FLOW,CF_FREE_CASH_FLOW_FIRM,FREE_CASH_FLOW_EQUITY,FREE_CASH_FLOW_PER_SH,PX_TO_FREE_CASH_FLOW,CASH_FLOW_TO_NET_INC,SALES_REV_TURN,IS_SALES_AND_SERVICES_REVENUES,IS_COGS_TO_FE_AND_PP_AND_G,IS_COG_AND_SERVICES_SOLD,GROSS_PROFIT,IS_OTHER_OPER_INC,IS_OPERATING_EXPN,IS_SGA_EXPENSE,IS_SELLING_EXPENSES,IS_GENERAL_AND_ADMINISTRATIVE,IS_OPERATING_EXPENSES_RD,IS_OTHER_OPERATING_EXPENSES,IS_OPER_INC,IS_NONOP_INCOME_LOSS,IS_NET_INTEREST_EXPENSE,IS_INT_EXPENSE,IS_INT_INC,IS_OTHER_INVESTMENT_INCOME_LOSS,INCOME_LOSS_FROM_AFFILIATES,IS_OTHER_NON_OPERATING_INC_LOSS,PRETAX_INC,IS_ABNORMAL_ITEM,IS_DERIVATIVES_HEDGING,IS_GAIN_LOSS_DISPOSAL_ASSETS,IS_IMPAIRMENT_ASSETS,IS_IMPAIR_OF_INTANG_ASSETS,IS_SALE_OF_BUSINESS,IS_LEGAL_LITIGATION_SETTLEMENT,IS_GAIN_LOSS_ON_INVESTMENTS,IS_OTHER_ONE_TIME_ITEMS,IS_INC_TAX_EXP,IS_INC_BEF_XO_ITEM,XO_GL_NET_OF_TAX,IS_DISCONTINUED_OPERATIONS,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,NI_INCLUDING_MINORITY_INT_RATIO,MIN_NONCONTROL_INTEREST_CREDITS,NET_INCOME,IS_TOT_CASH_PFD_DVD,OTHER_ADJUSTMENTS,EARN_FOR_COMMON,IS_NET_ABNORMAL_ITEMS,IS_AVG_NUM_SH_FOR_EPS,IS_EPS,IS_EARN_BEF_XO_ITEMS_PER_SH,IS_BASIC_EPS_CONT_OPS,IS_SH_FOR_DILUTED_EPS,IS_DILUTED_EPS,IS_DIL_EPS_BEF_XO,IS_DIL_EPS_CONT_OPS,ACCOUNTING_STANDARD,EBITDA,EBITDA_MARGIN,EBIT,GROSS_MARGIN,OPER_MARGIN,PROF_MARGIN,ACTUAL_SALES_PER_EMPL,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_ON_INV_CAPITAL,INCREMENTAL_OPERATING_MARGIN,PRETAX_INC_TO_NET_SALES,INC_BEF_XO_ITEMS_TO_NET_SALES,NET_INCOME_TO_COMMON_MARGIN,EFF_TAX_RATE,ESG_SCORE,ENVIRONMENTAL_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,NOX_EMISSIONS,VOC_EMISSIONS,CARBON_MONOXIDE_EMISSIONS,PARTICULATE_EMISSIONS,SULPHUR_DIOXIDE_SULPHUR_OXIDE_EM,EMISSION_REDUCTION,TRANSITION_PLAN_INDICATOR,CLIMATE_CHG_POLICY,CLIMATE_CHG_OPPORTUNITIES,CLIMATE_RISKS,ODS_EMISSIONS,CO2_SCOPE_1,GHG_SCOPE_1,GHG_SCOPE_2_LOCATION_BASED,GHG_SCOPE_2_MARKET_BASED,GHG_SCOPE_3,SCOPE_OF_DISCLOSURE,CARBON_PER_UNIT_OF_PROD,ENERGY_EFFIC_POLICY,ENERGY_CONSUMPTION,RENEW_ENERGY_USE,ELECTRICITY_USED,COAL_USED,NAT_GAS_USED,OIL_DIESEL_USED,WASTE_REDUCTION,HAZARDOUS_WASTE,TOTAL_WASTE,WASTE_RECYCLED,WASTE_SENT_TO_LANDFILLS,ENVIRON_SUPPLY_MGT,WATER_POLICY,TOTAL_WATER_WITHDRAWAL,BIODIVERSITY_POLICY,ADOPT_TNFD_RECOMMENDATIONS,ZERO_DEFORESTATION_POLICY,BOARD_LEVEL_OVERSIGHT_BIODIV,EXEC_LEVEL_OVERSIGHT_BIODIV,HUMAN_RIGHTS_POLICY,POLICY_AGAINST_CHILD_LABOR,QUALITY_ASSURANCE_AND_RECALL_POL,CONSUMER_DATA_PROTECTION_POLICY,COMMUNITY_SPENDING,EQUAL_OPPORTUNITY_POLICY,GENDER_PAY_GAP_BREAKOUT,PCT_WOMEN_IN_MID_AND_OTHER_MGMT,PCT_WOMEN_EMPLOYEES,PCT_MINORITY_MGT,PCT_MINORITY_EMPLOYEES,ETHICS_POLICY,ANTI_BRIBERY_ETHICS_POLICY,POLITICAL_DONATIONS,HEALTH_SAFETY_POLICY,FATALITIES_EMPLOYEES,FATALITIES_TOTAL,TOTAL_RECORDABLE_INCIDENT_RATE,TRAINING_POLICY,FAIR_REMUNERATION_POLICY,NUMBER_EMPLOYEES_CSR,EMPLOYEE_TURNOVER_PCT,PCT_EMPLOYEES_UNIONIZED,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,COMP_DISCLOSES_EMP_ENG_SCORE,SOCIAL_SUPPLY_CHAIN_MGMT,YEARS_AUDITOR_EMPLOYED,SIZE_OF_AUDIT_COMMITTEE,NUM_IND_DIR_ON_AUD_CMTE,AUDIT_COMMITTEE_MEETINGS,AUDIT_COMMITTEE_MTG_ATTEND_PCT,COMPANY_CONDUCTS_BRD_EVALUATIONS,BOARD_SIZE,NUM_EXECUTIVES_COMP_MANAGERS,NUM_OF_NONEXEC_DIR_ON_BRD,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,DIRECTOR_SH_OWNERSHIP_GUIDELINES,SIZE_OF_COMPENSATION_COMMITTEE,NUM_IND_DIR_ON_CMPNSTN_CMTE,NUM_COMPENSATION_CMTE_MTG,COMPENSATION_CMTE_MTG_ATTEND_PCT,NUMBER_OF_FEMALE_EXECUTIVES,NUMBER_OF_WOMEN_ON_BOARD,BOARD_AGE_LIMIT,AGE_OF_YOUNGEST_DIRECTOR,AGE_OF_OLDEST_DIRECTOR,INDEPENDENT_DIRECTORS,SIZE_OF_NOMINATION_COMMITTEE,NUM_IND_DIR_ON_NOM_CMTE,NUM_OF_NOMINATION_CMTE_MTG,NOMINATION_CMTE_MTG_ATTEND_PCT,VERIFICATION_TYPE,EMPLOYEE_CSR_TRAINING,BOARD_DURATION
2000-12-29 00:00:00,2054,2054,0,1768,1768,,,21442,0,0,21442,0,1291,,,,,26555,40934,52433,11499,0,,,10641,9059,9059,0,,,,,1582,51575,78130,6295,9604,-8042,0,-8042,0,0,0,,,,,-672,,-8714,-1070,64,388,581,-193,-74,,-692,,198,1319,,1562,,1626,0.1166,151.8586,1.5257,191329,,150255,,41074,,31550,31550,,,,,9524,,,1383,,,,,0,,,,,,,,,,3692,6424,0,,,-3692,129,6295,0,0,6295,,13395,0.47,0.47,0.47,13452,0.4667,0.4667,0.4667,US GAAP,12392,6.4768,9524,21.4677,4.9778,3.2901,153801.4469,22.0193,8.4793,14.0834,-7.7939,4.617,0,-1.9297,3.2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31 00:00:00,2161,2161,0,2000,,,,22614,0,0,22614,0,1471,,,,,28246,45750,58618,12868,0,,,9455,8595,8595,0,,,,,860,55205,83451,6671,10260,-8383,0,-8383,0,0,0,,,,,1237,,-7146,-1249,-628,-1214,0,-1214,84,,-3007,,107,3196,0,1877,2722.3543,1249,0.1401,136.8997,1.538,217799,,171562,,46237,,34160,,,,,,12077,,,1326,171,,,,10751,44.86,,,,,,,,,3897,6854,0,,,6854,183,6671,0,0,6671,,13395,0.4967,0.4967,0.5,13443,0.4967,0.4967,0.5,US GAAP,15367,7.0556,12077,21.2292,5.545,3.0629,157483.008,20.0798,8.2572,13.6286,13.5279,9.6449,4.9362,3.1469,3.0629,36.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 00:00:00,2736,2736,0,1569,1569,,,24401,0,0,24401,0,2016,,,,,30722,51374,66100,14726,0,,,12712,9389,9389,0,,,,,3323,64086,94808,7955,13005,-8934,311,-9245,0,0,0,,,,,-905,,-9839,-1328,2403,-3383,0,-3383,-261,,-2569,,597,4539,0,3760,4445.9354,6474,0.2829,59.5105,1.6348,229616,,178299,,51317,0,38022,39983,,,,,13295,,927,1059,132,,,,12368,,,,,,,,,,4357,8011,-137,,,8148,193,7955,0,0,7955,,13290,0.6,0.59,0.59,13338,0.5967,0.5867,0.5867,US GAAP,16659,7.2552,13295,22.3491,5.7901,3.4645,164011.4286,21.3377,8.9252,14.2025,13.6951,10.3072,5.3864,3.4889,3.4645,35.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31 00:00:00,5199,5199,0,1254,1254,,,26612,0,0,26612,0,1356,,,,,34421,58530,75887,17357,0,,,11961,9882,9882,0,,,,,2079,70491,104912,9054,15996,-9827,481,-10308,0,0,0,,,,,1515,,-8312,-1569,941,-5046,0,-5046,431,,-5243,,2441,4358,0,5688,6324.8421,7110,0.4346,40.6922,1.7667,256329,,198747,,57582,0,42557,44909,,,,,15025,,832,996,164,,,,14193,150,,,,,,,,,5118,9075,-193,,,9268,214,9054,0,0,9054,,13089,0.6933,0.6767,0.6767,13119,0.69,0.6767,0.6767,US GAAP,18877,7.3644,15025,22.4641,5.8616,3.5322,170886,21.7948,9.0667,14.3773,13.5994,6.4762,5.537,3.5404,3.5322,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31 00:00:00,5488,5488,0,1715,1715,,,29762,0,0,29762,0,1889,,,,,38854,68118,88593,20475,0,,,13182,10803,10803,0,,,,,2379,81300,120154,10267,15044,-11940,953,-12893,0,0,0,,,,,-411,,-12351,-2214,4041,-4549,0,-4549,318,,-2404,,289,5593,0,2151,2926.0694,7145,0.1683,104.5841,1.4653,287989,,219793,,68196,0,51105,51105,,,,,17091,,986,1187,201,,,,16105,,,,,,,,,,5589,10516,0,,,10516,249,10267,0,0,10267,,12777,0.8033,0.8033,0.8033,12798,0.8033,0.8033,0.8033,US GAAP,21496,7.4642,17091,23.6801,5.9346,3.5651,169405.2941,22.0751,9.1235,14.7248,14.2052,6.5256,5.5922,3.6515,3.5651,34.7035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-30 00:00:00,6193,6193,0,2575,2575,,,31910,0,0,31910,0,3147,,,,,43825,77865,100929,23064,0,,,16497,12097,12097,0,,,,,4400,94362,138187,11231,17635,-13488,1042,-14530,0,0,0,,,,,-698,,-14186,-2511,4018,-3580,0,-3580,-450,,-2523,,926,5962,,3105,4055.0679,8165,0.2474,63.0481,1.5702,312101,,237649,,74452,0,55739,55739,,,,,18713,,1178,1420,242,,,,17535,-103,,,,,,,,,5803,11732,177,,,11555,324,11231,0,0,11231,,12549,0.8933,0.91,0.9033,12564,0.8933,0.9067,0.9,US GAAP,23358,7.4841,18713,23.8551,5.9958,3.5985,173389.4444,21.8998,8.6947,14.279,14.0587,6.7269,5.6184,3.759,3.5985,33.0938,,,,,27.7638,0,2.5695,80.5238,,,,,,0,,0,0,0,,,,,,,,,0,,,,,,,0,,,,,0,0,,0,,,,,0,0,0,0,,0,0,,,,,0,0,,0,,,,0,0,1800000,,,,,0,,4,4,7,75,,14,11,11,7,75,,,4,4,8,75,0,2,,44,70,10,4,4,8,75,0,0,1
2006-12-29 00:00:00,7767,7767,0,2840,2840,,,33685,0,0,33685,0,2690,,,,,46982,88440,115190,26750,0,,,16165,13759,13759,0,,,,,2406,104605,151587,11284,19952,-15272,394,-15666,0,0,0,,,,,809,,-14463,-2802,-92,-1718,0,-1718,-130,,-4742,,747,6665,68,4286,5487.9626,4588,0.3431,44.8655,1.7682,348650,,264152,,84498,0,64001,64001,,,,,20497,,1529,1809,280,,,,18968,-98,,,,,,,,,6365,12603,894,,,11709,425,11284,0,0,11284,-98,12492,0.9033,0.9733,0.9733,12504,0.9033,0.9733,0.9733,US GAAP,25956,7.4447,20497,24.2358,5.879,3.2365,183500,19.6681,7.7881,13.1667,13.7452,4.8811,5.4404,3.6148,3.2365,33.5565,,,,,29.9769,1.2383,10.3688,78.1457,,,,,,1,,0,0,0,,,,,,,,,1,,,,,,,1,,,,,0,0,,0,,,,,0,0,0,0,,1,0,,,,,1,0,,1,,,,0,0,1900000,,,,,0,,3,3,10,75,,14,11,12,8,,,,3,3,7,75,1,3,,45,71,10,3,3,7,75,0,0,1
2007-12-31 00:00:00,5492,5492,0,3642,3642,,,35159,0,0,35159,0,3727,,,,,48020,96867,127992,31125,0,,,18627,15879,15879,0,,,,,2748,115494,163514,12731,20642,-13980,957,-14937,0,0,0,,,,,-1690,,-15670,-3586,4477,-7691,0,-7691,-370,,-7170,,-2198,6299,1595,5705,7089.2994,11139,0.4677,33.875,1.6214,378476,,286350,,92126,0,70174,70174,,,,,21952,,1794,2103,309,,,,20158,18,,,,,,,,,6889,13269,132,,,13137,406,12731,0,0,12731,,12198,1.0433,1.0533,1.0533,12216,1.0433,1.0533,1.0533,US GAAP,28269,7.4692,21952,24.3413,5.8001,3.3638,180226.6667,20.1789,8.0806,13.5733,13.3525,4.8783,5.3261,3.5059,3.3638,34.175,,,,,30.8822,1.5705,10.3688,80.5238,,,,,,1,,1,0,0,,,,,,,,,1,,,,,,,1,,,,,0,0,,0,,,,,0,0,0,0,,1,0,,,,,1,0,,1,,,,0,0,2100000,,,,,0,,4,4,15,75,,15,12,13,6,75,,,3,3,9,75,1,3,,46,72,11,3,3,9,75,0,0,1
2008-12-31 00:00:00,7275,7275,0,3905,3905,0,,34511,,,,,3258,,0,,1770,48949,95653,131161,35508,0,,,18827,15260,15260,0,,202,847,,2518,114480,163429,13381,23147,-10785,714,-11499,0,0,0,-738,0,-738,0,781,,-10742,-3746,-2918,-3521,0,-3521,267,,-9918,-781,1706,6596,738,11648,13085.4398,9444,0.9857,18.9578,1.7298,404254,401087,303941,303941,100313,0,77546,77546,,,0,0,22767,1900,1900,2184,284,,,0,20867,768.1538,,,,,,386.1538,,,7133,13734,-146,-146,0,13880,499,13381,0,0,13381,499.3,11817,1.1333,1.12,1.1622,11853,1.13,1.1167,1.1588,US GAAP,29506,7.2989,22767,24.8143,5.6319,3.31,192501.9048,20.6031,8.1855,13.9127,13.1187,3.1616,5.1619,3.3974,3.31,34.1832,,,,,36.2137,16.7925,11.1548,80.5238,,,,,,1,,1,0,0,,,,,,,,,1,,,,,,,1,,,,,1,1,,0,,,,,0,0,0,0,,1,0,,,,,1,0,,1,,,,0,0,2100000,,,,,1,,4,4,9,75,,16,11,13,7,75,,,3,3,9,75,1,3,,39,73,10,3,3,9,75,0,0,1
2009-12-31 00:00:00,7907,7907,0,4144,4144,0,,32713,,,,,3268,,0,,1594,48032,102307,143517,41210,0,,,20068,16126,16126,0,,331,735,,2876,122375,170407,14370,26249,-11182,1002,-12184,0,0,0,0,0,0,0,-438,,-11620,-4217,-1866,-7276,0,-7276,-832,,-14191,194,632,7389,0,14065,15461.8953,13201,1.2127,14.6916,1.8267,408085,405132,304106,304106,103979,0,79977,79977,,,0,0,24002,1884,1884,2065,181,,,0,22118,260,,,,,,,,,7156,14962,79,79,0,14883,513,14370,0,0,14370,-210,11598,1.24,1.2467,1.2277,11631,1.2367,1.2433,1.2253,US GAAP,31159,7.6354,24002,25.4797,5.8816,3.5213,194326.1905,21.1708,8.609,14.6215,13.76,32.237,5.4199,3.6664,3.5213,32.3537,,,,,37.461,17.1247,14.5707,80.5238,,,,,,1,,1,0,1,,,,,,,,,1,,,,,,,1,,,,,1,1,,0,,,,,0,0,0,0,,1,0,,,,,1,1,,1,,,,1,0,2100000,,,,,1,,4,4,9,75,,15,12,12,5,75,,,3,3,9,75,1,3,,40,70,10,3,3,9,75,0,0,1
2010-12-31 00:00:00,7395,7395,0,5089,5089,0,,36437,,,,,3091,,0,,1324,52012,107878,154489,46611,0,,,20892,16763,16763,0,,327,738,,3064,128770,180782,16389,23643,-12210,489,-12699,0,0,0,-202,0,-202,0,219,,-12193,-4437,7819,-14776,0,-14776,-634,,-12028,66,-512,6984,202,10944,12439.0121,19252,0.9978,18.0161,1.4426,421849,418952,314946,314946,106903,0,81361,81361,,,0,0,25542,2004,2004,2205,201,,,0,23538,0,,,,,,,,,7579,15959,-1034,-1034,0,16993,604,16389,0,0,16389,-434,10968,1.4933,1.4,1.3604,11010,1.49,1.3933,1.3539,US GAAP,33183,7.8661,25542,25.3415,6.0548,3.885,200880.4762,23.5796,9.3334,15.7645,13.9581,11.1886,5.5797,3.7831,3.885,32.199,,,,,40.2273,19.0879,20.919,80.5238,,,,,,1,,1,0,1,,,,,,,,,1,,,,,,,1,5.306,,,,1,1,,0,,,,,0,0,0,0,,1,0,,,,,1,1,,1,,,,1,0,2100000,,,,,1,,4,4,7,75,,15,12,12,7,75,,,3,3,8,75,1,3,,41,62,10,3,3,8,75,0,0,1
2011-12-30 00:00:00,6550,6550,0,5937,5937,0,,40714,,,,,1774,,2,,957,54975,112324,160938,48614,0,,,26107,20651,20651,0,,738,588,,4130,138431,193406,15699,24255,-12930,580,-13510,0,0,0,-3548,0,-3548,0,-131,,-16609,-5048,3485,-6298,0,-6298,-597,,-8458,-33,-845,5899,3548,10745,12309.4649,14810,1.0352,19.2433,1.545,446509,443416,334993,334993,111516,0,85025,85025,,,0,0,26491,2159,2159,2320,161,,,0,24332,65,-68,,,,,,-51,148,7924,16408,21,21,0,16387,688,15699,0,0,15699,215.95,10380,1.5133,1.5167,1.5353,10422,1.5067,1.51,1.5307,US GAAP,34597,7.7483,26491,24.9751,5.9329,3.5159,202958.6364,22.4501,8.391,14.8543,13.8978,3.8483,5.4494,3.6747,3.5159,32.5662,,,,,41.0623,19.0879,20.919,83.0223,,,,,,1,,1,0,1,,,,,,,,,1,,,,,,,1,4.308,,,,1,1,,0,,,,,0,0,0,0,,1,0,,,,,1,1,,1,,,,1,0,2200000,,,,,1,43,4,4,8,75,,15,12,13,4,75,,,3,3,7,75,2,3,,42,69,10,3,3,7,75,0,0,1
2012-12-31 00:00:00,7781,7781,0,6768,6768,0,,43803,,,,,1588,,29,,1002,59940,116681,171724,55043,0,,,26484,20497,20497,0,,757,581,,4649,143165,203105,16999,25591,-12366,532,-12898,0,0,0,0,0,0,0,-271,,-12637,-5361,1487,-7600,0,-7600,-472,,-11946,223,1231,7304,0,12693,14056.9158,14712,1.254,18.1366,1.5054,468651,465604,352297,352297,116354,0,88629,88629,,,0,0,27725,2063,1791,1977,186,,,272,25662,0,,,,,,,,,7958,17704,-52,-52,0,17756,757,16999,0,0,16999,0,10122,1.68,1.6767,1.6767,10167,1.6733,1.67,1.67,US GAAP,36203,7.7249,27725,24.8274,5.9159,3.6272,213023.1818,23.0248,8.5743,15.3101,14.2975,5.5731,5.4757,3.7777,3.6272,31.0108,,,,,41.6357,20.8094,20.919,83.0223,,,,,,1,,1,0,1,,,,,,,,,1,,1080,,,,,1,3.764,,,,1,1,,0,,,,,0,0,0,0,,1,0,,,,,1,1,,1,,,,1,0,2200000,,,,,1,44,5,5,15,97,,17,12,15,6,97,,,3,3,7,97,2,4,,37,70,12,3,3,7,97,0,0,1
2013-12-31 00:00:00,7281,7281,0,6677,6677,0,,44858,,,,,2369,,5,,1082,61185,117907,178678,60771,0,,,25659,19510,19510,0,,1151,716,,4282,143566,204751,16022,23257,-12388,727,-13115,0,0,0,0,0,0,0,-138,,-12526,-6139,3015,-6683,0,-6683,-982,,-10789,-442,-500,8641,0,10142,11532.8855,13884,1.0342,25.3636,1.4516,476294,473076,358069,358069,118225,0,91353,91353,,,0,0,26872,2216,1953,2072,119,,,263,24656,1010.1538,,,,,,,,959.6462,8105,16551,-144,-144,0,16695,673,16022,0,0,16022,656.6,9807,1.6333,1.6233,1.686,9849,1.6267,1.6167,1.6833,US GAAP,35742,7.5042,26872,24.8219,5.6419,3.3639,216497.2727,20.999,7.8567,13.8683,12.9794,,5.1766,3.475,3.3639,32.8723,,,,,42.7019,18.8463,26.0883,83.0223,,,,,,1,,1,0,1,,,,,,,,,1,,2250,,,,,1,,,,,1,1,,0,,,,,0,1,0,0,,1,0,,57,,,1,1,,1,,,,1,0,2200000,,16,,,1,45,4,4,22,97,,16,12,13,6,97,,,3,3,7,97,2,4,,38,71,10,3,3,7,97,0,0,1
2014-12-31 00:00:00,9135,9135,0,6778,6778,0,,45141,,,,,2224,,0,,1496,63278,116655,182634,65979,0,,,23557,18102,18102,0,,1033,512,,3910,140212,203490,16363,28564,-11604,570,-12174,0,0,0,671,671,0,0,-192,,-11125,-6185,-5018,-1015,0,-1015,-2853,,-15071,-514,1854,8169,0,16390,17855.1822,11942,1.6914,16.9245,1.7456,485651,482229,365086,365086,120565,0,93418,93418,,,0,0,27147,2348,2048,2161,113,,,300,24799,249.4615,,,,,,249.4615,,,7985,16814,-285,-285,0,17099,736,16363,0,0,16363,162.15,9690,1.69,1.6592,1.676,9729,1.6833,1.654,1.6707,US GAAP,36320,7.4786,27147,24.8254,5.5898,3.3693,220750.4545,20.7588,8.0163,14.0959,13.3318,2.939,5.1063,3.4622,3.3693,32.1989,,,,,50.2565,31.4105,31.7412,87.4774,,,,,,1,,1,0,1,,,6761.81,15121.6,,5444.3,1,,1,42876,3021,29184.9,,51656,530.802,1,,,,,1,1,,0,,,,,1,1,0,1,1400,1,0,41,57,30,40,1,1,,1,,,5.6,1,0,2200000,,,,0,1,46,4,4,15,98,1,16,11,15,5,98,1,1,4,4,8,98,2,4,75,31,72,11,4,4,8,98,0,0,1
2015-12-31 00:00:00,8705,8705,0,5624,5624,0,,44469,,,,,1441,,0,,1441,60239,116516,188054,71538,0,,,22826,16695,16695,0,,1504,621,,4006,139342,199581,14694,27552,-10842,635,-11477,0,0,0,246,246,0,0,-79,0,-10675,-6294,-3158,-4112,0,-4112,-2721,0,-16285,-1022,-430,8111,0,16075,17487.6611,13552,1.6708,12.2295,1.8751,482130,478614,360984,360984,121146,0,97041,97041,,,0,0,24105,2467,1946,2027,81,,,521,21638,791.8769,,,,,,,,791.8769,6558,15080,0,0,0,15080,386,14694,0,0,14694,64.34,9621,1.5267,1.5267,1.534,9651,1.5233,1.5233,1.53,US GAAP,33559,6.9606,24105,25.1272,4.9997,3.0477,209621.7391,18.1475,7.291,12.6145,12.5039,-86.3959,4.488,3.1278,3.0477,30.3078,3.37,2.04,2.11,7.9,50.7796,34.5515,30.1693,87.4774,,,,,,1,,1,0,1,,2931.3,6107.24,14928.1,,13839.5,1,,1,45369,3000,31573.1,,725999,571.176,1,,,,,1,1,,0,,,,,1,1,0,1,1401,1,0,,56,31,42,1,1,,1,,,4.4,1,0,2300000,,,,0,1,47,4,4,10,98,1,15,11,14,6,98,1,1,5,5,8,98,2,4,75,32,73,10,5,5,8,98,0,0,1
2016-12-30 00:00:00,6867,6867,0,5835,5835,0,,43046,,,,,1941,,0,,1941,57689,114178,191129,76951,0,,,26958,17037,17037,0,,1565,479,,7877,141136,198825,13643,31673,-10163,456,-10619,0,0,0,-1801,662,-2463,0,-1932,0,-13896,-6216,-3591,-8298,0,-8298,-967,0,-19072,-452,-1747,4507,2463,21054,22479.3253,17919,2.2631,10.1805,2.3216,485873,481317,361256,361256,124617,0,101853,101853,,,0,0,22764,2267,1944,2044,100,,,323,20497,-287.2615,,,,,-670.2769,,,383.0154,6204,14293,0,0,0,14293,650,13643,0,0,13643,-186.72,9303,1.4667,1.4667,1.4464,9336,1.46,1.46,1.44,US GAAP,32844,6.7598,22764,25.6481,4.6852,2.8079,211249.1304,17.2321,6.8488,12.4126,12.239,,4.2186,2.9417,2.8079,30.2678,3.58,2.07,2.37,8.2,51.192,36.8167,29.1415,87.4774,,,,,,1,,1,0,1,,3164.81,6650.23,15050.6,14077.2,51646.602,1,,1,43876.602,2300,29578.801,,739883,503.709,1,,,,,1,1,,1,,,,,0,1,0,1,1400,1,0,,55,31,43,1,1,,1,,,4.9,1,0,2300000,,,,0,1,48,3,3,12,98,1,12,10,10,5,98,1,1,4,4,8,98,1,3,75,33,72,7,4,4,8,98,0,0,1
