Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
    GEICO,,5610,1.0,6060,0.162131792278674,6670,0.160905121462862,7784,0.129988978324037,8915,0.124090029647982,10101,0.115646180619161,11055,0.114276558575135,11806,0.104090071503513,12479,0.108229763835526,13576,0.128121402012042,14283,0.107251469892546,15363,0.106628262076624,16740,0.0839686998394864,18572,0.108593580980336,20496,0.110003703286264,22718,0.11232299659837,25483,0.117678841082998,29441,0.125027072707738,33363,0.137824339341262,35572,0.143801946896931,35093,0.146546288215078,37706,0.139204335691185,38984,0.132531021587625,39264,0.11121874946889
    Berkshire Hathaway Reinsurance Group,,—,,2991,0.0800224737137812,3300,0.0796082310086122,4430,0.0739788250225443,3714,0.0516960594629957,3963,0.0453723209379007,4976,0.0514373727245475,11902,0.104936475608573,5082,0.0440759403647843,6706,0.0632868386780166,9076,0.0681519527231496,9147,0.0634855635757912,9672,0.0485152487961477,8786,0.0513732071124936,10116,0.0542933968795788,13182,0.0651748279408275,14141,0.0653022207650071,24013,0.101975989162424,15944,0.0658655176829747,16341,0.0660594741437858,18693,0.0780608601602726,20197,0.0745639942702719,21846,0.0742682304946456,27010,0.0765082116736632
      Property/Casualty,,—,,553,0.0147951949059582,1283,0.0309507152678938,1330,0.0222103470157977,1462,0.0203499297078351,1663,0.0190396592782561,2196,0.022700255326187,1577,0.0139039507674946,955,0.00828266884068655,823,0.00776693531643419,623,0.00467812544584863,751,0.00521238200999445,6122,0.0307082664526485,5149,0.0301070616232904,4064,0.0218118193869719,7221,0.0357022783007673,7218,0.0333322558151348,7552,0.0320710727586983,8928,0.0368820460281986,9911,0.0400658128779794,12214,0.0510049401378896,13740,0.0507258147880148,16040,0.054530001699813,21938,0.0621413234985865
        General Re Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2805,0.0138685626137173,2569,0.011863475365625,3101,0.0131690143835704,—,,—,,—,,—,,—,,—,
        NICO Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4416,0.0218337156870501,4649,0.0214687804495098,4451,0.0189020583751279,—,,—,,—,,—,,—,,—,
      Life/Health,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2373,0.0178189272600302,2161,0.0149986118822876,2833,0.0142104735152488,3309,0.0193482747934488,2681,0.0143891456142893,4670,0.0230895498773831,4587,0.0211824684710479,4808,0.0204181300084509,5327,0.0220061222213501,4869,0.0196832249927234,5861,0.0244751886481227,5648,0.0208514848560923,5224,0.0177596464388917,5072,0.0143668881750766
        General Re Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3170,0.015673206233684,3068,0.0141678249987301,3306,0.0140395877304365,—,,—,,—,,—,,—,,—,
        Life Reinsurance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1555,0.00834581179791865,—,,—,,—,,—,,—,,—,,—,,—,,—,
        BHLN Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1500,0.00741634364369907,1519,0.00701464347231779,1502,0.00637854227801441,—,,—,,—,,—,,—,,—,
        Periodic payment annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1105,0.00593062510398721,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Periodic Payment Annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1286,0.00635827861719801,1082,0.00499660581767469,898,0.00381353592919903,1156,0.00477549789522822,863,0.00348872934251803,566,0.00236358245603778,658,0.00242922752041585,582,0.00197858235594085,0,
      Variable Annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21,0.000112708712383467,—,,—,,—,,16,6.60968566813594e-05,14,5.65958410141975e-05,14,5.84631702906872e-05,15,5.53775270611515e-05,0,,0,
      Retroactive Reinsurance,,—,,1993,0.0533215613880194,407,0.00981834849106217,526,0.00878394175211249,188,0.00261681722645212,10,0.000114489833302803,146,0.0015092155180434,7708,0.0679591962687686,204,0.00176928213979064,1989,0.0187708801268379,2621,0.0196811666028399,2011,0.0139575235980011,717,0.0035965088282504,328,0.00191787069575437,3371,0.0180924318783175,5,2.47211454789969e-05,1254,0.00579089066114977,10755,0.0456732504660752,517,0.00213575468151643,684,0.00276511108955079,38,0.000158685747931865,136,0.000502089578687774,0,,0,
      Quota Share,,—,,220,0.00588597265698157,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Other Multi-line Property/Casualty,,—,,225,0.00601974476282206,1610,0.0388391672496562,2574,0.0429845362546341,2064,0.0287293125287084,2290,0.0262181718263418,2634,0.0272279018803171,2617,0.0230733285723102,3923,0.0340239893843072,3894,0.0367490232347445,3459,0.0259737334144309,4224,0.0293170460855081,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Berkshire Hathaway Primary Group ( BHPG ),,—,,501,0.0134039650052171,712,0.0171760789327672,1034,0.0172672923416052,1211,0.0168562003257102,1498,0.0171505770287598,1858,0.0192063180309906,1999,0.0176246021459871,1950,0.0169122557479987,1773,0.0167324135067288,1697,0.0127428232449521,1749,0.0121390893947807,2263,0.0113513242375602,3342,0.0195412312963753,4377,0.0234917159096398,5394,0.0266691717427419,6257,0.0288944201489746,7143,0.030334172764219,8111,0.0335069752839067,9165,0.0370500630639371,9615,0.040151670167497,11575,0.042732991715522,13746,0.0467312595614482,17129,0.0485194060628721
    Investment Income,,—,,2844,0.0760895738020708,3067,0.0739874074252768,3238,0.0540730102534986,2842,0.039558481689239,3501,0.0400828906393112,4347,0.0449353414858537,4791,0.0422408548681461,4759,0.0412745769767825,5223,0.0492912553556936,5186,0.038941827547626,4746,0.0329400333148251,4474,0.0224418138041734,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    General Re,,—,,8353,0.223479680017123,8500,0.205051504113092,8245,0.137687451988912,7245,0.10084489790237,6435,0.0736742077303535,6075,0.0627978374802303,6076,0.0535703264827501,6014,0.0521591313171612,5829,0.0550102867065552,5693,0.0427489055589346,5816,0.0403664630760689,5984,0.030016051364366,5984,0.0349894458640066,6264,0.0336193987795257,5975,0.0295417688474013,5637,0.0260313003643551,—,,—,,—,,—,,—,,—,,—,
      Global Life/Health,,—,,1988,0.0531877892821789,1886,0.0454973102067402,1847,0.0308439931866003,2015,0.0280472697409629,2295,0.0262754167429932,2364,0.0244368868811958,2462,0.0217067386110156,2580,0.0223762152973521,2626,0.0247824691870671,2714,0.0203795063563936,2875,0.0199541921154914,3002,0.0150581861958266,2977,0.0174070154306731,3161,0.0169653447544829,3170,0.015673206233684,3068,0.0141678249987301,—,,—,,—,,—,,—,,—,,—,
      Faraday (London Market),,—,,—,,855,0.0206257689431404,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Property/Casualty,,—,,6365,0.170291890734944,5759,0.138928424963211,6398,0.106843458802311,5230,0.0727976281614075,4140,0.0473987909873603,3711,0.0383609505990345,3614,0.0318635878717345,3434,0.029782916019809,3203,0.0302278175194881,2979,0.0223693992025411,2941,0.0204122709605775,2982,0.0149578651685393,3007,0.0175824304333335,3103,0.0166540540250428,2805,0.0138685626137173,2569,0.011863475365625,—,,—,,—,,—,,—,,—,,—,
        International Property/Casualty,,—,,2397,0.064130347539931,1792,0.043229681808313,2847,0.0475435022210347,2218,0.0308728755759086,1939,0.0221995786774134,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
        North American Property/Casualty,,—,,3968,0.106161543195013,3967,0.0956987431548983,3551,0.0592999565812765,3012,0.0419247525854989,2201,0.0251992123099469,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Manufacturing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,32105,0.161040329052969,34258,0.200312238704736,36773,0.197363689546535,36136,0.178664662605806,52969,0.244607406244372,57645,0.244800978439508,61883,0.255641986375785,62730,0.253589793344329,59079,0.246710402685965,68730,0.253739828994196,75781,0.257627061023287,75405,0.213591325481398
    Industrial Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20325,0.118843664302462,22314,0.119761057529747,16760,0.0828652796455977,26935,0.124384082901172,28566,0.121311210861358,30679,0.126736591632964,30594,0.123678082856311,25667,0.107183870846505,28176,0.104021146831667,30824,0.10479007309196,34884,0.0988120124407281
    Building Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9640,0.0563666875215614,10124,0.0543363335319154,10316,0.0510046673522664,15002,0.0692782629175191,16946,0.0719645655414329,18677,0.0771556870148594,20327,0.0821731185925423,21244,0.0887136849753828,24974,0.0921998907216799,28896,0.0982355940846507,25965,0.0735481568347525
    Consumer Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4293,0.025101886880712,4335,0.0232662984848729,9060,0.0447947156079424,11032,0.0509450604256813,12133,0.051525202036717,12527,0.0517497077279619,11809,0.0477385918954756,12168,0.0508128468640773,15580,0.0575187914408494,16061,0.0546013938466769,14556,0.0412311562059178
  Pilot Travel Center (Pilot),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,51739,0.146555289292249
  Berkshire Hathaway Energy (BHE),,—,,—,,—,,—,,—,,7280,0.0833485986444404,10644,0.110028013520917,12628,0.111337406653089,13971,0.121169807720662,10614,0.10016798474925,11305,0.0848895797196128,11291,0.0783661854525264,11747,0.0589235553772071,12743,0.0745104459634084,17614,0.0945357742820187,18231,0.0901382406455185,17764,0.0820329997644853,18854,0.0800672677161676,19987,0.0825673671556457,20114,0.081312053297112,21100,0.0881123495095358,25096,0.092650294608444,26393,0.0897263301036886,26008,0.073669958134344
    Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15171,0.064426674367348,15573,0.0643328968186757,15371,0.0621381908735164,15556,0.0649609340744236,18935,0.0699048983268603,21069,0.0716267210606833,21280,0.0602774803559997
    Real Estate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3443,0.0146213855280983,4214,0.017408259628453,4473,0.0180823712040361,5396,0.0225333762063249,6215,0.0229447553790038,5268,0.0179092299847017,4322,0.0122424469031311
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,240,0.00101920782072134,200,0.000826210708516993,270,0.00109149121955952,148,0.000618039228787265,-54,-0.000199359097420146,56,0.000190379058303587,406,0.00115003087521315
    U.K. Utilities,,—,,—,,—,,—,,—,,921,0.0105445136471881,961,0.00993394597835413,1114,0.00982181430246603,1001,0.00868162461730601,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    NV Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,3279,0.0175986603764471,3382,0.0167213828019935,2925,0.013507460274213,—,,—,,—,,—,,—,,—,,—,
    Other Energy Businesses,,—,,—,,—,,—,,—,,356,0.00407583806557978,497,0.00513753501690115,271,0.0023893282549087,1302,0.0112921830686638,216,0.0020384666201091,119,0.000893574523364346,106,0.000735702387562465,175,0.000877808988764045,256,0.00149687468936927,664,0.00356374214393439,2321,0.0114755557313504,2128,0.00982696597043598,—,,—,,—,,—,,—,,—,,—,
    Natural Gas Pipelines,,—,,—,,—,,—,,—,,909,0.0104071258472248,972,0.0100476539968368,1088,0.00959257985734564,1221,0.0105896739837469,1073,0.0101262716823012,994,0.00746397543045512,993,0.00689200444197668,978,0.00490569823434992,971,0.00567759891944358,1093,0.00586622012548237,1018,0.00503322521952377,986,0.00455328404457231,—,,—,,—,,—,,—,,—,,—,
    Northern Powergrid,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,804,0.00603725980491541,1016,0.00705163797890061,1036,0.00519662921348315,1026,0.00599919309098776,1284,0.00689133270001771,1141,0.0056413653983071,997,0.00460408133107362,—,,—,,—,,—,,—,,—,,—,
    Real Estate Brokerage and Other,,—,,—,,—,,—,,—,,1894,0.0216843744275508,1724,0.0178211476240193,1511,0.0133220479452659,1147,0.0099478755604895,1071,0.0101073969913743,1046,0.00785444497007652,1007,0.00698917268184342,1333,0.00668639646869984,1822,0.0106535378282453,2161,0.011598263212413,2536,0.0125385649869472,2815,0.0129994874091998,—,,—,,—,,—,,—,,—,,—,
    MidAmerican Energy Company,,—,,—,,—,,—,,—,,3200,0.0366367466568969,3519,0.0363762288218816,4325,0.0381322682748345,4742,0.0411271367984666,3711,0.0350219890149299,3824,0.0287145292213887,3530,0.0245002776235425,3275,0.0164275682182986,3453,0.020190266806219,3818,0.0204915173276228,2554,0.0126275611106716,2668,0.0123206509441368,—,,—,,—,,—,,—,,—,,—,
    PacifiCorp,,—,,—,,—,,—,,—,,0,,2971,0.0307115020829242,4319,0.0380793680182682,4558,0.0395313136919888,4543,0.0428738604405353,4518,0.0339257957694127,4639,0.0321973903387007,4950,0.0248294542536116,5215,0.0304929746291434,5315,0.0285260383961014,5279,0.0261005853967249,5245,0.0242210697908537,—,,—,,—,,—,,—,,—,,—,
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15059,0.113078476868434,19548,0.135674625208218,20835,0.104509430176565,22014,0.128719528952246,23239,0.124725607956162,21967,0.108609880547425,19829,0.0915690358213229,21387,0.0908241569240308,23855,0.0985462822583644,23515,0.0950608001034896,20869,0.0871477071997394,23282,0.085953305669182,25888,0.0880095189529152,23876,0.0676308797452937
  Industrial and End-user Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  McLane Company,,—,,—,,0,,13743,0.229501352660232,23373,0.325334409754604,24074,0.275622824693167,25693,0.26559091989787,28079,0.247564384020596,29852,0.258904953122696,31207,0.294511239878447,32687,0.245447650800087,33279,0.230975846751805,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Scott Fetzer Companies,,—,,914,0.0244535409476416,0,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Retailing,,—,,1998,0.0534553334938599,2103,0.0507321544882156,2311,0.0385925653785779,2601,0.0362039447127765,3111,0.0356177871405019,3334,0.034463866692854,3397,0.029950361925922,3104,0.0269208419701477,2869,0.0270757441346898,3440,0.0258310618518769,3573,0.0247987229317046,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Service,,—,,—,,—,,—,,—,,0,,5811,0.060068845036645,7792,0.068699799860696,8435,0.0731563472996765,6585,0.062144919876937,6852,0.0514518708747269,7438,0.051624097723487,8175,0.0410062199036918,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Building Products,,—,,3269,0.0874602027985125,3702,0.0893059609678431,3846,0.0642263117464347,4337,0.0603677463357599,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Flight Services,,—,,2563,0.0685715814538352,2837,0.0684389549610402,2431,0.04059650646271,3244,0.0451540163968654,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
"  Manufacturing, Services and Retailing",,—,,—,,—,,0,,0,,—,,—,,0,,0,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Apparel,,—,,726,0.0194237097680392,1619,0.0390562806069525,2075,0.0346514812464514,2200,0.0306223292457164,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Manufacturing,,—,,—,,—,,—,,—,,0,,11988,0.123921065960988,14459,0.127480801615221,14127,0.122522788180501,11926,0.11254978199732,17664,0.132639498997545,21191,0.147078012215436,32105,0.161040329052969,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Shaw Industries,,—,,4012,0.107338737726409,4334,0.104552143391311,4660,0.0778197121004642,5174,0.0720181506896984,5723,0.065522531599194,5834,0.0603065981661998,5373,0.0473721797550718,5052,0.0438157518148151,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Finance and Financial Products,,—,,1658,0.0443588302967065,2234,0.0538923600221938,3045,0.0508500050098527,3774,0.0525312138969698,4559,0.0521959150027478,5124,0.0529672624277696,5119,0.0451327355604341,4947,0.0429050918899229,4587,0.0432891036409279,4264,0.0320185022489544,4014,0.0278595224875069,5933,0.0297602327447833,6110,0.0357261888751805,6526,0.035025574143548,6964,0.0344316114231469,—,,—,,—,,—,,—,,—,,—,,—,
    Other,,—,,—,,—,,—,,—,,528,0.00604506319838798,674,0.00696720040521403,644,0.00567796087144356,614,0.00532519232270319,669,0.00631358411506012,348,0.0026131423036201,343,0.00238062187673515,751,0.00376705457463884,731,0.0042742788981599,789,0.00423462733669313,848,0.00419270627323788,—,,—,,—,,—,,—,,—,,—,,—,
    Transportation Equipment Leasing,,—,,—,,—,,—,,—,,856,0.00980032973071991,880,0.00909664147861772,810,0.00714153463644299,773,0.00670419163754,661,0.00623808535135237,660,0.00495595954134847,739,0.00512909494725153,2168,0.0108747993579454,2180,0.0127468235266602,2427,0.0130259069026036,2540,0.0125583419033304,—,,—,,—,,—,,—,,—,,—,,—,
    Manufactured Housing and Finance,,—,,—,,—,,—,,—,,3175,0.0363505220736399,3570,0.0369034205439378,3665,0.0323132400525476,3560,0.0308757079296797,3257,0.0307374341745154,3256,0.0244494004039858,2932,0.0203498056635203,3014,0.015118378812199,3199,0.0187050864503605,3310,0.0177650399042513,3576,0.0176805632465786,—,,—,,—,,—,,—,,—,,—,,—,
  Marmon,,—,,—,,—,,—,,—,,—,,—,,—,,5529,0.0479527497593256,5067,0.0478190294633925,5967,0.044806379671555,6925,0.0480635757912271,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Businesses,,—,,1488,0.0398105786981299,2375,0.0572938026198345,3040,0.0507665074646805,3213,0.0447225199393121,17099,0.195766165964462,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Other Revenue,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,769,1.0,—,,—,
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,769,1.0,—,,—,
Interest Expense,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3253,1.0,3515,1.0,3741,1.0,4386,1.0,4894,1.0,—,,4259,1.0,4058,1.0,3946,1.0,4630,1.0
  Berkshire Hathaway Energy (BHE),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2001,0.615124500461113,2127,0.605120910384068,1650,0.441058540497193,2238,0.510259917920657,2818,0.575807110747855,—,,-996,-0.233857713078187,-1153,-0.284130113356333,2140,0.542321338063862,2283,0.493088552915767
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,833,0.256071318782662,928,0.264011379800853,992,0.26516974071104,1016,0.231646146830825,1041,0.212709440130772,—,,1631,0.382953745010566,1871,0.461064563824544,1025,0.259756715661429,1048,0.226349892008639
  Manufacturing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1795,0.421460436722235,2193,0.540413997042878,739,0.18727825646224,784,0.169330453563715
  Pilot Travel Center (Pilot),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,414,0.0894168466522678
  Service and Retailing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,740,0.173749706503874,1147,0.282651552488911,42,0.0106436898124683,101,0.0218142548596112
    Service,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,669,0.157079126555529,1086,0.26761951700345,42,0.0106436898124683,101,0.0218142548596112
    McLane,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,71,0.0166705799483447,61,0.0150320354854608,0,,0,
  Insurance Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,419,0.128804180756225,460,0.130867709815078,1099,0.293771718791767,1132,0.258093935248518,1035,0.211483449121373,—,,1089,0.255693824841512,—,,0,,0,
Investment Income,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5960,1.0,5662,1.0,7734,1.0,11619,1.0
  Insurance Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5960,1.0,5662,1.0,7734,1.0,11619,1.0
Pretax Income,,—,,863,1.0,5319,1.0,12020,1.0,7440,1.0,12791,1.0,16778,1.0,14859,1.0,15287,1.0,11552,1.0,19051,1.0,15314,1.0,22236,1.0,28796,1.0,28105,1.0,34946,1.0,33667,1.0,23838,1.0,4001,1.0,102696,1.0,55693,1.0,111686,1.0,-30500,,120166,1.0
  Adjustment,,—,,—,,—,,—,,—,,5813,,2465,,—,,—,,946,,1780,,-1870,,-2720,,9953,,7499,,13651,,13753,,7054,,-19949,,80046,,36984,,85044,,-57551,,88110,
  Manufacturing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3911,0.156715819842924,4205,0.22315979408799,4811,0.233475686693196,4893,0.22977224700634,6211,0.311891131867028,8324,0.495948522402288,9366,0.391064718162839,9522,0.420397350993377,5652,0.302100593297344,9841,0.369379175737557,11177,0.413182507116188,11445,0.3570314449713
