Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79
  iPad & Related Products & Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,179,,146,,99,,132,,52,,9,,—,,—,,—,,—,,—,,—,,—,
  Peripherals and Other Hardware,,28,,18,,-6,,9,,7,,-6,,-11,,0,,-2,,17,,31,,16,,29,,33,,42,,24,,-1,,-13,,-22,,-8,,21,,32,,16,,22,,26,,23,,31,,34,,29,,11,,28,,10,,—,,—,,—,,—,,—,,—,,—,
  iPhone & Related Products and Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,583,,417,,302,,303,,185,,90,,124,,74,,92,,88,,126,,150,,24,,133,,85,,22,,56,,—,,—,,—,,—,,—,,—,,—,
Sequential Revenue Growth%,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mac,,—,,—,,—,,3,,7,,5,,19,,23,,9,,6,,12,,23,,14,,-2,,3,,0,,12,,-17,,13,,19,,12,,23,,17,,22,,11,,-8,,3,,23,,5,,-23,,-3,,34,,84,,-10,,-10,,15,,14,,-14,,0,
    Portables,,—,,—,,—,,14,,-1,,7,,57,,19,,8,,7,,16,,21,,7,,5,,4,,1,,-5,,-25,,16,,30,,-5,,21,,39,,3,,16,,-4,,0,,30,,2,,-25,,4,,66,,—,,—,,—,,—,,—,,—,,—,
    Desktops,,—,,—,,—,,-7,,16,,4,,15,,29,,10,,4,,5,,25,,27,,-11,,2,,1,,55,,1,,8,,-4,,55,,25,,-15,,29,,3,,-17,,10,,7,,15,,-19,,-18,,19,,—,,—,,—,,—,,—,,—,,—,
"  iTunes, Software and Services",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,7,,-3,,—,,3,,—,,-2,
  iPod,,—,,—,,—,,10,,140,,69,,13,,4,,120,,51,,7,,3,,147,,-55,,-8,,-1,,117,,-51,,-10,,5,,117,,3,,-17,,4,,132,,-53,,-17,,-17,,129,,-52,,-12,,-88,,161,,-216,,-24,,—,,70,,—,,-4,
  Accessories,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,46,,-71,,-15,,—,,41,,—,,-7,
  iPad,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-18,,-17,,-27,,-27,,-3,,85,,-34,,-23,
  iPhone,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,50,,-21,,-21,,7,,67,,-20,,-24,
  Other Music Related Products and Services,,—,,—,,—,,10,,85,,125,,6,,1,,40,,3,,7,,-1,,34,,9,,-7,,2,,14,,4,,-9,,6,,14,,-1,,-9,,2,,15,,14,,-4,,7,,21,,6,,-4,,-12,,—,,—,,—,,—,,—,,—,,—,
"  Software, Service and Other Sales",,—,,—,,—,,-15,,11,,36,,3,,1,,10,,1,,12,,11,,46,,-16,,-5,,10,,-3,,3,,-16,,23,,-3,,11,,2,,2,,19,,-5,,-6,,5,,16,,-1,,7,,-22,,—,,—,,—,,—,,—,,—,,—,
  iPad & Related Products & Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,29,,65,,-38,,113,,14,,33,,-28,,39,,-62,,—,,—,,—,,—,,—,,—,,—,
  Peripherals and Other Hardware,,—,,—,,—,,11,,2,,-6,,11,,26,,0,,4,,0,,12,,10,,8,,6,,-2,,20,,-5,,-5,,15,,20,,12,,-16,,20,,24,,-2,,-11,,24,,20,,-16,,3,,-1,,—,,—,,—,,—,,—,,—,,—,
  iPhone & Related Products and Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,104,,57,,11,,92,,21,,22,,11,,36,,21,,—,,-2,,65,,19,,17,,8,,-18,,122,,-7,,-28,,-82,,—,,—,,—,,—,,—,,—,,—,
Unit Sales (in Million),,5.626,1.0,6.381,1.0,7.337,1.0,7.687,1.0,15.297,1.0,9.638,1.0,9.438,1.0,10.339,1.0,22.672,1.0,12.066,1.0,11.849,1.0,13.483,1.0,26.755,1.0,14.636,1.0,14.224,1.0,20.555,1.0,29.614,1.0,17.022,1.0,18.026,1.0,20.597,1.0,33.069,1.0,22.58,1.0,24.546,1.0,31.226,1.0,47.146,1.0,36.118,1.0,41.066,1.0,39.712,1.0,73.073,1.0,50.879,1.0,47.09,1.0,45.869,1.0,74.71,1.0,60.859,1.0,49.612,1.0,52.45,1.0,81.897,1.0,64.205,1.0,52.892,1.0
  iPhone,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,17.073,0.42992042707494,37.044,0.506945109684836,35.064,0.689164488295761,26.028,0.552728817158632,26.91,0.586670736227081,47.789,0.639660018739125,37.43,0.615028179891224,31.241,0.629706522615496,33.797,0.644366062917064,51.025,0.623038694946091,43.719,0.680928276613971,35.203,0.665563790365273
  iPad,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,0,,3.27,0.133219261794182,4.188,0.134119003394607,7.331,0.155495694226446,4.694,0.129962899385348,9.246,0.225149758924658,11.123,0.280091659951652,15.434,0.211213444090156,11.798,0.231883488276106,17.042,0.361902739435124,14.036,0.30600187490462,22.86,0.305983134787846,19.477,0.320034834617723,14.617,0.294626300088688,14.079,0.268427073403241,26.035,0.317899312551131,16.35,0.254653064403084,13.276,0.251002041896695
  Mac,,1.046,0.185922502666193,1.07,0.167685315781226,1.182,0.161101267548044,1.236,0.160790945752569,1.254,0.0819768582074917,1.112,0.115376634156464,1.327,0.140601822420004,1.61,0.15572105619499,1.606,0.0708362738179252,1.517,0.12572517818664,1.764,0.148873322643261,2.164,0.160498405399392,2.319,0.0866753877779854,2.289,0.156395189942607,2.496,0.175478065241845,2.611,0.127025054731209,2.524,0.0852299588032687,2.216,0.130184467160146,2.603,0.144402529679352,3.053,0.148225469728601,3.362,0.101666213069642,2.943,0.130336581045173,3.472,0.141448708547217,3.885,0.124415551143278,4.134,0.0876850634200144,3.76,0.104103217232405,3.947,0.0961135732722934,4.894,0.123237308622079,5.198,0.0711343451069478,4.017,0.0789520234281334,4.02,0.0853684434062434,4.923,0.107327388868299,4.061,0.054356846473029,3.952,0.0649369854910531,3.754,0.0756671772958155,4.574,0.0872068636796949,4.837,0.0590619925027779,4.136,0.0644186589829453,4.413,0.0834341677380322
    Portables,,0.423,0.07518663348738,0.462,0.0724024447578749,0.495,0.0674662668665667,0.634,0.0824769090672564,0.587,0.0383735372948944,0.498,0.0516704710520855,0.798,0.0845518118245391,0.986,0.0953670567753168,0.969,0.0427399435426958,0.891,0.073843858776728,1.13,0.0953666976116128,1.347,0.0999035822888081,1.342,0.0501588488133059,1.433,0.0979092648264553,1.553,0.109181664791901,1.675,0.0814886888834833,1.796,0.0606469912879044,1.398,0.0821290095170955,1.754,0.097303894374792,2.266,0.11001602175074,2.128,0.064350297862046,1.796,0.0795394154118689,2.468,0.100545913794508,2.643,0.0846410042912957,2.907,0.0616595257285878,2.751,0.0761670081399856,2.792,0.067988116690206,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Desktops,,0.623,0.110735869178813,0.608,0.0952828710233506,0.687,0.0936350006814775,0.602,0.0783140366853129,0.667,0.0436033209125972,0.614,0.0637061631043785,0.529,0.0560500105954651,0.624,0.0603539994196731,0.637,0.0280963302752294,0.626,0.0518813194099122,0.634,0.0535066250316482,0.817,0.0605948231105837,0.977,0.0365165389646795,0.856,0.058485925116152,0.943,0.0662964004499438,0.936,0.0455363658477256,0.728,0.0245829675153644,0.818,0.0480554576430502,0.849,0.0470986353045601,0.787,0.0382094479778609,1.234,0.0373159152075962,1.147,0.0507971656333038,1.004,0.0409027947527092,1.242,0.0397745468519823,1.227,0.0260255376914266,1.009,0.0279362090924193,1.155,0.0281254565820874,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
