Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
    Safety Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,—,,639,0.109100221956633,619,0.108921344360373,—,,665,0.185650474595198,657,0.18109151047409,630,0.173841059602649,597,0.170425349700257,631,0.181217690982194,581,0.184737678855326,534,0.154424522845575,545,0.151937552272094,637,0.242389649923896,650,0.23792093704246,646,0.225558659217877,634,0.21998612074948,654,0.220573355817875,663,0.219246031746032,684,0.224630541871921,648,0.228169014084507,676,0.246265938069217,683,0.243406985032074,630,0.226537216828479,530,0.200909780136467,587,0.221009036144578,613,0.21145222490514
    Shelter Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,—,,471,0.0804165955267202,473,0.0832306880168925,—,,357,0.0996649916247906,398,0.109702315325248,411,0.11341059602649,369,0.105338281473023,348,0.0999425617461229,316,0.100476947535771,387,0.111914401388086,375,0.104544187343184,360,0.136986301369863,419,0.153367496339678,414,0.144553072625698,422,0.146426092990978,422,0.142327150084317,487,0.161044973544974,476,0.15632183908046,430,0.151408450704225,395,0.143897996357013,422,0.150392017106201,431,0.154980222941388,407,0.154283548142532,390,0.14683734939759,425,0.14660227664712
    Water Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,229,0.0106839600634506,262,0.0447327983609356,272,0.0478620446947035,—,,261,0.0728643216080402,286,0.0788313120176406,286,0.0789183222958057,284,0.0810733656865544,297,0.085295807007467,347,0.11033386327504,328,0.0948525159051475,304,0.0847504878728743,331,0.125951293759513,343,0.125549048316252,337,0.117667597765363,359,0.124566273421235,353,0.119055649241147,347,0.114748677248677,374,0.122824302134647,419,0.147535211267606,378,0.137704918032787,389,0.138631503920171,352,0.126573175116864,338,0.128127369219105,314,0.118222891566265,353,0.121766126250431
    Tyvek® Enterprise,,—,,—,,—,,—,,—,,—,,—,,—,,292,0.0136232154520855,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Construction,,—,,—,,—,,—,,—,,—,,—,,—,,385,0.0179621162638798,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Aramids,,—,,—,,—,,—,,—,,—,,—,,—,,393,0.018335355043389,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,389,,372,,335,,364,,309,,298,,272,,264,,273,,288,,277,,260,,275,,272,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,297,,282,,277,,243,,188,,144,,171,,163,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1245,0.347571189279732,1198,0.330209481808159,1139,0.314293598233996,1108,0.316300314016557,1091,0.313325674899483,790,0.251192368839428,996,0.288027761711972,1128,0.314468915528297,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Performance Resins,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,308,0.0859854829704076,293,0.080760749724366,274,0.07560706401766,263,0.0750785041393092,266,0.0763928776565192,—,,233,0.06737998843262,288,0.0802899358795651,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Engineering Polymers,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,625,0.174483528754886,588,0.162072767364939,559,0.15424944812362,548,0.156437339423351,519,0.149052268811028,—,,460,0.133024869866975,514,0.143295232785057,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Advanced Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,312,0.0871021775544389,317,0.0873759647188534,306,0.0844370860927152,297,0.0847844704538967,306,0.0878805284319357,—,,303,0.0876229034123771,326,0.0908837468636744,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,14636,0.731653669266147,—,,526,0.0898070684650845,489,0.0860461024106986,498,0.091258933479934,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Sustainable Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,—,,39,0.00665869899265836,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    DuPont Teijin Films,,—,,—,,—,,—,,—,,—,,—,,—,,—,,51,0.00870752945193785,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Clean Technologies,,—,,—,,—,,—,,—,,—,,—,,—,,—,,79,0.0134881338569233,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Biomaterials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,74,0.0126344544988902,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Photovoltaic & Advanced Materials,,—,,—,,—,,—,,—,,—,,—,,—,,289,0.0134832509097695,283,0.0483182516646747,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,1011,0.0574693042291951,1118,0.0606290672451193,1187,0.0701702530148971,1181,0.0669046000453206,290,0.0220381487955012,1329,0.0644551142150444,1299,0.0716650115855677,1297,0.0648370325934813,1425,0.0664831576000746,1417,0.241932730066587,1357,0.238782333274679,1270,0.232728605460876,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Healthcare & Speciality,,—,,—,,—,,—,,—,,—,,—,,—,,406,0.0189418680600914,424,0.0723920095612088,387,0.0680978356501848,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial & Consumer,,—,,—,,—,,—,,—,,—,,—,,—,,351,0.0163758514509658,345,0.0589038757042855,322,0.0566602146753475,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Mobility Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,668,0.0311654380890174,648,0.110636844801093,648,0.114024282949147,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Specialty Products,,—,,—,,—,,—,,—,,—,,—,,—,,5597,0.261127181114118,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Materials Science,,—,,—,,—,,—,,—,,—,,—,,—,,12029,0.561211159839507,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Packaging & Specialty Plastics,,4503,0.255968622100955,5063,0.274566160520607,5070,0.299716244975171,5212,0.295263992748697,5025,0.38186792309446,5428,0.263252340074688,5490,0.302879841112214,—,,6010,0.28039563310628,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Packaging and Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,4210,0.196416907716712,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Hydrocarbons & Energy,,—,,—,,—,,—,,—,,—,,—,,—,,1800,0.083978725389568,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Intermediates & Infrastructure,,2571,0.146145975443383,2674,0.145010845986985,2770,0.163750295578151,2805,0.158905506458192,2851,0.216657800744737,3013,0.146127358261797,3226,0.177976387509655,—,,3715,0.173322758234581,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Polyurethanes & CAV,,—,,—,,—,,—,,—,,—,,—,,—,,2370,0.110571988429598,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Others,,—,,—,,—,,—,,—,,—,,—,,—,,4,0.000186619389754595,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Industrial Solutions - Delete,,—,,—,,—,,—,,—,,—,,—,,—,,1159,0.054072968181394,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Construction Chemicals,,—,,—,,—,,—,,—,,—,,—,,—,,182,0.0084911822338341,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Performance Materials & Coatings,,954,0.0542291950886767,1440,0.0780911062906725,2046,0.120950579333176,1922,0.108882846136415,2079,0.157990728778783,2255,0.109365148649304,2219,0.122420831954099,—,,2304,0.107492768498647,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Consumer Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,1363,0.0635905570588784,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Coatings & Performance Monomers,,—,,—,,—,,—,,—,,—,,—,,—,,941,0.0439022114397686,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,68,,69,,75,,82,,71,,98,,159,,62,,76,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,1404,0.0798090040927694,1440,0.0780911062906725,1469,0.0868408607235753,1450,0.0821436664400634,257,0.0195303594498062,1494,0.0724574421649934,1473,0.081264481959616,1589,0.0794341131773645,1720,0.0802463375944761,1621,0.276762847874338,1533,0.269751891606546,1485,0.272127542605827,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Pharma Solutions,,—,,—,,—,,—,,—,,—,,—,,—,,—,,220,0.0375618917534574,199,0.0350167165229632,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Health & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,618,0.105514768652894,601,0.105754003167341,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Food & Beverage,,—,,—,,—,,—,,—,,—,,—,,—,,—,,783,0.133686187467987,733,0.128981171916241,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Nutrition & Health,,—,,—,,—,,—,,—,,—,,—,,—,,1179,0.055006065130167,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,541,0.025240272464309,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,918,0.0521828103683492,1028,0.0557483731019523,1138,0.0672735871364389,1182,0.0669612508497621,655,0.0497758188312182,1221,0.0592172268296232,1198,0.0660929052190224,1192,0.0595880823835233,1153,0.0537930390967622,921,0.157247737749701,940,0.165405595636108,910,0.166758292101887,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Semiconductor Technologies,,—,,—,,—,,—,,—,,—,,—,,—,,401,0.0187085938228982,405,0.0691480280006829,410,0.072144993841281,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Display & Other Technologies,,—,,—,,—,,—,,—,,—,,—,,—,,60,0.00279929084631893,82,0.0140003414717432,88,0.0154847791659335,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Advanced Printing,,—,,—,,—,,—,,—,,—,,—,,—,,122,0.00569189138751516,136,0.0232200785385009,129,0.0226992785500616,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,5042,0.286607548885857,4356,0.236225596529284,1998,0.11811302908489,2664,0.150917743031951,1568,0.119157990728779,4595,0.222852708666764,1911,0.105428666004634,—,,3808,0.177661659046375,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Seed,,—,,—,,—,,—,,—,,—,,—,,—,,2313,0.107912662125595,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Crop Protection,,—,,—,,—,,—,,—,,—,,—,,—,,1495,0.0697489969207801,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Net Sales % Increased at Constant Currency,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,-2,,-4,,-4,,-3,,-1,,1,,—,,0,,-1,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,2,,3,,—,,1,,—,,-1,,-4,,-1,,0,,1,,1,,—,,1,,-1,,-2,,-3,,-5,,-6,,-3,,-1,,0,,0,,-1,,-1,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,—,,0,,9,,-1,,0,,2,,15,,—,,1,,0,,-2,,-3,,-4,,-5,,-2,,-1,,0,,0,,-1,,-2,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-12,,—,,-1,,-8,,-1,,0,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-14,,—,,0,,-12,,-1,,0,,1,,-4,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6,,1,,-5,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,1,,—,,-1,,—,,-2,,1,,-2,,0,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,2,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
EBITDA,,3949,1.0,3958,1.0,3022,1.0,3185,1.0,—,,—,,—,,1865,1.0,4871,1.0,1410,1.0,—,,1706,1.0,1070,1.0,1017,1.0,1020,1.0,1037,1.0,907,1.0,695,1.0,906,1.0,931,1.0,791,1.0,780,1.0,817,1.0,752,1.0,817,1.0,829,1.0,856,1.0,758,1.0,714,1.0,738,1.0,775,1.0,715,1.0,682,1.0,798,1.0
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,382,0.374877330716389,329,0.339876033057851,396,0.419491525423729,347,0.409681227863046,327,0.363737486095662,336,0.515337423312883,421,0.470391061452514,384,0.416034669555796,436,0.551201011378002,424,0.54639175257732,475,0.573671497584541,423,0.565508021390374,476,0.582619339045288,480,0.579710144927536,473,0.553216374269006,407,0.530638852672751,362,0.512747875354108,349,0.486750348675035,383,0.514093959731544,378,0.546242774566474,374,0.559043348281016,419,0.549148099606815
  Water & Protection,,315,0.0760318609703114,306,0.0732232591529074,282,0.087932647333957,227,0.066823667942302,—,,—,,—,,273,0.182242990654206,354,0.0702380952380952,341,0.214195979899498,—,,311,0.186899038461538,363,0.356231599607458,369,0.381198347107438,340,0.360169491525424,298,0.351829988193625,357,0.397107897664071,339,0.519938650306748,314,0.350837988826816,303,0.328277356446371,355,0.448798988621997,352,0.45360824742268,353,0.426328502415459,325,0.434491978609626,341,0.417380660954712,348,0.420289855072464,382,0.446783625730994,360,0.469361147327249,344,0.487252124645892,368,0.513249651324965,362,0.485906040268456,314,0.453757225433526,295,0.440956651718984,344,0.450851900393185
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4,,-11,,4,,—,,1,,1,,-9,,8,,21,,30,,23,,13,,35,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,51,,49,,76,,190,,8,,43,,11,,8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,274,0.268891069676153,270,0.278925619834711,208,0.220338983050847,202,0.238488783943329,215,0.239154616240267,-23,-0.0352760736196319,160,0.17877094972067,236,0.255687973997833,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,661,0.441255006675567,—,,—,,—,,358,0.215144230769231,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
