Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Percentage of Revenue,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Cloud,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3.7,,4.3,,5.5,,—,,—,,—,,—,
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0.5,,0.6,,0.3,,0.4,,0.4,,0.4,,—,,—,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,100,,99.5,,99.4,,99.7,,100.1,,100,,94.1,,—,,—,,—,,—,
    Licensing and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9.9,,10.3,,10.2,,—,,—,,—,,—,
    Google Advertising,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,86.5,,85.4,,83.9,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,100,,100,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
% of Revenue - Supplementary,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,3,,1,,1,,1,,1,,3,,3,,4,,3.6,,5.1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Advertising,,97,,99,,99,,99,,99,,97,,97,,96,,96.4,,94.9,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Google Properties,,54,,50,,55,,60,,64,,66,,67,,66,,69,,67.8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Google Network,,43,,49,,44,,39,,35,,31,,30,,30,,27.4,,27.1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Cost of Revenue,,—,,—,,—,,—,,—,,—,,—,,10417,1.0,13188,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,10417,1.0,12939,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,249,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Gross Profit,,840.08,1.0,1731.57,1.0,3567.051,1.0,6379.89,1.0,9944.901,1.0,13174.044,1.0,14806.448,1.0,—,,—,,28863,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,840.08,1.0,1731.57,1.0,3567.051,1.0,6379.89,1.0,9944.901,1.0,13174.044,1.0,14806.448,1.0,—,,—,,28863,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Operating Income,,342.464,1.0,841.192,1.0,2107.278,1.0,3549.996,1.0,5084.4,1.0,6631.969,1.0,8312.186,1.0,10381,1.0,11742,1.0,13834,1.0,15403,1.0,16496,1.0,19360,1.0,23716,1.0,26178,1.0,27524,1.0,34231,1.0,41224,1.0,78714,1.0,74842,1.0,84293,1.0
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16260,1.05563851197819,18965,1.14967264791465,23319,1.20449380165289,27055,1.14079102715466,32456,1.23981969592788,36655,1.33174683912222,48999,1.43142181063948,54606,1.32461672811954,91855,1.16694615951419,86572,1.15673017824216,95858,1.13720000474535
  Google Cloud,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-4645,-0.135695714410914,-5607,-0.136013002134679,-3099,-0.0393703788398506,-2968,-0.0396568771545389,1716,0.0203575623124103
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-527,-0.0342141141336103,-1893,-0.11475509214355,-3456,-0.178512396694215,-2741,-0.115575982459099,-2734,-0.104438841775537,-3358,-0.122002615898852,-4824,-0.140924892641173,-4476,-0.108577527653794,-5281,-0.0670909876260894,-6083,-0.0812778920926752,-4095,-0.0485805464273427
  Hedging Gains (Losses),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-330,-0.0214243978445757,-576,-0.034917555771096,-503,-0.0259814049586777,-598,-0.0252150446955642,-3544,-0.135380854152342,-5773,-0.209744223223369,-5299,-0.154801203587392,-3299,-0.0800261983310693,-4761,-0.0604847930482506,-2679,-0.0357954089949494,-9186,-0.10897702063042
  Internet Media,,342.464,1.0,841.192,1.0,2107.278,1.0,3549.996,1.0,5084.4,1.0,6631.969,1.0,8312.186,1.0,11757,1.0,14216,1.0,13834,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,-1376,,-2474,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Interest Expense,,—,,0.862,1.0,0.776,1.0,0.257,1.0,1.203,1.0,—,,—,,—,,—,,85,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,—,,0.862,1.0,0.776,1.0,0.257,1.0,1.203,1.0,—,,—,,—,,—,,85,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Interest Income,,—,,15.996,1.0,121.038,1.0,412.063,1.0,559.205,1.0,—,,229.673,1.0,—,,—,,700,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,—,,15.996,1.0,121.038,1.0,412.063,1.0,559.205,1.0,—,,229.673,1.0,—,,—,,700,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Pretax Income,,346.654,1.0,650.234,1.0,2141.677,1.0,4011.04,1.0,5673.98,1.0,5853.596,1.0,8381.189,1.0,—,,—,,14469,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,346.654,1.0,650.234,1.0,2141.677,1.0,4011.04,1.0,5673.98,1.0,5853.596,1.0,8381.189,1.0,—,,—,,14469,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Income Taxes,,241.006,1.0,251.115,1.0,676.28,1.0,933.594,1.0,1470.26,1.0,1626.738,1.0,1860.741,1.0,—,,—,,2916,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,241.006,1.0,251.115,1.0,676.28,1.0,933.594,1.0,1470.26,1.0,1626.738,1.0,1860.741,1.0,—,,—,,2916,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Net Income,,105.648,1.0,399.119,1.0,1465.397,1.0,3077.446,1.0,4203.72,1.0,4226.858,1.0,6520.448,1.0,—,,—,,10737,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,105.648,1.0,399.119,1.0,1465.397,1.0,3077.446,1.0,4203.72,1.0,4226.858,1.0,6520.448,1.0,—,,—,,10737,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,82,,49,,25,,11,,—,,—,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20,,23,,23,,18,,—,,—,,—,,—,
Stock Based Compensation,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3127,1.0,4175,1.0,5203,1.0,6703,1.0,7679,1.0,9353,1.0,10794,1.0,—,,—,,—,,—,
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,124,0.0396546210425328,338,0.0809580838323353,475,0.0912934845281568,372,0.0554975384156348,363,0.0472717801797109,489,0.0522826900459746,474,0.0439132851584213,—,,—,,—,,—,
  Hedging Gains (Losses),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,92,0.0294211704509114,151,0.0361676646706587,118,0.0226792235248895,130,0.0193943010592272,148,0.0192733428831879,109,0.0116540147546242,135,0.0125069483046137,—,,—,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2911,0.930924208506556,3686,0.882874251497006,4610,0.886027291946954,6201,0.925108160525138,7168,0.933454876937101,8755,0.936063295199401,10185,0.943579766536965,—,,—,,—,,—,
Property/Plant/Equipment,,188.255005,1.0,378.916,1.0,961.749,1.0,2395.239,1.0,4039.261,1.0,5233.843,1.0,4844.61,1.0,—,,—,,11854,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,188.255005,1.0,378.916,1.0,961.749,1.0,2395.239,1.0,4039.261,1.0,5233.843,1.0,4844.61,1.0,—,,—,,11854,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Goodwill,,87.442001,1.0,122.818,1.0,194.9,1.0,1545.119,1.0,2299.368,1.0,4839.854,1.0,4902.565,1.0,—,,—,,10537,1.0,11492,1.0,15599,1.0,15869,1.0,16468,1.0,16747,1.0,17888,1.0,20624,1.0,21175,1.0,22956,1.0,28960,1.0,29198,1.0
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11492,1.0,15599,1.0,15456,0.973974415527128,16027,0.973220791838717,16295,0.973010091359647,17521,0.979483452593918,19921,0.965913498836307,18517,0.874474616292798,19826,0.863652204216762,20847,0.719854972375691,21118,0.723268717035413
  Google Cloud,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,1957,0.0924203069657615,2337,0.101803450078411,7205,0.248791436464088,7199,0.246557983423522
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,413,0.0260255844728716,441,0.0267792081612825,452,0.0269899086403535,367,0.0205165474060823,703,0.0340865011636928,701,0.0331050767414404,793,0.0345443457048266,908,0.031353591160221,881,0.0301732995410645
  Hedging Gains (Losses),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,0,,0,
  Internet Media,,87.442001,1.0,122.818,1.0,194.9,1.0,1545.119,1.0,2299.368,1.0,4839.854,1.0,4902.565,1.0,—,,—,,10537,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Assets,,871.458008,1.0,3313.351,1.0,10271.813,1.0,18473.351,1.0,25335.806,1.0,31767.575,1.0,40496.778,1.0,—,,—,,93798,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,871.458008,1.0,3313.351,1.0,10271.813,1.0,18473.351,1.0,25335.806,1.0,31767.575,1.0,40496.778,1.0,—,,—,,93798,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Liabilities,,268.816997,1.0,384.295,1.0,852.856,1.0,1433.511,1.0,2646.127,1.0,3528.713,1.0,4492.554,1.0,—,,—,,22083,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,268.816997,1.0,384.295,1.0,852.856,1.0,1433.511,1.0,2646.127,1.0,3528.713,1.0,4492.554,1.0,—,,—,,22083,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Depreciation and Amortization,,50.185001,1.0,148.473,1.0,293.812,1.0,571.939,1.0,967.658,1.0,1499.887,1.0,1524.308,1.0,—,,—,,2962,1.0,3939,1.0,4979,1.0,5063,1.0,6144,1.0,6915,1.0,9035,1.0,11781,1.0,—,,—,,—,,—,
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,24,0.00609291698400609,147,0.0295240008033742,203,0.0400948054513135,258,0.0419921875,307,0.0443962400578453,327,0.0361925843940232,566,0.0480434598081657,—,,—,,—,,—,
  Hedging Gains (Losses),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,247,0.0627062706270627,53,0.0106447077726451,21,0.00414773849496346,4,0.000651041666666667,0,,0,,57,0.00483829895594601,—,,—,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3668,0.931200812388931,4779,0.959831291423981,4839,0.955757456053723,5882,0.957356770833333,6608,0.955603759942155,8708,0.963807415605977,11158,0.947118241235888,—,,—,,—,,—,
  Internet Media,,50.185001,1.0,148.473,1.0,293.812,1.0,571.939,1.0,967.658,1.0,1499.887,1.0,1524.308,1.0,—,,—,,2962,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Depreciation,,43.851002,1.0,128.523,1.0,256.812,1.0,494.43,1.0,807.743,1.0,1212.237,1.0,1212.2,1.0,—,,—,,1988,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,43.851002,1.0,128.523,1.0,256.812,1.0,494.43,1.0,807.743,1.0,1212.237,1.0,1212.2,1.0,—,,—,,1988,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
R&D Expenses,,91.227997,1.0,225.632,1.0,483.978,1.0,1228.589,1.0,2120,1.0,2793.2,1.0,2843.027,1.0,3762,1.0,5162,1.0,6083,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Internet Media,,91.227997,1.0,225.632,1.0,483.978,1.0,1228.589,1.0,2120,1.0,2793.2,1.0,2843.027,1.0,3762,1.0,4101,1.0,6083,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,1061,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Capital Expenditures,,-176.800995,,-318.995,,-838.217,,-1902.798,,-2402.84,,-2358.461,,-809.888,,—,,—,,-3273,,-7358,,-12334,,-9950,,-11392,,-13184,,-26143,,-27516,,—,,—,,—,,—,
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-187,0.0254145148138081,-496,0.04021404248419,-850,0.085427135678392,-1365,0.119820926966292,-493,0.0373938106796117,-181,0.0069234594346479,-281,0.0102122401511848,—,,—,,—,,—,
  Hedging Gains (Losses),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-165,0.0224245718945366,-660,0.0535106210475109,-232,0.0233165829145729,-590,0.0517907303370786,-72,0.00546116504854369,-502,0.0192020808629461,-1984,0.0721035034161942,—,,—,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-7006,0.952160913291655,-11178,0.906275336468299,-8868,0.891256281407035,-9437,0.828388342696629,-12619,0.957145024271845,-25460,0.973874459702406,-25251,0.917684256432621,—,,—,,—,,—,
  Internet Media,,-176.800995,1.0,-318.995,1.0,-838.217,1.0,-1902.798,1.0,-2402.84,1.0,-2358.461,1.0,-809.888,1.0,—,,—,,-3273,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
General & Administrative Expense,,—,,—,,—,,—,,—,,—,,—,,1962,1.0,2724,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,1962,1.0,2421,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,303,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Selling & Marketing Expense,,—,,—,,—,,—,,—,,—,,—,,2799,1.0,4589,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,2799,1.0,4228,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,361,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Number of Paid Subscribers,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,30000,1.0,—,,—,,—,
  YouTube Premium,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,30000,1.0,—,,—,,—,
Paid Clicks YOY %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Search & Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,23,,19,,23,,10,,7,
  Google Network,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11,,2,,-7,,3,,3,,2,,9,,15,,2,,3,,-5,
  Advertising,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Properties,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,33,,29,,33,,40,,54,,62,,—,,—,,—,,—,,—,
Cost per Click YoY%,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Search & Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-6,,-10,,15,,-1,,1,
  Google Network,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-6,,-6,,-3,,-13,,8,,12,,1,,-8,,35,,1,,0,
  Advertising,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-13,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Properties,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-7,,-7,,-15,,-13,,-21,,-25,,—,,—,,—,,—,,—,
Traffic Acquisition Costs,,—,,—,,—,,—,,—,,—,,—,,—,,8811,1.0,10956,1.0,12258,1.0,13497,1.0,14343,1.0,16793,1.0,21672,1.0,26726,1.0,30089,1.0,32778,1.0,45566,1.0,48955,1.0,50886,1.0
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12258,1.0,13497,1.0,14343,1.0,16793,1.0,21672,1.0,26726,1.0,30089,1.0,32778,1.0,45566,1.0,48955,1.0,50886,1.0
    Google Advertising,,—,,—,,—,,—,,—,,—,,—,,—,,8811,1.0,10956,1.0,12258,1.0,13497,1.0,14343,1.0,16793,1.0,21672,1.0,26726,1.0,30089,1.0,32778,1.0,45566,1.0,48955,1.0,50886,1.0
      Google Properties,,—,,—,,—,,—,,—,,—,,—,,—,,1517,0.17217114969924,2165,0.197608616283315,2965,0.241882852015011,3633,0.269170926872638,4101,0.28592344697762,5894,0.350979574822843,9031,0.41671280915467,12572,0.470403352540597,—,,—,,—,,—,,—,
      Google Network Members' Properties,,—,,—,,—,,—,,—,,—,,—,,—,,7294,0.82782885030076,8791,0.802391383716685,9293,0.758117147984989,9864,0.730829073127362,10242,0.71407655302238,10899,0.649020425177157,12641,0.58328719084533,14154,0.529596647459403,—,,—,,—,,—,,—,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
