Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79
    Google Web Sites,,530.387,0.514189516054759,656.997,0.522871972979254,737.172,0.532448293421067,884.679,0.560471118612112,1098.213,0.572256268977064,1297.3,0.57560564380158,1432.4,0.583224755700326,1626,0.604528386065361,1977.042,0.616765944012444,2282.1,0.622843886462882,2486.3,0.642122933884298,2734.8,0.646310913645602,3121.539,0.646726040824343,3400.4,0.655688391824142,3530.1,0.657717245491131,3672.1,0.662666474176201,3811.2,0.66852602220702,3693,0.670357596660011,3653,0.661415897157342,3956,0.665433137089992,4421,0.662421336529817,4439,0.65520295202952,4499,0.659677419354839,4833,0.663326928355751,5672,0.672037914691943,5879,0.685597667638484,6232,0.690449811655218,6740,0.693415637860082,7294,0.689153439153439,7312,0.686895255988727,7542,0.63877360887609,7727,0.580802766085388,9145,0.634232609751023,8640,0.667129951355108,8868,0.676585030899519,9376,0.681692598516795,10551,0.671738715222512,10469,0.678923476005188,10935,0.685365089313695
    Google Network Members' Websites,,489.993,0.475029108066788,584.115,0.46486873227241,630.242,0.455214356137075,675.012,0.42764068178017,798.573,0.416120010859297,928.4,0.411926524092644,996.6,0.405781758957655,1037,0.385544856303677,1197.867,0.373691388982305,1345.4,0.367194323144105,1352.1,0.349199380165289,1454.7,0.343786926312804,1635.836,0.338915432329351,1686.1,0.325125337446973,1655.3,0.308410344313609,1679.9,0.303154437506767,1693.4,0.297040818116438,1638,0.297331639135959,1684,0.304906753575955,1801,0.302943650126156,2044,0.306263110578364,2036,0.300516605166052,2063,0.302492668621701,2199,0.301811693659072,2495,0.295616113744076,2427,0.283032069970845,2484,0.275204963438954,2595,0.266975308641975,2880,0.272108843537415,2913,0.273649600751527,2983,0.252646734987719,3133,0.23549308478653,3941,0.273319925098828,3262,0.251872442282449,3193,0.243610284580758,3148,0.228878871600989,3522,0.224231234481441,3528,0.228793774319066,3563,0.223315575054842
  Other,,11.121,0.0107813758784529,15.404,0.0122592947483359,17.081,0.0123373504418579,18.765,0.0118881996077179,22.307,0.0116237201636398,28.1,0.0124678321057769,27,0.0109934853420195,26.7,0.00992675763096256,30.589,0.0095426670052516,36.5,0.0099617903930131,33.6,0.00867768595041322,41.9,0.0099021600415938,69.304,0.0143585268463057,99.5,0.0191862707288855,181.8,0.0338724101952601,189.4,0.0341790883170318,196.3,0.0344331596765423,178,0.0323107642040298,186,0.0336773492667029,188,0.031623212783852,209,0.031315552891819,300,0.044280442804428,258,0.0378299120234604,254,0.034861377985177,273,0.032345971563981,269,0.0313702623906706,310,0.0343452249058276,385,0.0396090534979424,410,0.0387377173091459,420,0.0394551432597464,439,0.0371813331074786,666,0.0500601322910403,1333,0.0924474651501491,1049,0.0809976063624431,1046,0.0798046845197223,1230,0.0894285298822161,1634,0.104030050296046,1423,0.0922827496757458,1457,0.0913193356314635
  Motorola,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,843,0.0713983230287118,1778,0.133644016837041,—,,—,,—,,—,,—,,—,,—,
Percentage of Revenue,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Motorola,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,100,,—,,100,,100,,100,,100,,92.9,,86.6,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,7.1,,13.4,,—,,—,,—,,—,,—,,—,,—,
% of Revenue - Supplementary,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Advertising,,99,,99,,99,,99,,99,,99,,99,,99,,99,,99,,99,,99,,99,,98,,97,,97,,97,,97,,97,,97,,97,,96,,96,,97,,97,,97,,97,,96,,96,,96,,96,,94.2,,94,,91.9,,92,,91.1,,90,,90.8,,90.9,
    Google Web Sites,,51,,52,,53,,56,,57,,58,,58,,60,,62,,62,,64,,65,,65,,66,,66,,67,,67,,67,,66,,67,,66,,66,,66,,67,,67,,69,,69,,69,,69,,69,,69,,67,,67,,66.7,,67.6,,68.2,,67,,67.9,,68.6,
    Google Network Members' Websites,,48,,47,,46,,43,,42,,41,,41,,39,,37,,37,,35,,34,,34,,32,,31,,30,,30,,30,,31,,30,,31,,30,,30,,30,,30,,28,,28,,27,,27,,27,,27,,27.2,,27,,25.2,,24.4,,22.9,,23,,22.9,,22.3,
  Other,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,3,,3,,3,,3,,3,,3,,4,,4,,3,,3,,3,,3,,4,,4,,4,,4,,5.8,,6,,8.1,,8,,8.9,,10,,9.2,,9.1,
Cost of Revenue,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2946,1.0,—,,3172,1.0,3378,1.0,3702,1.0,3789,1.0,4677,1.0,5955,1.0,—,,—,,—,,—,,—,,—,,—,
  Motorola,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2946,1.0,—,,3172,1.0,3378,1.0,3702,1.0,3789,1.0,3984,0.851828094932649,4440,0.745591939546599,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,693,0.148171905067351,1515,0.254408060453401,—,,—,,—,,—,,—,,—,,—,
Gross Profit,,577.721985,1.0,711.308,1.0,787.4,1.0,924.63,1.0,1142.058,1.0,1349.636,1.0,1466.959,1.0,1640.945,1.0,1922.35,1.0,2193.545,1.0,2311.73,1.0,2568.772,1.0,2870.854,1.0,3075.507,1.0,3219.637,1.0,3368.001,1.0,3510.899,1.0,3407.486,1.0,3414.926,1.0,3718.611,1.0,4265.425,1.0,4323,1.0,4353,1.0,4734,1.0,—,,5639,1.0,—,,—,,—,,—,,—,,—,,8206,1.0,7815,1.0,7912,1.0,8345,1.0,—,,9459,1.0,9841,1.0
  Internet Media,,577.721985,1.0,711.308,1.0,787.4,1.0,924.63,1.0,1142.058,1.0,1349.636,1.0,1466.959,1.0,1640.945,1.0,1922.35,1.0,2193.545,1.0,2311.73,1.0,2568.772,1.0,2870.854,1.0,3075.507,1.0,3219.637,1.0,3368.001,1.0,3510.899,1.0,3407.486,1.0,3414.926,1.0,3718.611,1.0,4265.425,1.0,4323,1.0,4353,1.0,4734,1.0,—,,5639,1.0,—,,—,,—,,—,,—,,—,,8206,1.0,7815,1.0,7912,1.0,8345,1.0,—,,9459,1.0,9841,1.0
Operating Income,,302.799011,1.0,442.77,1.0,475.698,1.0,529.171,1.0,659.64,1.0,742.699,1.0,815.372,1.0,931.331,1.0,1060.594,1.0,1221.209,1.0,1104.615,1.0,1317.842,1.0,1440.734,1.0,1546.235,1.0,1577.965,1.0,1647.565,1.0,1860.204,1.0,1883.591,1.0,1873.894,1.0,2073.718,1.0,2480.983,1.0,2488,1.0,2365,1.0,2547,1.0,2982,1.0,2296,1.0,2881,1.0,3058,1.0,3507,1.0,3389,1.0,3237,1.0,2740,1.0,3394,1.0,3748,1.0,3465,1.0,3761,1.0,—,,4115,1.0,4258,1.0
  Internet Media,,302.799011,1.0,442.77,1.0,475.698,1.0,529.171,1.0,659.64,1.0,742.699,1.0,815.372,1.0,931.331,1.0,1060.594,1.0,1221.209,1.0,1104.615,1.0,1317.842,1.0,1440.734,1.0,1546.235,1.0,1577.965,1.0,1647.565,1.0,1860.204,1.0,1883.591,1.0,1873.894,1.0,2073.718,1.0,2480.983,1.0,2488,1.0,2365,1.0,2547,1.0,2982,1.0,2296,1.0,3316,1.0,3629,1.0,4044,1.0,3945,1.0,3988,1.01243970550901,3951,1.05107741420591,3394,1.0,3748,1.0,3465,1.0,3761,1.0,—,,4115,1.0,4258,1.0
  Motorola,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Home,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-435,,-571,,-537,,-556,,-702,,-1019,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,0,,-49,-0.0124397055090124,-192,-0.0510774142059058,—,,—,,—,,—,,—,,—,,—,
Interest Expense,,—,,-1.986,,—,,—,,—,,—,,0.177,1.0,0.021,1.0,—,,0.342,1.0,0.244,1.0,0.446,1.0,—,,0.387,1.0,0,,0,,18.549,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21,1.0,21,1.0,19,1.0,19,1.0,—,,24,1.0,27,1.0
  Internet Media,,—,,-1.986,1.0,—,,—,,—,,—,,0.177,1.0,0.021,1.0,—,,0.342,1.0,0.244,1.0,0.446,1.0,—,,0.387,1.0,0,,0,,18.549,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,21,1.0,21,1.0,19,1.0,19,1.0,—,,24,1.0,27,1.0
Interest Income,,9.196,1.0,11.7,1.0,—,,25.4,1.0,68.338,1.0,78.924,1.0,103.187,1.0,108.23,1.0,—,,130.475,1.0,137.984,1.0,146.114,1.0,—,,122.003,1.0,88.086,1.0,90.996,1.0,88.448,1.0,66.092,1.0,50.017,1.0,46.702,1.0,66.862,1.0,95,1.0,136,1.0,172,1.0,—,,190,1.0,—,,—,,—,,—,,—,,—,,179,1.0,180,1.0,182,1.0,196,1.0,—,,168,1.0,169,1.0
  Internet Media,,9.196,1.0,11.7,1.0,—,,25.4,1.0,68.338,1.0,78.924,1.0,103.187,1.0,108.23,1.0,—,,130.475,1.0,137.984,1.0,146.114,1.0,—,,122.003,1.0,88.086,1.0,90.996,1.0,88.448,1.0,66.092,1.0,50.017,1.0,46.702,1.0,66.862,1.0,95,1.0,136,1.0,172,1.0,—,,190,1.0,—,,—,,—,,—,,—,,—,,179,1.0,180,1.0,182,1.0,196,1.0,—,,168,1.0,169,1.0
Operating Margin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,35.3,,—,,31.9,,31.5,,33.1,,—,,31.3,,28.3,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-23.3,,—,,-23.6,,-29.4,,—,,—,,—,,—,,—,,—,,—,
Pretax Income,,310.173004,1.0,456.456,1.0,495.42,1.0,549.968,1.0,639.833,1.0,810.618,1.0,976.177,1.0,1039.511,1.0,1184.733,1.0,1351.937,1.0,1241.745,1.0,1472.27,1.0,1608.028,1.0,1713.578,1.0,1635.888,1.0,1668.782,1.0,835.346,1.0,1889.801,1.0,1856.176,1.0,2066.541,1.0,2568.671,1.0,2506,1.0,2434,1.0,2714,1.0,—,,2392,1.0,—,,—,,—,,—,,—,,—,,3546,1.0,3882,1.0,3701,1.0,3775,1.0,—,,4472,1.0,4403,1.0
  Internet Media,,310.173004,1.0,456.456,1.0,495.42,1.0,549.968,1.0,639.833,1.0,810.618,1.0,976.177,1.0,1039.511,1.0,1184.733,1.0,1351.937,1.0,1241.745,1.0,1472.27,1.0,1608.028,1.0,1713.578,1.0,1635.888,1.0,1668.782,1.0,835.346,1.0,1889.801,1.0,1856.176,1.0,2066.541,1.0,2568.671,1.0,2506,1.0,2434,1.0,2714,1.0,—,,2392,1.0,—,,—,,—,,—,,—,,—,,3546,1.0,3882,1.0,3701,1.0,3775,1.0,—,,4472,1.0,4403,1.0
Income Taxes,,106.072998,1.0,87.263,1.0,152.606,1.0,168.786,1.0,267.625,1.0,218.327,1.0,255.1,1.0,306.15,1.0,154.017,1.0,349.775,1.0,316.625,1.0,402.281,1.0,401.579,1.0,406.492,1.0,388.497,1.0,378.844,1.0,452.904,1.0,466.973,1.0,371.631,1.0,427.566,1.0,594.571,1.0,551,1.0,594,1.0,547,1.0,—,,594,1.0,—,,—,,—,,—,,—,,—,,639,1.0,354,1.0,927,1.0,612,1.0,—,,822,1.0,984,1.0
  Internet Media,,106.072998,1.0,87.263,1.0,152.606,1.0,168.786,1.0,267.625,1.0,218.327,1.0,255.1,1.0,306.15,1.0,154.017,1.0,349.775,1.0,316.625,1.0,402.281,1.0,401.579,1.0,406.492,1.0,388.497,1.0,378.844,1.0,452.904,1.0,466.973,1.0,371.631,1.0,427.566,1.0,594.571,1.0,551,1.0,594,1.0,547,1.0,—,,594,1.0,—,,—,,—,,—,,—,,—,,639,1.0,354,1.0,927,1.0,612,1.0,—,,822,1.0,984,1.0
Net Income,,204.100006,1.0,369.193,1.0,342.814,1.0,381.182,1.0,372.208,1.0,592.291,1.0,721.077,1.0,733.361,1.0,1030.716,1.0,1002.162,1.0,925.12,1.0,1069.989,1.0,1206.449,1.0,1307.086,1.0,1247.391,1.0,1289.938,1.0,382.442,1.0,1422.828,1.0,1484.545,1.0,1638.975,1.0,1974.1,1.0,1955,1.0,1840,1.0,2167,1.0,—,,1798,1.0,—,,—,,—,,—,,—,,—,,2886,1.0,3346,1.0,3228,1.0,2970,1.0,—,,3452,1.0,3351,1.0
  Internet Media,,204.100006,1.0,369.193,1.0,342.814,1.0,381.182,1.0,372.208,1.0,592.291,1.0,721.077,1.0,733.361,1.0,1030.716,1.0,1002.162,1.0,925.12,1.0,1069.989,1.0,1206.449,1.0,1307.086,1.0,1247.391,1.0,1289.938,1.0,382.442,1.0,1422.828,1.0,1484.545,1.0,1638.975,1.0,1974.1,1.0,1955,1.0,1840,1.0,2167,1.0,—,,1798,1.0,—,,—,,—,,—,,—,,—,,2886,1.0,3346,1.0,3228,1.0,2970,1.0,—,,3452,1.0,3351,1.0
Adjusted Operating Income,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3378,1.0,—,,3316,1.0,3629,1.0,4043,1.0,—,,3939,1.0,3759,1.0,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3378,1.0,—,,3316,1.0,3629,1.0,4043,1.0,—,,3988,1.01243970550901,3951,1.05107741420591,—,,—,,—,,—,,—,,—,,—,
  Unallocated items,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-49,-0.0124397055090124,-192,-0.0510774142059058,—,,—,,—,,—,,—,,—,,—,
Adjusted Operating Margin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,40,,—,,36.7,,37.3,,38.2,,37.1,,36.4,,34.3,,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-10,,—,,-5.8,,-10.8,,—,,—,,—,,—,,—,,—,,—,
Property/Plant/Equipment,,378.915985,1.0,474.829,1.0,576.597,1.0,803.078,1.0,961.749,1.0,1209.681,1.0,1799.766,1.0,2174.314,1.0,2395.239,1.0,2826.717,1.0,3219.28,1.0,3588.814,1.0,4039.261,1.0,4741.724,1.0,5137.71,1.0,5213.167,1.0,5233.843,1.0,5122.105,1.0,5005.9,1.0,4917.491,1.0,4844.61,1.0,4773,1.0,4920,1.0,5506,1.0,—,,8249,1.0,—,,—,,—,,—,,—,,—,,11854,1.0,12300,1.0,12912,1.0,14867,1.0,—,,17877,1.0,19486,1.0
  Internet Media,,378.915985,1.0,474.829,1.0,576.597,1.0,803.078,1.0,961.749,1.0,1209.681,1.0,1799.766,1.0,2174.314,1.0,2395.239,1.0,2826.717,1.0,3219.28,1.0,3588.814,1.0,4039.261,1.0,4741.724,1.0,5137.71,1.0,5213.167,1.0,5233.843,1.0,5122.105,1.0,5005.9,1.0,4917.491,1.0,4844.61,1.0,4773,1.0,4920,1.0,5506,1.0,—,,8249,1.0,—,,—,,—,,—,,—,,—,,11854,1.0,12300,1.0,12912,1.0,14867,1.0,—,,17877,1.0,19486,1.0
Goodwill,,122.818001,1.0,124.485,1.0,154.67,1.0,171.397,1.0,194.9,1.0,318.806,1.0,318.597,1.0,337.145,1.0,1545.119,1.0,1620.566,1.0,1723.124,1.0,2277.397,1.0,2299.368,1.0,4791.399,1.0,4853.805,1.0,4821.646,1.0,4839.854,1.0,4830.315,1.0,4836.913,1.0,4849.217,1.0,4902.565,1.0,5122,1.0,5788,1.0,6099,1.0,—,,6308,1.0,—,,—,,—,,—,,—,,—,,10537,1.0,10595,1.0,11396,1.0,11426,1.0,11492,1.0,14177,1.0,14586,1.0
